npsn,level,name
10609659,SMA,SMA MUHAMMADIYAH 02 PALEMBANG
10609660,SMA,SMA MUHAMMADIYAH 03 PALEMBANG
10609661,SMA,SMA MUHAMMADIYAH 04 PALEMBANG
10609662,SMA,SMA MUHAMMADIYAH 05 PALEMBANG
10609663,SMA,SMA MUHAMMADIYAH 06 PALEMBANG
10609664,SMA,SMA AISYIYAH 01 PALEMBANG
10609665,SMA,SMA MUHAMMADIYAH 08 PALEMBANG
10609667,SMA,SMA MUHAMMADIYAH 09 PALEMBANG
10609669,SMA,SMA NU PALEMBANG
10609670,SMA,SMA NURUL AMAL PALEMBANG
10609671,SMA,SMA NURUL IMAN PALEMBANG
10609672,SMA,SMA NURUL QOMAR PALEMBANG
10609673,SMA,SMA NUSA BANGSA PALEMBANG
10609674,SMA,SMA PEMBINA PALEMBANG
10609675,SMA,SMA PGRI 01 PALEMBANG
10609676,SMA,SMA PGRI 02 PALEMBANG
10609677,SMA,SMA PGRI 03 PALEMBANG
10609679,SMA,SMA PGRI 04 PALEMBANG
10609680,SMA,SMA PGRI 05 PALEMBANG
10609683,SMA,SMA PRAMULA PALEMBANG
10609684,SMA,SMA QUR ANIYAH PALEMBANG
10609685,SMA,SMA RA KARTINI PALEMBANG
10609686,SMA,SMA SEJAHTERA PALEMBANG
10609687,SMA,SMA SHAILENDRA PALEMBANG
10609688,SMA,SMA SRI GUNA PALEMBANG
10609689,SMA,SMA SRIJAYA NEGARA PALEMBANG
10609690,SMA,SMA SUMSEL JAYA PALEMBANG
10609691,SMA,SMA SJAKHYAKIRTI PALEMBANG
10609693,SMA,SMA TAMAN SISWA PALEMBANG
10609694,SMA,SMA TARUNA INDONESIA PALEMBANG
10609695,SMA,SMA TELADAN PALEMBANG
10609697,SMA,SMA TRI DHARMA PALEMBANG
10609702,SMA,SMA WIDYA BHAKTI PALEMBANG
10609704,SMA,SMA XAVERIUS 01 PALEMBANG
10609705,SMA,SMA XAVERIUS 02 PALEMBANG
10609706,SMA,SMA XAVERIUS 03 PALEMBANG
10609707,SMA,SMA XAVERIUS 04 PALEMBANG
10609710,SMA,SMA PATRA MANDIRI 01 PALEMBANG
10609711,SMA,SMA PATRA MANDIRI 02 PALEMBANG
10609712,SMA,SMA IBA PALEMBANG
10609713,SMA,SMA YP NURFAUZAN PALEMBANG
10609714,SMA,SMA PUSRI PALEMBANG
10609717,SMA,SMA BHAKTI IBU 8 PALEMBANG
10609718,SMA,SMA SETIA DARMA PALEMBANG
10609719,SMA,SMA TUNAS BANGSA PALEMBANG
10609721,SMA,SMA PESANTREN MODERN SULTAN MAHMUD BADARUDDIN PALEMBANG
10609722,SMA,SMA YULIS PALEMBANG
10609723,SMA,SMA YWKA PALEMBANG
10609724,SMK,SMK TEKNOLOGI BISTEK
10609725,SMK,SMK TEKNOLOGI INFORMASI BISNIS INDOSAINS
10609726,SMK,SMK MUHAMMADIYAH 01 PALEMBANG
10609727,SMK,SMK BAKTI IBU 03 PALEMBANG
10609729,SMK,SMK PERHOTELAN INDONESIA PALEMBANG
10609730,SMK,SMK RA KARTINI PALEMBANG
10609731,SMK,SMK TARUNA SRIWIJAYA PALEMBANG
10609732,SMK,SMK PEMBINA 02 PALEMBANG
10609733,SMK,SMK TEKNOLOGI NASIONAL PALEMBANG
10609734,SMK,SMK TELENIKA PALEMBANG
10609735,SMK,SMK TRI DHARMA PALEMBANG
10609738,SMK,SMK PELAYARAN PANGGALI NUSANTARA PALEMBANG
10609754,SMK,SMK HARAPAN BANGSA PALEMBANG
10609760,SMA,SMA AL-IKHLAS LUBUKLINGGAU
10609761,SMA,SMA AR-RISALAH LUBUKLINGGAU
10609762,SMA,SMA BAKTI KELUARGA LUBUKLINGGAU
10609763,SMA,SMA BINA SATRIA LUBUKLINGGAU
10609764,SMA,SMA MAARIF LUBUKLINGGAU
10609765,SMA,SMA MAFAZA LUBUKLINGGAU
10609766,SMA,SMA MUHAMMADIYAH 1 LUBUKLINGGAU
10609780,SMA,SMA PGRI 2 LUBUKLINGGAU
10609782,SMA,SMA XAVERIUS LUBUKLINGGAU
10609783,SMA,SMA YADIKA LUBUKLINGGAU
10609785,SMK,SMK YADIKA LUBUKLINGGAU
10609871,SMA,SMAS MUHAMMADIYAH PAGAR ALAM
10609874,SMA,SMAS NU PAGAR ALAM
10609875,SMA,SMAS PGRI PAGAR ALAM
10610049,SMA,SMA BSI PALEMBANG
10610269,SMA,SMAS MUHAMMADIYAH 1 MUARADUA
10610270,SMA,SMAS PGRI GUNUNG RAYA
10610280,SMK,SMKS COKRO AMINOTO
10610282,SMK,SMKS PGRI MUARADUA
10610283,SMK,SMKS PIRI SIMPANG
10610320,SMA,SMAS PLUS ALHANNAN
10643746,SMA,SMAS PGRI PRABUMULIH
10643748,SMA,SMAS TUNAS BAKTI
10643749,SMA,SMAS YAYASAN BAKTI
10643752,SMK,SMKS PGRI 1 PRABUMULIH
10643753,SMK,SMKS PGRI 2 PRABUMULIH
10643754,SMK,SMKS PRATIWI PRABUMULIH
10643755,SMK,SMKS YPS PRABUMULIH
10643756,SMK,SMKS YPN ABADI PRABUMULIH
10643817,SMA,SMA IT RAUDHATUL ULUM
10643835,SMA,SMA YP PUNCAK GEMILANG
10643837,SMA,SMA MUHAMMADIYAH TANJUNG RAJA
10643843,SMA,SMA NURUL YAQIN
10643844,SMA,SMA YAA SRIBANDUNG
10643845,SMA,SMA JAMIYAH ISLAMIYAH
10643847,SMA,SMA BAKTI SUCI
10643894,SMA,SMAS PLUS BINA SATRIA RUPIT (B)
10643896,SMA,SMAS MUHAMMADIYAH 2 TUGUMULYO
10643897,SMA,SMAS YPBI 3 TUGUMULYO
10643905,SMK,SMKS KHARISMA TUGUMULYO
10644248,SMA,SMAS MUHAMMADIYAH LAHAT
10644250,SMA,SMAS NU IX LAHAT
10644251,SMA,SMAS ARIEF BUDIMAN LAHAT
10644252,SMA,SMAS IT AL-KAUTSAR LAHAT
10644253,SMA,SMAS SANGSAPURBA LAHAT
10644254,SMA,SMAS ISLAMIC CENTER LAHAT
10644264,SMA,SMAS MUHAMMADIYAH JARAI
10644273,SMK,SMKS YPB LAHAT
10644681,SMA,SMAS TARUNA TUNAS BANGSA BATURAJA
10644682,SMK,SMKS YADIKA BATURAJA
10644854,SMK,SMKS MARDI WACANA
10644856,SMA,SMAS MUHAMMADIYAH 3 PENANGGUNGAN
10644857,SMK,SMKS MHD 1 SIMPANG SENDER
10644909,SMA,SMAS KARYA 45 BANGUN REJO
10644910,SMA,SMAS BABUSSALAM
10645006,SMA,SMAS YP MANTRA
10645010,SMK,SMKS MUHAMMADIYAH PANGKALAN BALAI
10645011,SMK,SMKS SATRIA NUSANTARA BETUNG
10645013,SMA,SMA PUSPITA
10645015,SMA,SMAS AL MASHRI PANGKALAN BALAI
10645016,SMA,SMAS SANUDIN
10645017,SMA,SMAS PGRI PULAU HARAPAN
10645018,SMA,SMAS PGRI BETUNG
10645021,SMA,SMAS SANDIKA SUKAJADI
10645022,SMA,SMAS BINA MANDIRI
10645023,SMA,SMAS METHODIST 4
10645049,SMA,SMA KARYA SEMBAWA
10645052,SMA,SMAS MUHAMMADIYAH 1 MUARA PADANG
10645053,SMA,SMAS SATRIA NUSANTARA
10645113,SMA,SMAS BINA NUSA
10645114,SMA,SMA BHAKTI BANGSA
10645155,SMK,SMK SERASAN MUARA ENIM
10645157,SMK,SMK MUTIARA TANJUNG ENIM
10645166,SMA,SMA YPIP PENDOPO
10645380,SMA,SMA PGRI MUARA ENIM
10645819,SMA,SMA YKPP PENDOPO
10645827,SMA,SMAS PRATAMA PUTRA
10645829,SMA,SMA AL IHSAN
10645846,SMA,SMAS PERSATUAN
10645847,SMA,SMAS ISLAM SHOLATUL FATIKH
10645863,SMA,SMA TARUNA BANGSA PALEMBANG
10645951,SMK,SMK HANDAYANI UTAMA MUARAENIM
10645952,SMK,SMK PGRI MUARAENIM
10645953,SMK,SMK PROKLAMASI MUARAENIM
10645954,SMK,SMK BUKIT ASAM TANJUNG ENIM
10645955,SMK,SMK BINA MULYA TANJUNG ENIM
10646003,SMA,SMA PGRI TALANG UBI
10646018,SMA,SMA BUKIT ASAM TANJUNG ENIM
10646023,SMA,SMA YPNH TANAH ABANG
10646025,SMA,SMA MUHAMMADIYAH 2 TANJUNG ENIM
10646031,SMA,SMA PGRI GELUMBANG
10646090,SMK,SMK YPA MAHKOTA BUANA BELITANG
10646122,SMK,SMKS BINA PUTRA RANAU SELATAN
10646134,SMK,SMK AMJAIYAH
10646146,SMK,SMK TAMAN SISWA SUNGAI BUAH PALEMBANG
10646148,SMK,SMKS PGRI SUMBER AGUNG
10646153,SMA,SMA AMANIYAH BETUNG
10646177,SMA,SMAS YADIKA BATURAJA
10646186,SMK,SMK KRISNA PERSADA PALEMBANG
10646190,SMK,SMK LINGUA PRIMA
10646205,SMA,SMA PGRI TANAH ABANG
10646213,SMK,SMKS ABDUR ROHMAN
10646240,SMA,SMAS SUMBER JAYA
10646265,SMA,SMA MUHAMMADIYAH 4 KURIPAN
10646266,SMA,SMA MUHAMMADIYAH 3 MUARA ENIM
10646273,SMA,SMAS MUHAMMADIYAH TEBING TINGGI
10646282,SMA,SMAS BINA MUDA
10646323,SMA,SMA BIMA BANGSA
10646348,SMA,SMA AZHARIYAH LUBUKLINGGAU
10646349,SMA,SMA AL FATTAH IHSANIYAH
10646364,SMK,SMKS NURUL HUDA BABAT TOMAN
10646366,SMA,SMAS AD DZIKIR
10646367,SMA,SMAS ISLAM DARUL MUTTAQIN
10646369,SMA,SMA PGRI SIALINGAN
10646388,SMK,SMK FARMASI PALEMBANG
10646389,SMK,SMK ANTARA PALEMBANG
10646396,SMA,SMAS MUHAMMADIYAH MAKARTI JAYA
10646408,SMK,SMKS PRIMA BANGSA
10646536,SMK,SMKS YP MANDIRI PRABUMULIH
10646935,SMK,SMKS PGRI AIR BELITI
10647217,SMK,SMK MARDI WACANA PALEMBANG
10647495,SMK,SMK MADYATAMA PALEMBANG
10647497,SMK,SMKS AL KHAIR
10647684,SMA,SMAS SINAR PEMBANGUNAN RANTAU DURIAN
10647807,SMK,SMK AISYIYAH BID KEAHLIAN FARMASI PALEMBANG
10647825,SMK,SMKS MUHAMMADIYAH GUNUNG LIWAT
10647875,SMA,SMAS SYIHABUDDIN
10647902,SMK,SMK YPIP TALANG UBI
10647909,SMA,SMA NURUL IHSAN
10647925,SMA,SMA PGRI ALAI
10647978,SMK,SMK AZ ZAWIYAH
10648097,SMA,SMAS AL HIJRAH SIRAH PULAU PADANG
10648139,SMK,SMKS KESEHATAN BINA MARTA MARTAPURA
10648142,SMK,SMKS KESEHATAN LEANPURI
10648144,SMK,SMK PELITA PALEMBANG
10648174,SMK,SMK MUTIARA AZZAM PALEMBANG
10648279,SMK,SMKS MUHAMMADIYAH MEGANG SAKTI
10648290,SMA,SMAS BAIT AL-QUR AN
10648317,SMK,SMKS SENTOSA
10648854,SMK,SMK FARMASI AL-FURQON
10648860,SMK,SMKS KESEHATAN PELITA
10648861,SMK,SMK PUTRA PELITA
10648862,SMK,SMK YAFAHI
10648863,SMK,SMKS KESEHATAN ANNISA 3
10648865,SMK,SMKS TEKNOMEDIKA PLUS
10648868,SMA,SMAS BP FAI UMJ
10648870,SMK,SMK YAPA
10648871,SMK,SMKS PELITA HUSADA
10648877,SMK,SMK FARMAKO MEDIKA PLUS
10648882,SMK,SMK AZZAHRO PALEMBANG
10648903,SMA,SMA IT AL FURQON PALEMBANG
10648904,SMA,SMA IT IZZUDDIN PALEMBANG
10648905,SMA,SMA PALEMBANG HARAPAN
10700613,SMK,SMKS S2 MUHAMMADIYAH
10700614,SMK,SMKS S3 IDHATA CURUP
10700641,SMA,SMAS TAMAN SISWA CURUP
10700642,SMK,SMKS S6 PERTIWI CURUP
10700674,SMK,SMKS S1 FKIP CURUP
10700677,SMA,SMAS XAVERIUS CURUP
10700687,SMA,SMAS PGRI 1 CURUP
10700688,SMK,SMKS S5 PEMBANGUNAN CURUP
10700975,SMA,SMAS PGRI BENGKULU SELATAN
10700976,SMA,SMAS PEMBANGUNAN BENGKULU SELATAN
10700977,SMA,SMAS MUHAMMADIYAH BENGKULU SELATAN
10700978,SMA,SMAS KARYA BENGKULU SELATAN
10701551,SMA,SMAS MUHAMMADIYAH 1 TAIS
10701815,SMK,SMKS MAARIF KAUR
10701979,SMK,SMKS 6 MUHAMMADIYAH
10701983,SMA,SMAS PGRI AMEN
10702411,SMK,SMKS 1 PEMBANGUNAN KOTA BENGKULU
10702417,SMA,SMAS SINT CAROLUS
10702420,SMK,SMKS S 10 BENGKULU
10702421,SMK,SMKS S 11 SERUNTING 2 BENGKULU
10702424,SMK,SMKS S 4 PGRI KOTA BENGKULU
10702425,SMK,SMKS S 3 SERUNTING KOTA BENGKULU
10702427,SMK,SMKS S 13 YAMA KARYA BENGKULU
10702457,SMA,SMAS PALLAWA
10702463,SMA,SMAS IDHATA
10702512,SMK,SMKS S 9 MUHAMMADIYAH BENGKULU
10702513,SMK,SMKS S 8 GRAKARSA BENGKULU
10702516,SMK,SMKS S 16 FARMASI BENGKULU
10702517,SMK,SMKS S 15 TARUNA INDONESIA
10702714,SMK,SMKS S 2 SEMARAK BENGKULU
10702819,SMA,SMAS ASY-SYAFIIYAH
10702820,SMA,SMAS MUHAMMADIYAH BINTUHAN
10702876,SMA,SMAS MUHAMMADIYAH CURUP
10702993,SMA,SMAS TENERA PUTRI HIJAU
10703004,SMA,SMAS PGRI ARGA MAKMUR
10703052,SMK,SMKS 17 BUDI MULYA
10703149,SMK,SMKS PONPES DARUL AMAL
10703230,SMK,SMKS ANNAKHIL
10800471,SMK,SMKS YPI TANJUNG BINTANG
10800472,SMK,SMKS YP SERDANG
10800474,SMK,SMKS YADITAMA SIDOMULYO
10800475,SMK,SMKS WIYATA KARYA NATAR
10800477,SMK,SMKS PGRI 1 KEDONDONG
10800479,SMK,SMKS PEMBANGUNAN KALIANDA
10800485,SMK,SMKS MUTIARA 2 NATAR
10800486,SMK,SMKS MUTIARA 1 NATAR
10800487,SMK,SMKS MUHAMMADIYAH 1 KALIANDA
10800508,SMK,SMKS MUHAMMADDIYAH GEDONG TATAAN
10800670,SMK,SMKS DIPONEGORO
10800671,SMA,SMAS TRI SUKSES
10800672,SMA,SMAS SWADHIPA
10800673,SMA,SMAS SUNAN KALIJAGA
10800674,SMA,SMAS PIRI
10800676,SMA,SMAS PGRI 01 PADANG CERMIN
10800677,SMA,SMAS PERSADA KETAPANG
10800684,SMA,SMAS MUHAMMADIYAH TEGINENENG
10800685,SMA,SMAS MUHAMMADIYAH 1 SIDOMULYO
10800686,SMA,SMAS MUHAMMADIYAH 1 CANDIPURO
10800687,SMA,SMAS PLUS MUH NATAR
10800688,SMA,SMAS MA SINDANG SARI
10800692,SMK,SMKS CAHYA KARTIKA PALAS
10800693,SMK,SMKS BUDI KARYA NATAR
10800695,SMK,SMKS BHAKTI PEMUDA
10800696,SMK,SMKS BAKAUHENI
10800697,SMK,SMKS AMAL BAKTI JATIMULYO
10800698,SMK,SMKS SWADHIPA 2 NATAR
10800699,SMK,SMKS 1 SWADHIPA
10800710,SMA,SMAS KARYA MATARAM
10800732,SMA,SMAS IT BABUL HIKMAH
10800733,SMA,SMAS ISLAM KALIANDA
10800734,SMA,SMAS FATAHILLAH
10800735,SMA,SMAS DBP SIDOMULYO
10800736,SMA,SMAS DHARMA ASIH WATES
10800739,SMA,SMAS ASSALAM
10801942,SMA,SMAS PGRI 1 SEPUTIH RAMAN
10801945,SMA,SMAS PARAMARTA 1 SEP BANYAK
10801946,SMA,SMAS PANCASILA SEPUTIH MATARAM
10801947,SMA,SMAS PANCAKRIDA
10801949,SMA,SMAS MUHAMMADIYAH 1 SEPUTIH BANYAK
10801950,SMA,SMAS MUHAMMADIYAH 1 KALIREJO
10801951,SMA,SMAS MUHAMMADIYAH 1 BANGUNREJO
10801952,SMA,SMAS MUHAMMADIYAH TRIMURJO
10801953,SMA,SMAS MA ARIF 4 SELAGAI LINGGA
10801954,SMA,SMAS MA ARIF 2 BANGUNREJO
10801956,SMA,SMAS MAARIF 05 PADANG RATU
10801957,SMA,SMAS MA ARIF 3 BUMI NABUNG
10801970,SMA,SMAS WIRATAMA KOTAGAJAH
10801972,SMA,SMAS SUGAR GROUP B MATARAM
10801973,SMA,SMAS PURNAMA TRIMURJO
10801974,SMA,SMAS PGRI 1 SEPUTIH MATARAM
10801976,SMA,SMAS LENTERA HARAPAN W P
10801977,SMA,SMAS KRISTEN 3 TERBANGGI BESAR
10801996,SMA,SMAS KESUMA BAKTI BEKRI
10801998,SMA,SMAS GAYABARU SEPUTIH SURABAYA
10802002,SMA,SMAS DARUL ARAFAH BM RT NB
10802003,SMA,SMAS BUSTANUL ULUM ANAK TUHA
10802004,SMA,SMAS BINAKARYA PUTRA RUMBIA
10802005,SMA,SMAS BANGUN CIPTA RUMBIA
10802027,SMK,SMKS YPI SEPUTIH MATARAM
10802029,SMK,SMKS WIRATAMA KOTAGAJAH
10802032,SMK,SMKS PGRI 2 TERBANGGI BESAR
10802052,SMK,SMK PGRI 1 PUNGGUR
10802053,SMK,SMKS MIFTAHUL ULUM JATIDATAR
10802054,SMK,SMKS MAARIF 1 PADANG RATU
10802055,SMK,SMKS MAARIF 1 KALIREJO
10802057,SMK,SMKS KARYA WIYATA PUNGGUR
10802058,SMK,SMKS MAARIF 1 SENDANG AGUNG
10802059,SMK,SMKS DHARMA AGUNG SEPUTIH RAMAN
10802060,SMK,SMKS DAYA BHINA TERUSAN NUNYAI
10802061,SMK,SMKS BUDI UTOMO SELAGAI LINGGA
10802070,SMK,SMKS MUHAMMADIYAH 1 KALIREJO
10802071,SMK,SMKS PELITA BANGUNREJO
10802074,SMK,SMKS PARAMARTA 3 SEPUTIH BANYAK
10802075,SMK,SMKS PARAMARTA 2 SEPUTIH BANYAK
10802076,SMK,SMKS PANGUDI LUHUR SEPUTIH MATARAM
10802082,SMK,SMKS MUHAMMADIYAH 1 RUMBIA
10802083,SMK,SMKS MUHAMMADIYAH 2 KALIREJO
10802084,SMK,SMKS MUHAMMADIYAH 1 TERBANGGI BESAR
10802085,SMK,SMKS MUHAMMADIYAH 1 SEPUTIH BANYAK
10802086,SMK,SMKS MUHAMMADIYAH 1 PUBIAN
10802956,SMA,SMAS PGRI SUNGKAI BARAT
10802957,SMA,SMAS PGRI BK KEMUNING
10802958,SMA,SMAS PGRI 1 KOTABUMI
10802960,SMA,SMAS PERINTIS
10802964,SMA,SMAS PGRI SUBIK
10802965,SMA,SMAS PRAMUKA BHAKTI
10802966,SMA,SMAS PRIMA
10802973,SMA,SMAS WIYATA KARYA
10802975,SMA,SMAS BHAYANGKARI
10802976,SMA,SMAS JAYABAYA KOTABUMI
10802988,SMA,SMAS ISLAM IBNU RUSYD KTB
10802989,SMA,SMAS HANGTUAH PROKIMAL
10803004,SMK,SMKS YP 96 BUKIT KEMUNING
10803006,SMK,SMKS PRABA ABUNG SELATAN
10803021,SMK,SMKS NUSANTARA 1 KOTABUMI
10803022,SMK,SMKS BHAKTI ANGKASA 3 KOTABUMI
10803030,SMK,SMKS DINAMIKA KOTABUMI
10803032,SMK,SMKS KARYA DHARMA 1 ABUNG SELATAN
10803036,SMK,SMKS NASIONAL KOTABUMI
10803038,SMK,SMKS MUHAMMADIYAH 1 KOTABUMI
10803516,SMA,SMAS PGRI KRUI
10803541,SMK,SMKS MUHAMMADIYAH KRUI
10803610,SMA,SMA SWASTA AR-RAHMAN
10803611,SMA,SMAS BHAKTI MULYA
10803612,SMA,SMAS BINA ISLAMI
10803627,SMA,SMAS NUSANTARA SUOH
10804119,SMA,SMAS MUHAMMADIYAH MESUJI TIMUR
10804165,SMK,SMKS NUSANTARA BANJAR AGUNG
10804172,SMK,SMKS PENDOWO TUMIJAJAR
10804183,SMK,SMKS MUHAMMADIYAH LAMBU KIBANG
10804184,SMK,SMKS MUHAMMADIYAH TUMIJAJAR
10804868,SMK,SMKS 2 MEI 87 PRINGSEWU
10804869,SMK,SMKS 17 SUKOHARJO
10804870,SMK,SMKS YAPEMA GADINGREJO
10804871,SMK,SMKS PGRI 1 KOTA AGUNG
10804873,SMK,SMKS PATRIA GADINGREJO
10804874,SMK,SMKS MUHAMMADIYAH GISTING
10804875,SMK,SMKS MAARIF 1 SEMAKA
10804876,SMK,SMKS ERLANGGA
10804877,SMK,SMKS BUMI NUSANTARA WONOSOBO
10804878,SMK,SMKS BHAKTI GISTING
10804881,SMK,SMKS BUDI UTAMA PRINGSEWU
10804883,SMK,SMKS ISLAM ADILUWIH
10804892,SMK,SMKS YPT PRINGSEWU
10804894,SMK,SMKS PGRI 2 PRINGSEWU
10804896,SMK,SMKS MUHAMMADIYAH 1 PRINGSEWU
10804897,SMK,SMKS KH GHALIB PRINGSEWU
10804898,SMK,SMKS KARYA BHAKTI PRINGSEWU
10804899,SMK,SMKS PGRI 1 PRINGSEWU
10805033,SMA,SMAS PGRI TALANG PADANG
10805035,SMA,SMAS MUHAMMADIYAH PRINGSEWU
10805036,SMA,SMAS MUHAMMADIYAH 1 KOTA AGUNG
10805037,SMA,SMAS MUHAMMADIYAH GADINGREJO
10805038,SMA,SMAS BIMA SAKTI
10805039,SMA,SMAS 17 PAGELARAN
10805043,SMA,SMAS XAVERIUS PRINGSEWU
10805979,SMA,SMAS PGRI PEKALONGAN
10805983,SMA,SMAS MUHAMMADIYAH PURBOLINGGO
10805984,SMA,SMAS MUHAMMADIYAH 1 PEKALONGAN
10805985,SMA,SMAS MUHAMMADIYAH 1 WAY JEPARA
10805986,SMA,SMAS MUHAMMADIYAH 1 SEKAMPUNG UDIK
10805988,SMA,SMAS MUHAMMADIYAH BRAJA SELEBAH
10805990,SMA,SMAS MUHAMMADIYAH 1 GUNUNG PELINDUNG
10806002,SMA,SMAS YPS SIDOREJO
10806003,SMA,SMAS TELADAN WAY JEPARA
10806005,SMA,SMAS PGRI 2 MARGA TIGA
10806009,SMA,SMAS MA ARIF 3 SEKAMPUNG UDIK
10806025,SMA,SMAS MA ARIF 2 NURUL HUDA ADIREJO
10806027,SMA,SMAS LENTERA HARAPAN SKP
10806029,SMA,SMAS KOSGORO SRI BHAWONO
10806030,SMA,SMAS KOSGORO SEKAMPUNG
10806031,SMA,SMAS IBNU SINA WAY JEPARA
10806032,SMA,SMAS CATURSAKTI MARGATIGA
10806033,SMA,SMAS BUANA BANDAR SRIBAWONO
10806071,SMK,SMKS BUDI UTOMO 1 WAY JEPARA
10806076,SMK,SMKS BHIMA SAKTI WAY JEPARA
10806082,SMK,SMKS ISLAM YPI 2 WAY JEPARA
10806085,SMK,SMKS PGRI 1 SEKAMPUNG UDIK
10806091,SMK,SMKS MUHAMMADIYAH 1 SEKAMPUNG UDIK
10806092,SMK,SMKS MAARIF PURBOLINGGO
10806093,SMK,SMKS MAARIF 2 PENAWAJA SEKAMPUNG UDIK
10806094,SMK,SMK KOSGORO SRIBAWONO
10806258,SMA,SMAS MA ARIF SRIMINOSARI
10806742,SMA,SMAS BERINGIN RATU/P RT
10806743,SMA,SMAS BAKTI BARADATU
10806757,SMA,SMAS HIDAYATUL M NEG BATIN
10806758,SMA,SMAS JURAI WIRA NEGERI AGUNG
10806762,SMK,SMKS AL FAJAR KASUI
10806765,SMK,SMKS YP 17 BARADATU
10806773,SMA,SMAS MMT PAKUAN RATU
10806774,SMA,SMAS PANGASTUTI BL UMPU
10806775,SMA,SMA NEGERI 2 REBANG TANGKAS
10807005,SMA,SMAS UTAMA 1
10807007,SMA,SMAS TAMAN SISWA TELUK BETUNG UTARA
10807008,SMA,SMAS SURYA DHARMA 2 KEDATON
10807010,SMA,SMA S SRIWIJAYA
10807013,SMA,SMA S UTAMA 2
10807014,SMA,SMAS UTAMA 3
10807015,SMA,SMAS WIJAYA KEDATON
10807016,SMA,SMA S XAVERIUS BANDAR LAMPUNG
10807017,SMA,SMA S YP UNILA
10807018,SMA,SMAS YPPL PANJANG
10807022,SMA,SMAS PERSADA BANDAR LAMPUNG
10807023,SMA,SMAS PERINTIS 1 BANDAR LAMPUNG
10807024,SMA,SMA S AL KAUTSAR
10807025,SMA,SMA S ARJUNA
10807026,SMA,SMAS BINA MULYA KEDATON
10807027,SMA,SMAS BODHISATVA
10807030,SMA,SMA S FRANSISCUS
10807031,SMA,SMA S GAJAH MADA
10807032,SMA,SMAS IMMANUEL BANDAR LAMPUNG
10807033,SMA,SMAS ISLAMIYAH
10807035,SMA,SMA S MUHAMMADIYAH 2
10807036,SMA,SMA S NURUL ISLAM
10807037,SMA,SMAS NUSANTARA BANDARLAMPUNG
10807038,SMA,SMAS PANGUDI LUHUR
10807041,SMK,SMKS BHAKTI UTAMA 1
10807042,SMK,SMK S BHINEKA
10807043,SMK,SMKS KRISTEN BPK PENABUR BANDAR LAMPUNG
10807044,SMK,SMKS DHARMA PALA PANJANG
10807046,SMK,SMKS GAJAH MADA BANDAR LAMPUNG
10807048,SMK,SMKS GUNA DHARMA BANDAR LAMPUNG
10807049,SMK,SMKS MUHAMMADIYAH 1 BANDAR LAMPUNG
10807050,SMK,SMK S MUHAMMADIYAH 2
10807052,SMK,SMKS PERSADA BANDAR LAMPUNG
10807053,SMK,SMK S PGRI 1 BANDAR LAMPUNG
10807054,SMK,SMKS PGRI 2 BANDAR LAMPUNG
10807055,SMK,SMKS PGRI 4 BANDAR LAMPUNG
10807056,SMK,SMK S ARJUNA BANDAR LAMPUNG
10807072,SMK,SMKS 2 MEI BANDAR LAMPUNG
10807073,SMK,SMKS SATRIA BAHARI BANDAR LAMPUNG
10807143,SMA,SMAS ADIGUNA
10807212,SMK,SMKS SATU NUSA 1 BANDAR LAMPUNG
10807231,SMK,SMKS SATU NUSA 2 BANDAR LAMPUNG
10807232,SMK,SMKS SATU NUSA 3 BANDAR LAMPUNG
10807235,SMK,SMKS SURYA DHARMA BANDAR LAMPUNG
10807236,SMK,SMK S TAMAN KARYA MADYA TEKNIK 1
10807237,SMK,SMKS TAMAN SISWA TELUK BETUNG BANDAR LAMPUNG
10807239,SMK,SMKS TAMAN KARYA MADYA TEKNIK 3
10807241,SMK,SMK S UTAMA
10807243,SMK,SMKS YAPENA BANDAR LAMPUNG
10807245,SMK,SMKS YP 57 BANDAR LAMPUNG
10807246,SMK,SMKS YPPL BANDAR LAMPUNG
10807564,SMA,SMAS TELADAN 1 METRO
10807565,SMA,SMAS TARUNA GAJAH MADA
10807569,SMK,SMKS GAJAH TUNGGAL METRO
10807571,SMK,SMK KARTIKATAMA  METRO
10807572,SMK,SMKS KARTIKATAMA 2 METRO
10807573,SMK,SMKS KP GAJAH MADA 1 METRO
10807574,SMK,SMKS KP GAJAHMADA 2 METRO
10807575,SMK,SMKS MAARIF 1 METRO
10807576,SMA,SMAS PGRI
10807577,SMA,SMAS MUHAMMADIYAH 2 METRO
10807588,SMA,SMAS KARTIKATAMA
10807589,SMA,SMAS KRISTEN 1 METRO
10807590,SMA,SMAS MA ARIF 1 METRO
10807591,SMA,SMAS MUHAMMADIYAH 1 METRO
10807593,SMK,SMKS MUHAMMADIYAH 1 METRO
10807594,SMK,SMKS MUHAMMADIYAH 2 METRO
10807611,SMK,SMKS MUHAMMADIYAH 3 METRO
10807616,SMK,SMKS TARUNA BUMI METRO
10809262,SMA,SMAS CATUR KARYA
10809266,SMA,SMAS PGRI TUMIJAJAR
10809267,SMA,SMAS PLUS MMT BANGUN JAYA
10809270,SMA,SMAS WIRALAGA MESUJI
10809300,SMK,SMKS AL IMAN 1
10809301,SMK,SMKS AL IMAN 2
10809303,SMK,SMKS ESA KENCANA GEDUNG AJI
10809304,SMK,SMKS KARYA BHAKTI TULANG BAWANG TENGAH
10809306,SMK,SMKS MMT RAWAJITU SELATAN
