npsn,level,name
69904005,SMK,SMK PONDOK MODERN BAITUL IHSAN GRINGSING
69904078,SMA,SMA AL-HASBI
69904110,SMK,SMK ISLAM GUPPI BENDUNGAN
69904242,SMK,SMKS HAYAM WURUK
69904251,SMK,SMK SYIS BADRUZZAMAN
69904295,SMK,SMK INSAN KAMIL
69904332,SMK,SMK PENABUR KASIH BULAGI
69904500,SMK,SMK YAPURA 2
69904551,SMK,SMK BINA LESTARI PLUS
69904592,SMK,SMK AL-MUNAWWARAH
69904618,SMK,SMK AL FURQON
69904627,SMK,SMKS AL-MANAR ISLAMIC SCHOOL
69904634,SMA,SMA AL MAJIDIYAHPALDUDING
69904665,SMA,SMA NU NURUL FALAH
69904671,SMA,SMA IT KHAIRUL UMMAH
69904899,SMA,SMA ISLAM BAITURRAHMAN
69904930,SMK,SMKS DHARMA PARAMITHA
69904939,SMK,SMKS DARUTTAQWA
69904981,SMK,SMK KESEHATAN WAHANA MEDICA METRO
69905231,SMK,SMKIT ZUNURAIN AQILA ZAHRA
69905236,SMK,SMK PERMINYAKAN DUMAI
69905283,SMK,SMK ARIA CENDEKIA
69905423,SMA,SMAS AL ITTIHAD
69905424,SMA,SMAS TERPADU MIFTAHUL ULUM
69905425,SMK,SMKS AL - FATIH
69905426,SMK,SMKS AL - AZHAR AZZAYYADIYAH
69905427,SMK,SMKS AL - AMIEN
69905530,SMK,SMK KRISTEN ELPIDA INFORMATIKA
69905536,SMK,SMK IT BAITUL MA ARIF CISEWU
69905548,SMA,SMA ROUDHOTUL ULUM
69905931,SMK,SMK BROADCAST TV TIRTA KENCANA
69906167,SMK,SMK ISLAM DARUL MUALLA
69906188,SMA,SMA MIFTAHUL JANNAH
69906318,SMA,SMA ZAINUR RIDLA
69906465,SMK,SMK DARUL MAARIF
69906513,SMA,SMA ISLAM AL-ISTIQOMAH
69906816,SMA,SMA 17 AGUSTUS RABASA BIRIS
69907221,SMK,SMK NURUL MUCHLISHIN
69907243,SMA,SMA Alfalakhussaadah
69907299,SMA,SMAS eLKISI
69907337,SMA,SMA IT ASSYIFA
69907348,SMK,SMK ADIAS Pemalang
69907411,SMK,SMK PERTANIAN ALAM NUSANTARA
69907452,SMK,SMK KESEHATAN WAHANA MEDICA
69907557,SMK,SMK ISYHAR GROMPOL PRAMBON
69907616,SMA,SMA Islam Bina Sejahtera
69907646,SMA,SMA DAARUL MUAWANAH
69907701,SMA,SMA Zainal Abidin
69907803,SMA,SMA SUKMA ALMUBARAKAH
69907851,SMK,SMK MA ARIF NU CIDOLOG
69907893,SMK,SMK IT  MIFTAHUL AZIZ
69907901,SMK,SMKS JUAN PATTAROPURA
69908097,SMK,SMK TERPADU PONPES ASY-SYAFI`IYAH
69908200,SMA,SMA ISLAM CIKAL HARAPAN 2
69908212,SMK,SMK SWASTA YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA
69908501,SMK,SMK GLOBAL SURYA PRATAMA
69908681,SMK,SMK NU KABAT
69908714,SMK,SMK IT BAITUL AZIZ
69908806,SMK,SMKS MUHAMMADIYAH 3
69908810,SMK,SMKS PESANTREN TERPADU ROUDLOTUL HIDAYAH
69908983,SMK,SMK SWASTA SWADAYA HAMPARAN PERAK
69909040,SMK,SMK SWASTA YAPIM TARUNA TAMBUSAI
69909098,SMK,SMK BHAKTI SEJAHTERA CIREBON
69909110,SMK,SMK KESEHATAN DHARMA ANANDA
69909192,SMK,SMK DAYA WANGSA WONOGIRI
69909286,SMK,SMKS AL AMIEN
69909470,SMK,SMK ISLAM CENDIKIA
69909680,SMK,SMK NASIONAL GALELA UTARA
69909689,SMK,SMK MIFTAHUL HUDA
69909748,SMK,SMK AL-FURQON
69910051,SMA,SMA DARUL MAARIF BANYUPUTIH
69910052,SMK,SMK NU TULIS
69910388,SMA,SMA IT CARINGIN
69910407,SMK,SMK AL INABAH
69910413,SMK,SMK NAHDLATUL ULAMA LEKOK
69910996,SMK,SMK IT BUDI LUHUR
69911253,SMK,SMK NURUL FIRDAUS
69912058,SMA,SMAS AL-THOLIBIL ULUM
69912062,SMA,SMAS ISLAM TARBIYATUL ATHFAL
69912064,SMA,SMAS ISLAM DARUS SALAM
69912067,SMK,SMK METTA MAITREYA
69912321,SMA,SMA BANJARWANGI SATU
69912450,SMA,SMA ISLAM TERPADU NURUL ILMI
69912724,SMK,SMK BAKTI UTAMA PATI
69912787,SMA,SMAS KRISTEN BASIC BATAM
69913212,SMK,SMK IT MUTIARA BANGSA
69913940,SMK,SMKS FAJAR MANDALA
69914381,SMK,SMKS IT BINA MADANI
69914680,SMK,SMK MITRA INSAN
69914793,SMK,SMK BAITURRAHIM
69915186,SMK,SMK BANK SALLER
69915198,SMA,SMA ISLAM NW SUGIAN
69915320,SMK,SMK GALIH PUTERA INDONESIA
69915321,SMK,SMK GIRI BHAKTI INDONESIA
69915323,SMK,SMK KARYA BHAKTI INDONESIA
69915489,SMK,SMK AL-BASHRIYAH
69915725,SMA,SMA PEDULI BANGSA WARINGI
69915781,SMA,SMA PERMATA MANDIRI
69915792,SMA,SMA AL-BAYAN MUARA PAWAN
69916026,SMK,SMK SWASTA R.A. KARTINI
69916222,SMK,SMK AL GHAFFAR
69916542,SMA,SMA IT AL IZZAH
69916703,SMA,SMA TERPADU INSAN HANIFA
69916776,SMK,SMK AL FALAH BELIK
69916895,SMK,SMKS TERPADU BINA INSAN
69917680,SMK,SMKS BINA PUTRA
69918114,SMA,SMA SWASTA PAULY MANDIRI
69918464,SMK,SMK TERPADU INSAN MULIA BRONDONG
69918550,SMA,SMA MUSLIMIN RONGGA
69918594,SMA,SMA IT DHIAUL FIKRI SUKARARA
69918596,SMK,SMK HEIN NAMOTEMO
69918696,SMK,SMK WIDYAMINA KAUDITAN
69918787,SMK,SMK AL MADANIYAH
69918943,SMK,SMK AINUL YAQIN BAGOR
69919008,SMK,SMK KEPERAWATAN SURYA MANDIRI BIMA
69919094,SMK,SMKS JAIFAQ
69919095,SMK,SMKS AR-ROHMAN
69919096,SMA,SMAS ISLAM DARUT TAUHID
69919115,SMK,SMK ISLAM LA-TAHZAN NW PUNCAK JERINGO
69919117,SMK,SMK TIRTA UMRAN TERPADU
69919132,SMK,SMK PGRI I HAURGEULIS
69919141,SMK,SMK SWASTA ADVENT
69919398,SMK,SMK PLUS AL MUTAMAKKIN
69919410,SMK,SMK TAMA JAYA SCHOOL
69919523,SMK,SMK Excelent YSI
69919741,SMA,SMA BIP MALANGBONG
69919887,SMK,SMK TARUNA TUNAS BANGSA
69920012,SMK,SMK NU MAMBAUL HUDA
69920073,SMK,SMK BUSTANUL  ULUM
69920079,SMK,SMK AR ROSYID CAMPAKA PUTRA
69920092,SMK,SMK SASABOBOK
69920115,SMK,SMKS INKANAS TEMBONG AGUNG
69920152,SMK,SMK PEMUDA TARUNA
69920159,SMK,SMK TI BALI GLOBAL KLUNGKUNG
69920203,SMK,SMK BHAKTI NEGERI
69920252,SMK,SMK PLUS CENDIKIA
69920272,SMK,SMK WIGUNA
69920278,SMK,SMK MUHAMMADIYAH MANGUNJAYA
69920630,SMA,SMAS PUTRA PERSADA BATAM
69920653,SMK,SMK AL ISLAM NURUSSALAM CIDOLOG
69920674,SMK,SMK MA ARIF NU TARBIYATUL HUDA CIMARAGAS
69920692,SMK,SMK AL-MALIKUS SHOLEH
69920709,SMA,SMA IT MUSLIMIN DUMAI
69920711,SMA,SMA YPK PERBATASAN YETTI
69920763,SMK,SMK BUDI AGUNG JALANCAGAK
69921082,SMA,SMA BINA INSAN MULIA CIBINONG
69921085,SMA,SMA AL ROSYID
69921197,SMK,SMK IT AL-FATH
69921278,SMK,SMK SUNAN BEJAGUNG SEMANDING
69921292,SMK,SMK DHARMA BHAKTI TOMOHON
69921599,SMK,SMK KESEHATAN LUSWED OHOI DIAN DARAT
69921748,SMK,SMK GENERASI 77
69921763,SMA,SMA MAARIF 2 PAMEKASAN
69921841,SMK,SMK AL HUDA
69921858,SMK,SMK TEKNOLOGI AZZAHRA MASTUR
69921989,SMA,SMA CITRA NUSANTARA SINDANGBARANG
69922093,SMK,SMK SWASTA ISLAMIYAH KUALUH SELATAN
69922095,SMK,SMK AKBAR KEDUNG SALAM
69922154,SMK,SMKS MUHAMMADIYAH AGUNG BATIN
69922305,SMA,SMA DARUL ULUM KADUPANDAK
69922328,SMK,SMK AL-IKHWAN
69922802,SMK,SMKS SUNAN GIRI
69922814,SMA,SMA ISLAM ARRAHMANIYAH MUJUR
69922862,SMA,SMA SWASTA RAUDHATUL HASANAH
69922924,SMA,SMA PERSIAPAN NEGERI BANGKO PUSAKO
69922925,SMK,SMK PELITA KASIH
69923010,SMA,SMAS AL-MASJIDIYAH
69923012,SMA,SMAS DARUT TAUHID AL MALIKY
69923226,SMK,SMK MERAH PUTIH SCHOOL
69923228,SMK,SMK TUMANINAH YASIN
69923237,SMK,SMK KASIH RAFAEL MIMIKA
69923307,SMK,SMK PERHOTELAN 45 MATARAM
69923430,SMK,SMK KESEHATAN MUHAMMADIYAH GORONTALO UTARA
69923504,SMK,SMK TI GARUDA NUSANTARA
69923535,SMK,SMK MAARIF NU 9 RADEN INTAN LABUHAN MARINGGAI
69923560,SMK,SMK MERAH PUTIH SCHOOL ROUDLOTUL HIDAYAH
69923594,SMK,SMK AL-GHAFUR
69923661,SMK,SMK ISLAM AL UMM
69923665,SMA,SMAS TUNAS MULIA
69923784,SMK,SMK Pesantren Satelit Hidayatul Hasan
69923862,SMK,SMK PGRI GUMELAR
69923901,SMA,SMA BHAKTI PUTRA INDONESIA
69924168,SMK,SMK SWASTA PRESTASI UTAMA
69924506,SMA,SMA FILADELFIA
69924521,SMK,SMK IT Fathul Wahid
69924583,SMK,SMK Al Hasyimy Ibrahimy
69924714,SMK,SMK FARMASI IKASARI DUMAI
69924888,SMA,SMA ISLAM MARAQITTALIMAT MEKAR SARI
69925302,SMA,SMA ANUGERAH GLORIA TERPADU
69925315,SMK,SMK IT AL-ANWARY
69925403,SMK,SMK HIKARI
69925462,SMK,SMK Muhammadiyah Gebang
69925469,SMK,SMK GLOBAL PRATAMA OBI
69925473,SMA,SMA NURUL JANAH
69925490,SMA,SMA TERPADU BANI SAID
69925688,SMK,SMK  GANDHI USADA BALI
69925726,SMK,SMK SWASTA KESEHATAN HAJI SUMATERA UTARA
69925738,SMA,SMA ISLAM PAGERUNGAN BESAR
69925739,SMA,SMA NU NURUL HAJAR
69925844,SMK,SMKS AL RAZI SINAR HARAPAN
69925858,SMK,SMK DZAKIYYUN
69926041,SMK,SMK SATRIA BANGSA
69926076,SMK,SMKS ASGA MANDIRI
69926265,SMK,SMK BHAKTI MULIA
69927116,SMA,SMA I SIRAJUL AKHYAR
69927141,SMK,SMK MIGAS NATUNA
69927177,SMA,SMAS KRISTEN IPEKA GRAND WISATA
69927186,SMK,SMKS MIFTAHUL HUDA TUGUAGUNG
69927274,SMK,SMK AL MAKSUMIYAH
69927310,SMK,SMK UNGGULAN KLAMBU
69927320,SMK,SMK GEMA BANGSA
69928409,SMK,SEKOLAH MENENGAH KEJURUAN ICEYA NDAHA
69928455,SMA,SMA PEDULI BANGSA MANATAHAN
69928466,SMK,SMK PLUS DARUNNAJAH PADAHERANG
69928480,SMA,SMAS BINA UMAT
69928533,SMA,SMA AL KARIMAH
69928535,SMK,SMK NU Kapetakan
69928539,SMA,SMA ISLAM TAMPOJUNG TENGGINA
69928561,SMK,SMK KARYA UNCINTA
69928872,SMK,SMK SUNAN KALIJAGA PONOROGO
69928981,SMK,SMK MA ARIF CIDAUN
69929051,SMA,SMA AL MA MOEN
69929094,SMK,SMK PRESIDEN CIREBON
69929106,SMA,SMA PUTRA AL AZHAR
69929126,SMK,SMK BHAKTI WIJAYA KUSUMA
69929128,SMK,SMK STEMIK  YMB Tanjung Buka
69929172,SMK,SMKS NURUN NAJAH
69929246,SMA,SMA NURUL FALAH CINANGSI
69929336,SMA,SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL
69929340,SMK,SMK MIGAS SRAGEN
69929355,SMK,SMK YWKA PALEMBANG
69929366,SMK,SMK KESEHATAN MIFTAHUL JANNAH
69929445,SMK,SMK IT YASIBA
69929465,SMA,SMA SUNGAI KEHIDUPAN
69929475,SMK,SMK AL QOMARIYAH JENGGIK UTARA
69929483,SMA,SMAIT BAITUL ULUM
69929485,SMA,SMA. AL MUTTAQIEM
69929546,SMA,SMA JUMHURIYYAH
69929553,SMA,SMA AL HUDA BOARDING SCHOOL
69929575,SMK,SMK AL-ITQAN
69929578,SMK,SMKS AL MAMUN SURIAN
69929611,SMA,SMA AR - RIYADL
69929891,SMK,SMKS AL-ULWANI
69929894,SMK,SMKS ADISA
69929904,SMA,SMAS MIFTAHUL IMAN
69929905,SMA,SMAS SITI AMINAH
69929906,SMK,SMKS AZ-HARUL ULUM
69929907,SMK,SMKS IHYAK ULUMUDDIN
69929989,SMK,SMKS GHANIYATUL ULUM
69929991,SMK,SMKS BASTREN NURUSSALAM
69929997,SMK,SMK KESEHATAN INSAN CENDIKIA
69929998,SMK,SMK NURUL QURAN PENGABUAN
69930288,SMK,SMK TARUNA RAJAWALI TIMIKA
69930294,SMK,SMKS TEKNOLOGI INDUSTRI MANDIRI
69930324,SMK,SMKS ADZIKRO NAGREG
69930486,SMA,SMA AL-MUQODDASAH
69930522,SMK,SMK PLUS BUSTANUL ULUM
69930561,SMK,SMK GRAHA MADINA SINGOSARI
69930569,SMK,SMK MUTIARA HARAPAN LAWANG
69930602,SMA,SMA IT NURUL HUDA NW
69930653,SMA,SMA MANARULHUDA
69930694,SMK,SMK BHAKTI NUSANTARA SALATIGA
69930705,SMK,SMK NW SURALAGA
69930706,SMK,SMK AL ANSHORI MONJE
69930818,SMA,SMA IT SWASTA DAARUSSAKINAH
69930824,SMK,SMK BHAKTI KENCANA PAMANUKAN
69930829,SMK,SMK TAHFIDZIL QURAN
69930839,SMA,SMA INTEGRAL HIDAYATULLAH
69931541,SMA,SMA AR-ROSYIDAH
69931645,SMK,SMK KHAIRUL UMAM LENEK DAYA
69931733,SMA,SMAI AL FARIQ
69931775,SMK,SMK AL WASHLIYAH ANJATAN
69931787,SMK,SMK ASH SHOBUNIYYAH CIKEDUNG
69931788,SMK,SMK BHAKTI INSAN CENDEKIA
69931836,SMK,SMK NATIONAL MEDIA CENTER
69931908,SMA,SMA SABILUTH THOYYIB
69931913,SMA,SMA BINA NUSA PURWAJAYA
69931917,SMA,SMA PGRI MALANGBONG
69931972,SMK,SMK SATRIA PUTRA BANGSA
69932091,SMA,SMA NU DARUL MUTTAQIN
69932092,SMA,SMAS MADINAH
69932125,SMA,SMA INTEGRAL RAHMATULLAH
69932127,SMA,SMA AL-MANNAN TOLITOLI
69932137,SMK,SMK AL-KHOIRIYAH
69932138,SMK,SMK KESEHATAN BAKTI INDONESIA MEDIKA
69932312,SMA,SMA SWASTA MUHAMMADIYAH 3 MEDAN
69932323,SMA,SMAS BINA NUSANTARA BATAM
69932570,SMK,SMK KRIDA TARUNA
69932597,SMA,SMA AL BAAQII
69932641,SMA,SMA ASY-SYIFA DARUSSALAM
69932739,SMA,SMA SIROJUL ARIFIN
69932757,SMA,SMA BABUL KHAIRAT
69932818,SMK,SMK PLUS DAWATUL QURAN BOGOR
69932952,SMK,SMK NURUR RAUF
69933247,SMK,SMK RAUDLATUL IMAN
69933322,SMK,SMK ISLAM MAARIF
69933462,SMA,SMA ISLAM PLUS AL-BAYAN WIRADESA
69933509,SMK,SMK BELA NUSANTARA  ANDIKA
69933555,SMK,SMK ABDI NUSANTARA
69933658,SMK,SMK PGRI SOMOROTO
69933667,SMK,SMK KESEHATAN NURUL ISLAM HUSADA
69933671,SMK,SMK TERPADU CITRA BANGSA
69933741,SMK,SMKS SHOFA MARWA
69933743,SMK,SMK TERPADU ASWAJA
69933838,SMA,SMA IT FITHRAH INSANI
69934007,SMK,SMKS HANG MELAYU MANDAU
69934104,SMA,SMA KRISTEN KESETNANA
69934107,SMK,SMK KESEHATAN BAKTI SUMBA
69934151,SMK,SMKS TARUNA KARYA MANDIRI
69934208,SMA,SMA SWASTA TERPADU BUSTANUL ARIFIN
69934211,SMA,SMA DDI AIR HIDUP KERAMIAN
69934212,SMK,SMK ANWARUL MA ARIF
69934214,SMK,SMK IT SHODIQUSSALAM
69934474,SMK,SMK ISLAM AL HASANAH REKAT LAUK
69934495,SMK,SMK SWASTA TUNAS BANGSA
69934552,SMA,SMA BAITUL QUR`AN
69934583,SMA,SMA NAZHATUT THOLIBIN
69934585,SMK,SMK DARUL ILMI DARA KUNCI
69934650,SMA,SMA SWASTA WIRA KARYA MANDIRI
69934717,SMA,SMA AT-TAJDID BOARDING SCHOOL
69934724,SMK,SMK CITRA MANDIRI
69934728,SMA,SMA PLUS ASSYIFA
69934731,SMA,SMA TERPADU SALMAN AL-FARISI
69934738,SMK,SMK BAHRUL HUDA
69934741,SMA,SMA PLUS KOMARULAHYAR
69934744,SMA,SMA GAZA
69934745,SMA,SMA PLUS AL-MUBAROK
69934747,SMA,SMA TERPADU MANAHIJUL HUDA
69934750,SMK,SMK YAPIM
69934752,SMK,SMK NURUL FALAH
69934777,SMK,SMK AL-MARZUQI
69934870,SMK,SMK AL ASYARIYAH
69934888,SMK,SMK IT BANJARWANGI
69934906,SMK,SMK IT MALIK AL-FATH
69934911,SMA,SMA IT YASHUDA
69934939,SMA,SMA SWASTA AL-ANSHAR
69934979,SMK,SMK PENERBANGAN PAPUA MIMIKA
69935069,SMK,SMK MIFTAHUL IHSAN
69935079,SMK,SMK SWASTA POLIBIMA
69935090,SMK,SMK DON BOSCO
69935098,SMK,SMK AT-TAQWA
69935208,SMA,SMA ISLAM AL JABR
69935322,SMK,SMK KEHUTANAN WANA WISATA SEKAROH
69935362,SMK,SMK TRI SUKSES
69935371,SMK,SMK BERDIKARI 1 GARUT
69935394,SMK,SMK PELANGI NUSANTARA
69935515,SMA,SMA KSATRIA NUSANTARA PADAHERANG
69935579,SMA,SMA TUNAS KARYA
69935594,SMK,SMK SWASTA PERIKANAN YAYASAN WIRNA RAFIKA SYARI
69935709,SMK,SMK AL-AMIN
69935711,SMK,SMK AL-ISHLAH CINTARAJA
69935715,SMA,SMA IT AR-ROHMAH
69935847,SMA,SMA ISLAM AL-HIDAYAH
69935862,SMK,SMK MIFTAHUL FALAH
69936085,SMA,SMA WALISONGO KARANGMALANG
69936130,SMK,SMK DARUL ANWAR
69936244,SMK,SMK SWASTA BP-DARUL ILMI
69936370,SMK,SMKS MIFTAHUL ULUM AL-HIKMAH
69936374,SMK,SMKS ISLAM AS - SA DIYANY
69936614,SMA,SMA PLUS MA RUFUL HIDAYAH
69937371,SMK,SMK SWASTA KESEHATAN IMELDA
69937528,SMA,SMA MAARIF 3 PAMEKASAN
69937557,SMK,SMK AL KHUSNA
69937647,SMA,SMA Teknologi Pekanbaru
69937697,SMA,SMA MUSLIM PANCASILA
69937714,SMK,SMK AL-MUKHTARA
69937830,SMK,SMK PASIR ANGIN
69938139,SMK,SMK IT AL-IHSAN
69938142,SMA,SMA ISLAM NURUR RAHMAH
69938144,SMA,SMA AFIFIYAH
69938150,SMA,SMA ISLAM AR-RAUDHAH
69938154,SMK,SMK ISAS LEUWIMUNDING
69938163,SMA,SMA ISLAM AL-ANWAR
69938168,SMK,SMK SWASTA PARIWISATA IMELDA
69938225,SMK,SMK MEKARWANGI
69938272,SMK,SMK AL KAFFAH CIKEDAL
69938434,SMA,SMA ZAINUSSALIM
69938479,SMK,SMK AMIRUSSALAM
69938492,SMK,SMK KESEHATAN RIZKI PATYA PALEMBANG
69938510,SMA,SMA WAHIDIYAH KEPANJEN
69938604,SMK,SMK GEMA NUSANTARA
69938646,SMK,SMKS LENTERA HARAPAN
69938658,SMA,SMA AL-QONA AH
69938797,SMK,SMK S WAHID HUSADA MADANI
69938837,SMK,SMK KBM CISATA
69938869,SMA,SMA PEDULI BANGSA
69939098,SMK,SMK AL KIROM
69939130,SMK,SMK TI Bali Global Jimbaran
69939149,SMK,SMK NU NURUL MURSYIDAH
69939164,SMK,SMK PERMATA NEGERI
69939184,SMK,SMK NURUL AMIN
69939325,SMK,SMKS PUI JATINANGOR
69939354,SMK,SMK SUNAN GIRI
69939407,SMK,SMKS BINA GENERASI MANDIRI
69939495,SMA,SMA PGRI KALABAHI
69939505,SMK,SMK MAN AROFA
69939602,SMK,SMK SWASTA BAKTI AGRO MANDIRI
69939919,SMK,SMK NURUL KHAERAT LIL MUHIBBIN
69939938,SMA,SMA SWASTA AS SUNNAH
69939943,SMA,SMA SWASTA AL FHATTANI
69939967,SMK,SMK DARUNNAJAH
69939969,SMA,SMA IT ADZIKRI NURUL HUDA
69939970,SMA,SMA PRIMA TELADAN
69939986,SMK,SMK ISLAM TAMAN FIRDAUS
69939998,SMK,SMK NUSANTARA AKHFAS
69940018,SMK,SMK SURYA KENCANA
69940165,SMK,SMK HARAPAN BANGSA MAJENE
69940166,SMK,SMK ISLAM TERPADU AL WAFA
69940256,SMK,SMK MIFTAHUL JANNAH
69940392,SMK,SMK SINAR FAJAR CIKIJING
69940394,SMK,SMK MUHAMMADIYAH SALOMEKKO
69940395,SMA,SMA PLUS PERJUANGAN 78
69940436,SMK,SMK Global Pasanggrahan
69940449,SMK,SMKIT ATTAQWA 9
69940471,SMA,SMA PGRI MIRAH LESTARI
69940507,SMK,SMKIT AL-FATH JALEN
69940645,SMA,SMA TRI SUKSES BOARDING SCHOOL JAMBI
69940646,SMK,SMK Bina Husada Kaur
69941916,SMA,SMA MUHAMMADIYAH 1 TALEGONG
69941988,SMA,SMA ISLAM TERPADU AR-RISALAH PAOK LOMBOK
69942119,SMK,SMK CIBENING
69942149,SMA,SMA ISLAM TERPADU INSANI
69942208,SMK,SMK PN Terpadu Merangin
69942220,SMK,SMK DKV YANURAF KHIDIRRAJA
69942246,SMK,SMK RAUDHATUL JANNAH
69942251,SMA,SMA SWASTA HARVARD
69942299,SMA,SMAS PESANTREN TERPADU ROUDLOTUL HUDA
69942367,SMK,SMKS BINA POTENSI
69942451,SMK,SMK Reformasi Makassar
69942473,SMK,SMK NU NUSANTARA BESUK
69942478,SMA,SMA MULTI ISTIQLAL
69942502,SMA,SMA ISLAM NW BENGKANG
69942517,SMK,SMK AR RAHMAH NU BONDER
69942549,SMA,SMA IT BUDJEMAK
69942560,SMK,SMK ISLAM ABUL BAROKAAT NW
69942661,SMK,SMK SAMIUDIN PLUS
69942662,SMK,SMK Al Ghafuriyah Subaikah Muncan
69942663,SMA,SMA GRACIA INDAH
69942738,SMA,SMA ISLAM DHIYAUL FURQON
69942788,SMK,SMK NU DARUSSALAM
69942802,SMK,SMKS CENDEKIA MUTTAQIN
69942873,SMA,SMAS TODODARA
69942893,SMK,SMK BINA BANGSA LASALEPA
69943068,SMA,SMA SWASTA AL HIKMAH
69943069,SMK,SMK KESEHATAN HAFSYAH
69943169,SMK,SMK SOLUSI BANGUN INDONESIA
69943172,SMK,SMK IT CAMPAKA WANGI
69943234,SMK,SMK SETIA DHARMA
69943283,SMA,SMA IT PLUS BAZMA BRILLIANT
69943314,SMK,SMK MUBARAK AL-WALIYAH
69943334,SMK,SMK IT DAAR EL ULUM
69943354,SMK,SMK ASSIMA DARUL FALAH
69943382,SMK,SMK WIRA YUDHA SAKTI NUSANTARA
69943399,SMK,SMK AGATHOS
69943579,SMA,SMA ISLAM NABILAH
69943589,SMK,SMK CITRA NIAGA NUSANTARA
69943660,SMA,SMA TERPADU RAUDHATUL ULUM
69943680,SMA,SMA AL KAMIL ISLAMIC BOARDING SCHOOL
69943689,SMA,SMA INSAN CITA KWAOS
69943715,SMA,SMA AL ADZKAR
69943791,SMK,SMK AL INAYAH
69943795,SMA,SMA Islam Al Azhar 15
69943801,SMA,SMA ISLAM PLUS NURUL KAROMAH
69943804,SMK,SMK AZZAHRA
69943823,SMA,SMA ALAM PALEMBANG
69943848,SMK,SMK AL MADANI
69943870,SMA,SMA ISLAM DARUNNADWAH
69943909,SMK,SMK AL MANAR
69943920,SMK,SMK GITA PRIMA
69943966,SMK,SMK MUHAMMADIYAH 2 TANGERANG
69944020,SMK,SMK PESANTREN TEMULUS
69944023,SMK,SMKS BHINA SOSIAL
69944036,SMA,SMA AL QUR AN AR-RAUDHAH
69944064,SMA,SMAIT PERADABAN AL IZZAH KOTA SORONG
69944090,SMA,SMAS IT TRIO BATANG HARI
69944155,SMA,SMA ISLAM TERPADU AN-NUR DUKUHDALEM
69944156,SMK,SMK PELAYARAN JATIROGO
69944176,SMK,SMK MADINATULQURAN
69944204,SMK,SMK EL MOSTHOFA
69944250,SMK,SMK TUNAS NUSANTARA GARUT
69944259,SMK,SMK MAARIF NU KOTA BATAM
69944289,SMK,SMKS AL - ISHLAH
69944302,SMK,SMK ISLAM TERPADU PELITA SUBANA DARMA
69944311,SMA,SMA KUMNAMU
69944313,SMA,SMA BUDI UTAMA
69944357,SMK,SMK WIYATA MANDALA GARUT
69944359,SMA,SMA NURUL AMIN
69944364,SMA,SMA INTEGRAL LUQMAN AL HAKIM
69944369,SMA,SMA PELITA UTAMA
69944385,SMA,SMA PGRI KADUPANDAK
69944391,SMK,SMK MITRA BAKTI HUSADA
69944430,SMK,SMK ASH SHOLIHUDDIN DAMPIT
69944452,SMK,SMK Marga Bhakti
69944494,SMK,SMK IT AL KASYAF
69944506,SMK,SMK TAKHASSUS AS SAHRO
69944511,SMK,SMK BINA INSAN AL FALAH
69944512,SMA,SMA MUHAMMADIYAH BOJONGMANIK
69944551,SMA,SMA SAINS WAHID HASYIM
69944576,SMK,SMK NURUL MUSTOFA
69944596,SMA,SMA REMNANT BELIA CERDAS
69944689,SMK,SMK YAN BANTEN
69944703,SMK,SMK NUSANTARA TANAH MERAH
69944725,SMA,SMA ISLAM AL-ANSHOR PUTRI
69944770,SMK,SMK TELKOM LAMPUNG
69944788,SMA,SMA IT Bina Amal
69944858,SMK,SMK KARTINI BHAKTI MANDIRI
69944913,SMA,SMA LUKMANUL HAKIM
69944969,SMK,SMK BANI ZEN
69944988,SMK,SMK GETSEMANI GANGGA I
69945006,SMK,SMK BINA HUSADA MANDIRI
69945052,SMK,SMK PLUS PARADIS CIDAHU
69945065,SMK,SMK ISLAM TERPADU AL QIMMAH
69945066,SMK,SMK NU SRAGI
69945082,SMA,SMA ISLAM ANDALAS
69945126,SMA,SMA PLUS SIROJUSSYAFIIYYAH
69945165,SMA,SMA IT FADHILAH
69945208,SMK,SMK MODERN ISLAMIC SCHOOL
69945279,SMA,SMA ISLAM SUNAN BONANG
69945337,SMK,SMK MAREN GALELA
69945341,SMK,SMK NIBA BUSINESS SCHOOL BOGOR
69945354,SMK,SMK SWASTA AL-HIDAYAH
69945394,SMA,SMA ISLAM TERPADU PUTRA ABU HURAIRAH
69945415,SMK,SMK YPLP Perwira 2 Purbalingga
69945428,SMA,SMA PP BAITUL IZZAH NUSANTARA
69945455,SMK,SMK AL HIJRAH BONGAS
69945475,SMA,SMAS AL-BASSORIYAH
69945479,SMA,SMAS PLUS DARUL HIKMAH
69945490,SMK,SMK BINTANG SEMBILAN
69945516,SMA,SMA IRSYADUL MUBTADIIN
69945556,SMK,SMK IT IHYA ASSUNNAH
69945576,SMK,SMK DAARUL KHAIR PULOSARI
69945596,SMA,SMA IT TUNAS BANGSA
69945606,SMK,SMK BINA MITRA
69945623,SMK,SMK DARUL MUFLIHIN BONGAS
69945625,SMK,SMK AS SAHIDU GABUSWETAN
69945657,SMK,SMKS MAZROATUL ULUM SUGIO
69945702,SMA,SMA SWASTA PERINTIS TEBAS
69945707,SMA,SMA AN NAJA BOARDING SCHOOL
69945720,SMA,SMA AL FAQIHIL MUQODDAM
69945768,SMK,SMK BINA TUNGGAL MURANDIKA PUTRA BEKASI
