npsn,name
10302021,SMAN 1 BATANG KAPAS
10302022,SMAN 1 BASA AMPEK BALAI
10302034,SMAN 1 NAGARI IV BAYANG UTARA
10302397,SMAN 1 SALIMPAUNG
10302400,SMAN 1 X KOTO
10302436,SMAN 1 PARIANGAN
10302474,SMAS MUHAMMADIYAH BATU SANGKAR
10302475,SMAN 1 BATIPUH
10302476,SMAN 1 BATU SANGKAR
10302492,SMAN 1 PADANG GANTING
10302804,SMAN 6 SIJUNJUNG
10302805,SMAN 5 SIJUNJUNG
10302806,SMAN 4 SIJUNJUNG
10302981,SMAN 1 PAGAI UTARA SELATAN
10303087,SMA N 1 KINALI
10303088,SMA N 1 KOTO BALINGKA
10303089,SMA N 1 LEMBAH MELINTANG
10303091,SMA N 1 SUNGAI BEREMAS
10303106,SMA N 1 TALAMAU
10303216,SMAN 1 SUNGAI RUMBAI
10303217,SMAN 1 PULAU PUNJUNG
10303364,SMAN 5 SOLOK SELATAN
10303366,SMAN 2 SOLOK SELATAN
10303367,SMAN 1 SOLOK SELATAN
10303377,SMAN 4 SOLOK SELATAN
10303443,SMAS PERTIWI 2
10303445,SMAS PERTIWI 1
10303448,SMAS SIMA
10303461,SMAN 1 PADANG
10303467,SMAS DON BOSCO
10303469,SMAS EKA SAKTI
10303475,SMAS MEDIA UTAMA
10303479,SMAS MURNI
10303482,SMAN 14 PADANG
10303499,SMAN 2 PADANG
10303503,SMAN 6 PADANG
10303505,SMAN 8 PADANG
10303559,SMAS BUKIT BARISAN
10303612,SMAS USWATUN HASANAH
10303690,SMAS SDI SILUNGKANG
10303691,SMAN 1 SAWAHLUNTO
10303692,SMAN 2 SAWAHLUNTO
10303779,SMAN 3 SOLOK
10303886,SMAS PGRI PAYAKUMBUH
10303904,SMAN 1 PAYAKUMBUH
10303905,SMAN 2 PAYAKUMBUH
10303906,SMAN 3 PAYAKUMBUH
10304194,SMAN 1 PADANG GELUGUR
10304831,SMAS DIAN ANDALAS
10304889,SMA MUHAMMADIYAH LUBUK BASUNG
10304891,SMA MUHAMMADIYAH TIKU
10305547,SMAN 1 NAN SABARIS
10305548,SMAN 1 ULAKAN TAPAKIS
10305549,SMAN 1 2X11 ENAM LINGKUNG
10305561,SMAN 1 ENAM LINGKUNG
10305564,SMAN 1 SUNGAI GERINGGING
10305566,SMAN 1 V KOTO KAMPUNG DALAM
10305568,SMAN 1 V KOTO TIMUR
10305569,SMAN 1 VII KOTO SUNGAI SARIK
10305570,SMAN 2 SUNGAI LIMAU
10306085,SMA N 1 LUHAK NAN DUO
10306086,SMA N 1 RANAH BATAHAN
10306088,SMA S AL - ISTIQOMAH
10306089,SMA S MUHAMMADIYAH AIR BANGIS
10306090,SMA S MUHAMMADIYAH UJUNG GADING
10307310,SMAN 2 PARIAMAN
10307418,SMAS MANUNGGAL BHAKTI
10307524,SMAN 2 BUKITTINGGI
10307525,SMAN 3 BUKITTINGGI
10307526,SMAN 4 BUKIT TINGGI
10307527,SMAN 5 BUKITTINGGI
10307531,SMAS TARUNA BANGSA
10307562,SMAN 7 SOLOK SELATAN
10307604,SMAN 2 KOTO XI TARUSAN
10307801,SMAS NURUL IKHLAS
10307806,SMA N 1 SUNGAI AUR
10307884,SMAN 10 SIJUNJUNG
10308098,SMAS INS KAYU TANAM
10308151,SMAS YDB LUBUK ALUNG
10308260,SMAN 2 RANAH PESISIR
10308265,SMAN 1 AIR PURA
10308464,SMAS YAPPHI BATANG ANAI
10308631,SMA MUHAMMADIYAH SALAREH AIA
10309885,SMAS PLUS SETIA
10310619,SMAS AL HIRA
10310809,SMAS ORYZA
10310873,SMAN 08 SOLOK SELATAN
10310898,SMAS ADABIAH 2 PADANG
10310901,SMAN 2 SUTERA
10400365,SMA NEGERI 1 BANGKINANG KOTA
10400815,SMAN 2 PINGGIR
10400840,SMAN 1 BUKIT BATU
10400841,SMAN 1 RUPAT UTARA
10400843,SMAN 2 BENGKALIS
10400846,SMAN 2 BANTAN
10400848,SMAN 3 BENGKALIS
10400851,SMAN 4 BENGKALIS
10400855,SMAS HUBBUL WHATTAN
10400858,SMAN 1 RUPAT
10400867,SMAS DHARMA BHAKTI
10400868,SMA NEGERI 1 TASIK PUTRI PUYU
10400873,SMAN 1 BENGKALIS
10400875,SMAN 1 SIAK KECIL
10400876,SMAN 4 PINGGIR
10401512,SMAS PGRI RENGAT
10401516,SMAN 1 PASIR PENYU
10401517,SMAN 1 PERANAP
10401528,SMAN 1 SUNGAI LALA
10401560,SMAN 1 BATANG CENAKU
10401563,SMAN 2 PERANAP
10402060,SMAS AL HUSNIYAH
10402071,SMAN 1 TEMBILAHAN
10402072,SMAN 1 TANAH MERAH
10402073,SMAN 1 RETEH
10402078,SMAN 1 ENOK
10402726,SMAN 1 KUALA KAMPAR
10402727,SMAN 1 LANGGAM
10402728,SMAN 1 PANGKALAN KURAS
10402938,SMA NEGERI 1 RAMBAH SAMO
10402940,SMA NEGERI 2 RAMBAH HILIR
10402954,SMA NEGERI 1 TANDUN
10403001,SMA NEGERI 1 TAMBUSAI UTARA
10403015,SMA NEGERI 1 BANGUN PURBA
10403077,SMAS M UJUNG BATU
10403241,SMAN 1 BANGKO
10403243,SMAN 2 BANGKO
10403249,SMAS WAHIDIN
10403418,SMAN 1 SUNGAI MANDAU
10403421,SMAN 1 SUNGAI APIT
10403422,SMAN 1 MEMPURA
10403424,SMAN 2 DAYUN
10403426,SMAN 1 MINAS
10403427,SMAN 1 KOTO GASIB
10403429,SMAN 1 DAYUN
10403430,SMAN 1 BUNGA RAYA
10403434,SMAN 1 SABAK AUH
10403436,SMAN 1 LUBUK DALAM
10403601,SMAN 1 SENTAJO RAYA
10403690,SMAN 2 SENTAJO RAYA
10403692,SMAN 1 KUANTAN MUDIK
10403694,SMAN 1 GUNUNG TOAR
10403695,SMAN 1 SINGINGI HILIR
10403697,SMAN 1 CERENTI
10403994,SMAS NURUL FALAH
10403996,SMAS CENDANA
10404003,SMAS AN NUR
10404011,SMA NEGERI 12 PEKANBARU
10404014,SMA NEGERI 3 PEKANBARU
10404015,SMA NEGERI 4 PEKANBARU
10404016,SMA NEGERI 5 PEKAN BARU
10404017,SMA NEGERI 6 PEKANBARU
10404018,SMA NEGERI 7 PEKANBARU
10404020,SMA NEGERI 10 PEKANBARU
10404026,SMAS SETIA DHARMA
10404027,SMAS TARUNA
10404030,SMAS WIDYA GRAHA
10404297,SMAS LANCANG KUNING
10404572,SMAN TUAH GEMILANG
10404968,SMAS LKMD KANDIS
10404985,SMAN 5 DUMAI
10404987,SMAS YKPP DUMAI
10404989,SMAN 4 DUMAI
10405053,SMAN 2 SIAK
10405124,SMAN 1 KUBU BABUSSALAM
10405226,SMAS METHODIST BANGKO
10405227,SMAS MUHAMMADIYAH BANGKO
10405315,SMAN 3 TANAH PUTIH
10405368,SMAN 1 RIMBA MELINTANG
10405547,SMAN 2 BAGAN SINEMBAH
10405560,SMAS BINA SISWA
10405622,SMAS METHODIST TELUK PULAI
10493781,SMAN 1 SIMPANG KANAN
10493895,SMAN 1 BANGKO PUSAKO
10493897,SMAN 2 BANGKO PUSAKO
10493899,SMAN 3 BANGKO PUSAKO
10493902,SMAS HARAPAN PUJUD
10493903,SMAS HARAPAN BANGKO PUSAKO
10494082,SMAN 2 PANGKALAN KURAS
10494083,SMAN 1 PANGKALAN LESUNG
10494084,SMAN 1 PELALAWAN
10494085,SMAN 1 BANDAR PETALANGAN
10494086,SMAN 1 BANDAR SEKIJANG
10494192,SMAN BERNAS BINSUS
10494308,SMAN 1 KELAYANG
10494310,SMAS MUHAMMADIYAH SEBERIDA
10494357,SMAN 1 HULU KUANTAN
10494386,SMAN 1 KUANTAN HILIR SEBERANG
10494435,SMAN 1 PANGEAN
10494511,SMAS ISLAM DARUL HUDA LIRIK
10494575,SMAN TUAH KEMUNING
10494576,SMAN 1 KERITANG
10494578,SMAS TRI TUNGGAL
10494582,SMAS ASHABUL MUKMININ
10494617,SMA NEGERI 13 PEKANBARU
10495165,SMAN 2 KERINCI KANAN
10495169,SMAN 7 MANDAU
10495346,SMAN 3 MANDAU
10495407,SMAN 2 SIAK KECIL
10495428,SMA SWASTA AL - MAARIF NADLATUL ULAMA
10495792,SMAS ANA MUSLIM
10495794,SMA NEGERI 3 TAMBUSAI
10495808,SMAS AL MUSLIMIN
10496358,SMAS PLUS TARUNA ANDALAN
10496393,SMAS TIGA PUTRA PERSADA
10496394,SMA NEGERI 1 BONAI DARUSSALAM
10496497,SMAS INSAN TERPUJI
10496498,SMAS KUSUMA
10497032,SMAS TELUK BELENGKONG
10497065,SMAN 2 TELUK KUANTAN
10497356,SMAN 1 RAKIT KULIM
10497407,SMAS TEUKU SULUNG
10497450,SMA NEGERI 3 RANGSANG PESISIR
10497452,SMAS MANDIRI
10497484,SMAS SIMPANG GAUNG
10497506,SMAS ISLAM TERPADU ARRAHMA
10497514,SMAS PEMBINA BALAM
10498608,SMAN 5 PUJUD
10498632,SMAN 8 MANDAU
10498633,SMAN 9 MANDAU
10498689,SMAS PERSIAPAN S DAUN
10498724,SMA SWASTA MERANTI
10500219,SMAN 4 BATANG HARI
10500327,SMAN 2 BATANG HARI
10500384,SMAS ZULHIJJAH MA BULIAN
10500695,SMAN 2 PELEPAT ILIR
10500779,SMAN 1 MA BUNGO
10501832,SMAN 1 KUALA TUNGKAL
10501841,SMAS PHI KUALA TUNGKAL
10502388,SMAN 8 KERINCI
10502392,SMAN 7 KERINCI
10502394,SMAN 1 SUNGAI PENUH
10502395,SMAN 1 KERINCI
10502396,SMAN 9 KERINCI
10502398,SMAN 2 SUNGAI PENUH
10502400,SMAN 4 SUNGAI PENUH
10502775,SMAS YP-SP3 3 MESTONG
10502793,SMAN 2 MUARO JAMBI
10502868,SMAS YKI PETALING
10502869,SMA 12 MUARO JAMBI
10503250,SMAN 3 TEBO
10503252,SMAN 5 TEBO
10503254,SMAN 7 TEBO
10503255,SMAN 8 TEBO
10503734,SMAN 6 SAROLANGUN
10503751,SMAN 1 SAROLANGUN
10504156,SMAN 4 TANJUNG JABUNG TIMUR
10504159,SMAN 3 TANJUNG JABUNG TIMUR
10504554,SMAS FERDY FERRY PUTRA
10504558,SMAS NASIONAL SARIPUTRA
10504571,SMAS PERTIWI I KOTA JAMBI
10504580,SMAN 4 KOTA JAMBI
10504582,SMAN 6 KOTA JAMBI
10504583,SMAN 7 KOTA JAMBI
10504584,SMAN 8 KOTA JAMBI
10504590,SMAS ATTAUFIQ
10504591,SMAS DHARMA BHAKTI 2
10504593,SMAS UNGGUL SAKTI
10504594,SMAS XAVERIUS 1
10504610,SMAS XAVERIUS 2
10504623,SMAN 2 KOTA JAMBI
10504684,SMAN 1 KOTA JAMBI
10505048,SMAN 15 MERANGIN
10505066,SMAN 8 TANJUNG JABUNG TIMUR
10505136,SMAS YAYASAN PENGABUAN
10505159,SMAN 11 TEBO
10505165,SMAN 9 TANJUNG JABUNG TIMUR
10505208,SMAS AL-MAARIF SINGKUT
10505723,SMAN 12 KERINCI
10505724,SMAN 13 KERINCI
10505731,SMAS UPT BATANG KIBUL
10505785,SMA JAMBI  IX LURAH
10505868,SMAS TERPADU NURUL HAQ
10505952,SMAS ISLAM JAUHARUL FALAH
10505963,SMAN 10 TANJUNG JABUNG TIMUR
10506057,SMAN 11 SAROLANGUN
10506150,SMAS IT AL- AZHAR
10600239,SMAN 1 SEKAYU
10600481,SMAN 1 SIRAH PULAU PADANG
10600526,SMAN 1 PEDAMARAN
10600573,SMAN 1 PAMPANGAN
10600901,SMAN 1 UJAN MAS
10600902,SMAN 1 TANJUNG AGUNG
10600905,SMAN 1 UNGGULAN MUARA ENIM
10601401,SMAN 1 MULAK ULU
10601445,SMAN 2 KIKIM TENGAH
10601446,SMA NEGERI 1 PENDOPO BARAT
10601448,SMAN 1 JARAI
10601457,SMAN 1 LAHAT
10603842,SMA NEGERI 05 PALEMBANG
10603845,SMA NEGERI 02 PALEMBANG
10603849,SMA NEGERI 11 PALEMBANG
10603855,SMA NEGERI 08 PALEMBANG
10603856,SMA NEGERI 19 PALEMBANG
10603857,SMA NEGERI 18 PALEMBANG
10603860,SMA NEGERI 16 PALEMBANG
10603862,SMA NEGERI 14 PALEMBANG
10603863,SMA NEGERI 07 PALEMBANG
10603865,SMA NEGERI 01 PALEMBANG
10603866,SMA NEGERI 09 PALEMBANG
10604362,SMA BUDI UTOMO LUBUKLINGGAU
10604382,SMA NUSA LUBUKLINGGAU
10604402,SMA NEGERI 2 LUBUKLINGGAU
10604544,SMAN 2 PRABUMULIH
10604716,SMAS KURNIA JAYA BATUMARTA
10604717,SMAS MUHAMMADIYAH 1 BATURAJA
10604722,SMAN 11 OGAN KOMERING ULU
10604723,SMAN 1 OGAN KOMERING ULU
10604731,SMAN 9 OGAN KOMERING ULU
10604735,SMAS TRISAKTI BATURAJA
10605574,SMAS BI 2 SEKAYU
10605580,SMAS MUHAMMADIYAH JIRAK
10605582,SMAS MUHAMMADIYAH 3 ULAK PACEH
10605583,SMAN 1 BATANG HARI LEKO
10605600,SMAS PGRI BABAT TOMAN
10605915,SMA PGRI INDRALAYA UTARA
10606484,SMAN 1 SEM BARAT
10606485,SMAN 1 SEM TIMUR
10606487,SMAS NURUL ILHAM
10606488,SMAS YIS MARTAPURA
10606608,SMAS YPBI
10606611,SMAS MUHAMMADIYAH MARTAPURA
10606613,SMAN 1 MADANG SUKU III
10606619,SMAN 1 MADANG SUKU II
10608963,SMAN 3 SEKAYU
10609306,SMAN 1 JEJAWI
10609310,SMAN 1 PANGKALAN LAMPAM
10609318,SMAS DARUSSALAM KAYUAGUNG
10609324,SMAS MUHAMMADIYAH TULUNG SELAPAN
10609327,SMAS YPBI 4 KAYUAGUNG
10609620,SMA AL-AMALUL KHAIR PALEMBANG
10609622,SMA ARINDA PALEMBANG
10609623,SMA ASSANADIYAH PALEMBANG
10609625,SMA BHAKTI NUSANTARA PALEMBANG
10609631,SMA BINA KARYA PLAJU PALEMBANG
10609632,SMA BINA LESTARI PALEMBANG
10609636,SMA DAARUL AITAM PALEMBANG
10609639,SMA ETHIKA PALEMBANG
10609640,SMA FITRA ABDI PALEMBANG
10609644,SMA INSANIYAH PALEMBANG
10609646,SMA KARYA IBU PALEMBANG
10609653,SMA MANDIRI PALEMBANG
10609654,SMA MARDI WACANA PALEMBANG
10609657,SMA METHODIST 03 PALEMBANG
10609659,SMA MUHAMMADIYAH 02 PALEMBANG
10609660,SMA MUHAMMADIYAH 03 PALEMBANG
10609661,SMA MUHAMMADIYAH 04 PALEMBANG
10609662,SMA MUHAMMADIYAH 05 PALEMBANG
10609667,SMA MUHAMMADIYAH 09 PALEMBANG
10609668,SMA NEGERI 21 PALEMBANG
10609669,SMA NU PALEMBANG
10609672,SMA NURUL QOMAR PALEMBANG
10609674,SMA PEMBINA PALEMBANG
10609679,SMA PGRI 04 PALEMBANG
10609680,SMA PGRI 05 PALEMBANG
10609683,SMA PRAMULA PALEMBANG
10609685,SMA RA KARTINI PALEMBANG
10609686,SMA SEJAHTERA PALEMBANG
10609687,SMA SHAILENDRA PALEMBANG
10609689,SMA SRIJAYA NEGARA PALEMBANG
10609695,SMA TELADAN PALEMBANG
10609697,SMA TRI DHARMA PALEMBANG
10609704,SMA XAVERIUS 01 PALEMBANG
10609706,SMA XAVERIUS 03 PALEMBANG
10609707,SMA XAVERIUS 04 PALEMBANG
10609712,SMA IBA PALEMBANG
10609713,SMA YP NURFAUZAN PALEMBANG
10609714,SMA PUSRI PALEMBANG
10609717,SMA BHAKTI IBU 8 PALEMBANG
10609718,SMA SETIA DARMA PALEMBANG
10609721,SMA PESANTREN MODERN SULTAN MAHMUD BADARUDDIN PALEMBANG
10609722,SMA YULIS PALEMBANG
10609748,SMA NEGERI 6 LUBUKLINGGAU
10609760,SMA AL-IKHLAS LUBUKLINGGAU
10609762,SMA BAKTI KELUARGA LUBUKLINGGAU
10609763,SMA BINA SATRIA LUBUKLINGGAU
10609764,SMA MAARIF LUBUKLINGGAU
10609765,SMA MAFAZA LUBUKLINGGAU
10609766,SMA MUHAMMADIYAH 1 LUBUKLINGGAU
10609780,SMA PGRI 2 LUBUKLINGGAU
10609875,SMAS PGRI PAGAR ALAM
10609921,SMA NEGERI OLAHRAGA SRIWIJAYA PALEMBANG
10610073,SMAN TERAWAS
10610269,SMAS MUHAMMADIYAH 1 MUARADUA
10610270,SMAS PGRI GUNUNG RAYA
10610273,SMAN 1 RUNJUNG AGUNG
10610277,SMAN 1 PULAU BERINGIN
10610291,SMAN PURWODADI
10643748,SMAS TUNAS BAKTI
10643818,SMA NEGERI 1 INDRALAYA UTARA
10643832,SMA NEGERI 1 PEMULUTAN SELATAN
10643835,SMA YP PUNCAK GEMILANG
10643840,SMA NEGERI 1 MUARA KUANG
10643843,SMA NURUL YAQIN
10643844,SMA YAA SRIBANDUNG
10643897,SMAS YPBI 3 TUGUMULYO
10643908,SMAN 3 PRABUMULIH
10644248,SMAS MUHAMMADIYAH LAHAT
10644250,SMAS NU IX LAHAT
10644251,SMAS ARIEF BUDIMAN LAHAT
10644256,SMAN 1 ULU MUSI
10644257,SMA NEGERI 1 SIKAP DALAM
10644262,SMAN 1 MUARA PINANG
10644266,SMAN 1 LINTANG KANAN
10644267,SMAN 1 PULAU PINANG
10644269,SMAN 1 MERAPI TIMUR
10644272,SMAN 1 PAJAR BULAN
10644909,SMAS KARYA 45 BANGUN REJO
10644910,SMAS BABUSSALAM
10644912,SMAN SIMPANG SEMAMBANG
10644998,SMAN 1 PULAU RIMAU
10645002,SMAN 1 MUARA PADANG
10645003,SMAN 1 MUARA SUGIHAN
10645004,SMAN 1 MUARA TELANG
10645005,SMAN 1 MAKARTI JAYA
10645015,SMAS AL MASHRI PANGKALAN BALAI
10645016,SMAS SANUDIN
10645017,SMAS PGRI PULAU HARAPAN
10645018,SMAS PGRI BETUNG
10645023,SMAS METHODIST 4
10645049,SMA KARYA SEMBAWA
10645053,SMAS SATRIA NUSANTARA
10645113,SMAS BINA NUSA
10645134,SMAN 2 UNGGULAN TALANG UBI
10645166,SMA YPIP PENDOPO
10645174,SMAN 1 LEMBAK
10645380,SMA PGRI MUARA ENIM
10645758,SMAN 2 KIKIM TIMUR
10645759,SMAN 1 KIKIM TENGAH
10645760,SMAN 5 LAHAT
10645761,SMAN 1 MUARA PAYANG
10645819,SMA YKPP PENDOPO
10645825,SMAN 1 RANTAU BAYUR
10645833,SMAN 1 RAMBANG DANGKU
10645835,SMAN 1 SEMENDE DARAT LAUT
10645847,SMAS ISLAM SHOLATUL FATIKH
10646018,SMA BUKIT ASAM TANJUNG ENIM
10646023,SMA YPNH TANAH ABANG
10646052,SMAN 1 BELIMBING
10646139,SMA NEGERI 2 MUARA KUANG
10646147,SMAN 1 LUBAI ULU
10646206,SMAN 2 KELUANG
10646227,SMAN 1 TELUK GELAM
10646233,SMAN 2 RAMBANG DANGKU
10646236,SMAN 1 SUNGAI ARE
10646237,SMA NEGERI 1 SUNGAI PINANG
10646240,SMAS SUMBER JAYA
10646265,SMA MUHAMMADIYAH 4 KURIPAN
10646282,SMAS BINA MUDA
10646365,SMAN 2 PULAU RIMAU
10646366,SMAS AD DZIKIR
10646367,SMAS ISLAM DARUL MUTTAQIN
10646369,SMA PGRI SIALINGAN
10646502,SMAN SUKA KARYA
10646579,SMA NEGERI 2 RAMBANG KUANG
10646580,SMA NEGERI 3 RAMBANG KUANG
10647445,SMAN 3 TEBING TINGGI
10647684,SMAS SINAR PEMBANGUNAN RANTAU DURIAN
10647909,SMA NURUL IHSAN
10647925,SMA PGRI ALAI
10647948,SMAN 3 PULAU RIMAU
10648040,SMAN BP PELIUNG
10648097,SMAS AL HIJRAH SIRAH PULAU PADANG
10648275,SMAN 16 OGAN KOMERING ULU
10648290,SMAS BAIT AL-QUR AN
10648296,SMAN JAYAPURA
10648868,SMAS BP FAI UMJ
10648897,SMAN 2 MUARADUA KISAM
10648898,SMAN 1 KISAM ILIR
10700306,SMAN 4 BENGKULU TENGAH
10700677,SMAS XAVERIUS CURUP
10700686,SMAN 04 REJANG LEBONG
10700887,SMAN 9 BENGKULU SELATAN
10700933,SMAN 4 BENGKULU SELATAN
10700973,SMAN 1 BENGKULU SELATAN
10700975,SMAS PGRI BENGKULU SELATAN
10700977,SMAS MUHAMMADIYAH BENGKULU SELATAN
10701174,SMAN 4 MUKOMUKO
10701185,SMAN 2 MUKOMUKO
10701186,SMAN 3 MUKOMUKO
10701309,SMAN 1 MUKOMUKO
10701551,SMAS MUHAMMADIYAH 1 TAIS
10701553,SMAN 8 SELUMA
10701557,SMAN 5 SELUMA
10701558,SMAN 3 SELUMA
10701817,SMAN 5 KAUR
10701819,SMAN 1 KAUR
10701983,SMAS PGRI AMEN
10702407,SMAN 7 BENGKULU
10702415,SMAN 2 BENGKULU
10702417,SMAS SINT CAROLUS
10702457,SMAS PALLAWA
10702463,SMAS IDHATA
10702679,SMAN 9 SELUMA
10702680,SMAN 6 SELUMA
10702711,SMAN 9 BENGKULU
10702737,SMAN 8 MUKOMUKO
10702820,SMAS MUHAMMADIYAH BINTUHAN
10702877,SMAN 6 REJANG LEBONG
10702993,SMAS TENERA PUTRI HIJAU
10703004,SMAS PGRI ARGA MAKMUR
10703046,SMAN 10 BENGKULU
10703076,SMAN 5 LEBONG
10703129,SMAN 7 MUKOMUKO
10703503,SMAN 11 MUKOMUKO
10703504,SMAN 12 MUKOMUKO
10703646,SMAN 8 KAUR
10800674,SMAS PIRI
10800676,SMAS PGRI 01 PADANG CERMIN
10800677,SMAS PERSADA KETAPANG
10800682,SMAN 1 TEGINENENG
10800685,SMAS MUHAMMADIYAH 1 SIDOMULYO
10800686,SMAS MUHAMMADIYAH 1 CANDIPURO
10800687,SMAS PLUS MUH NATAR
10800688,SMAS MA SINDANG SARI
10800691,SMAN 1 KALIANDA
10800700,SMAN 2 KALIANDA
10800704,SMAN 1 PALAS
10800706,SMAN 1 KATON
10800733,SMAS ISLAM KALIANDA
10800734,SMAS FATAHILLAH
10800736,SMAS DHARMA ASIH WATES
10801942,SMAS PGRI 1 SEPUTIH RAMAN
10801945,SMAS PARAMARTA 1 SEP BANYAK
10801947,SMAS PANCAKRIDA
10801953,SMAS MA ARIF 4 SELAGAI LINGGA
10801954,SMAS MA ARIF 2 BANGUNREJO
10801961,SMAN 1 RUMBIA
10801962,SMAN 1 PUNGGUR
10801964,SMAN 1 KOTA GAJAH
10801965,SMAN 1 KALIREJO
10801970,SMAS WIRATAMA KOTAGAJAH
10801974,SMAS PGRI 1 SEPUTIH MATARAM
10801977,SMAS KRISTEN 3 TERBANGGI BESAR
10801996,SMAS KESUMA BAKTI BEKRI
10801998,SMAS GAYABARU SEPUTIH SURABAYA
10802005,SMAS BANGUN CIPTA RUMBIA
10802956,SMAS PGRI SUNGKAI BARAT
10802957,SMAS PGRI BK KEMUNING
10802960,SMAS PERINTIS
10802964,SMAS PGRI SUBIK
10802968,SMAN 1 ABUNG TIMUR
10802970,SMAN 1 ABUNG SELATAN
10802971,SMAN 1 ABUNG BARAT
10802976,SMAS JAYABAYA KOTABUMI
10802988,SMAS ISLAM IBNU RUSYD KTB
10802989,SMAS HANGTUAH PROKIMAL
10803028,SMAN 1 TANJUNG RAJA
10803029,SMAN 1 SUNGKAI UTARA
10803516,SMAS PGRI KRUI
10803531,SMA NEGERI 1 BELALAU
10803532,SMAN 1 LEMONG
10803537,SMA NEGERI 1 SUKAU
10803539,SMA NEGERI 1 WAY TENONG
10803610,SMA SWASTA AR-RAHMAN
10803612,SMAS BINA ISLAMI
10803627,SMAS NUSANTARA SUOH
10804119,SMAS MUHAMMADIYAH MESUJI TIMUR
10804196,SMAN 01 TANJUNG RAYA
10805043,SMAS XAVERIUS PRINGSEWU
10805044,SMAN 1 CUKUH BALAK
10805047,SMAN 2 PRINGSEWU
10805052,SMAN 1 SUMBEREJO
10805054,SMAN 1 PULAU PANGGUNG
10805055,SMAN 1 PRINGSEWU
10805978,SMAN 1 PASIR SAKTI
10805983,SMAS MUHAMMADIYAH PURBOLINGGO
10805984,SMAS MUHAMMADIYAH 1 PEKALONGAN
10805985,SMAS MUHAMMADIYAH 1 WAY JEPARA
10805993,SMAN 1 MELINTING
10805994,SMAN 1 MARGA TIGA
10805996,SMAN 1 KIBANG
10806002,SMAS YPS SIDOREJO
10806005,SMAS PGRI 2 MARGA TIGA
10806025,SMAS MA ARIF 2 NURUL HUDA ADIREJO
10806027,SMAS LENTERA HARAPAN SKP
10806029,SMAS KOSGORO SRI BHAWONO
10806030,SMAS KOSGORO SEKAMPUNG
10806077,SMAN 1 WAY JEPARA
10806080,SMAN 1 RAMAN UTARA
10806258,SMAS MA ARIF SRIMINOSARI
10806743,SMAS BAKTI BARADATU
10806757,SMAS HIDAYATUL M NEG BATIN
10806761,SMAN 1 WAY TUBA
10806773,SMAS MMT PAKUAN RATU
10806791,SMAN 1 BARADATU
10807005,SMAS UTAMA 1
10807010,SMA S SRIWIJAYA
10807013,SMA S UTAMA 2
10807014,SMAS UTAMA 3
10807015,SMAS WIJAYA KEDATON
10807016,SMA S XAVERIUS BANDAR LAMPUNG
10807017,SMA S YP UNILA
10807018,SMAS YPPL PANJANG
10807020,SMA N 1 BANDAR LAMPUNG
10807021,SMA N 10 BANDAR LAMPUNG
10807024,SMA S AL KAUTSAR
10807025,SMA S ARJUNA
10807026,SMAS BINA MULYA KEDATON
10807027,SMAS BODHISATVA
10807030,SMA S FRANSISCUS
10807031,SMA S GAJAH MADA
10807033,SMAS ISLAMIYAH
10807036,SMA S NURUL ISLAM
10807037,SMAS NUSANTARA BANDARLAMPUNG
10807058,SMAN 12 BANDAR LAMPUNG
10807064,SMAN 3 BANDAR LAMPUNG
10807065,SMAN 4 BANDAR LAMPUNG
10807066,SMAN 5 BANDAR LAMPUNG
10807067,SMAN 6 BANDAR LAMPUNG
10807068,SMAN 7 BANDAR LAMPUNG
10807560,SMAN 2 METRO
10807564,SMAS TELADAN 1 METRO
10807565,SMAS TARUNA GAJAH MADA
10807588,SMAS KARTIKATAMA
10807590,SMAS MA ARIF 1 METRO
10809287,SMAN 1 GEDUNG AJI
10809291,SMAN 01 MESUJI TIMUR
10809592,SMAS PERINTIS 2 BANDAR LAMPUNG
10809706,SMAN 17 BANDAR LAMPUNG
10809708,SMAS BIMA SUCI WAY
10809746,SMAN 1 ADILUWIH
10809885,SMA S DARMA BANGSA
10809916,SMAS MUHAMMADIYAH BANJIT
10810017,SMA NEGERI 1 BATUBRAK
10810020,SMAN 1 ULUBELU
10810186,SMA NEGERI 1 BANDAR NEGERI SUOH
10810191,SMAN 2 BUMI AGUNG
10810192,SMAN 2 BUAY BAHUGA
10810205,SMA NEGERI 2 WAYTENONG
10810229,SMAN 1 KARYA PENGAWA
10810271,SMAN 1 BANJAR MARGO
10810335,SMAN 1 SENDANG AGUNG
10810369,SMAN 1 PESISIR UTARA
10810398,SMAN 1 REBANG TANGKAS
10810509,SMAN 1 CANDIPURO
10810522,SMAN 1 BENGKUNAT
10810592,SMAS ISLAM MA ARIF P PASIR
10810638,SMAS MA ARIF 1 SEP BANYAK
10810655,SMAS MUHAMMADIYAH 1 MENGGALA
10810670,SMAS AL HIDAYAH WAY SEPUTIH
10810735,SMAS LEBUNG KACCAH INDAH
10810747,SMAN 1 KEDONDONG
10810802,SMAS MIF ULUM SEPUTIH SURABAYA
10810872,SMAS DARUL FIKRI
10811025,SMAN 1 KELUMBAYAN
10811206,SMAN 2 BESAR
10811212,SMAS PERINTIS NEGERI AGUNG
10811572,SMAS MA ARIF BUMI RESTU PALAS
10814042,SMAS MINHAJUTTULAB
10814045,SMAN 1 GUNUNG PELINDUNG
10814061,SMAN 2 SEKAMPUNG
