npsn,name
10814589,SMAS DWI MULYA
10814594,SMAS MAARIF 1 SUKATANI
10814642,SMAN 1 PENAWAR AJI
10814705,SMAS YAMAMA
10814910,SMAS KARYA UTAMA
10814936,SMAS ISLAM TERPADU AL MUNIR
10815037,SMAN 02 GUNUNG LABUHAN
10815040,SMAS PGRI BLAMBANGAN UMPU
10815051,SMAN 1 ABUNG TINGGI
10815065,SMA S TUNAS MEKAR INDONESIA
10815084,SMAN 2 GADINGREJO
10815233,SMAN 2 TANJUNG RAJA
10900233,SMAN 1 PUDING BESAR
10900235,SMAN 1 PEMALI
10900238,SMAN 1 BELINYU
10900457,SMAS MUHAMMADIYAH TG PANDAN
10900459,SMAN 1 TANJUNG PANDAN
10900625,SMAS BAKTI PARITTIGA
10900632,SMAS SINAR JAYA TEMPILANG
10900633,SMAS PLUS NURUL HUDA
10900779,SMAN 1 NAMANG
10900878,SMAN 1 TOBOALI
10900880,SMAS YPK TOBOALI BANGKA
10901016,SMAS PERGIB MANGGAR
10901097,SMAS DEPATI AMIR
10901103,SMAS TUNAS HARAPAN BANGSA
10901134,SMAN 2 PANGKAL PINANG
10901135,SMAN 3 PANGKAL PINANG
10901153,SMAN 4 PANGKAL PINANG
10901409,SMAN 1 AIRGEGAS
10901410,SMAN 1 LEPAR PONGOK
11000224,SMAN 1 MORO
11000322,SMAN 1 BUNGURAN TIMUR
11000433,SMAN 1 TANJUNG PINANG
11000437,SMAN 5 TANJUNG PINANG
11001974,SMAS MUHAMMADIYAH T PINANG
11002026,SMAN 1 DURAI
11002027,SMAN 3 KARIMUN
11002029,SMAN 4 KARIMUN
11002031,SMAN 5 KUNDUR
11002033,SMAS MAHA BODHI KARIMUN
11002034,SMAS SANTO YUSUP
11002046,SMAN 1 PALMATAK
11002047,SMAN 1 SERASAN
11002050,SMAN 1 PULAU TIGA
11002068,SMAN 1 LINGGA UTARA
11002070,SMAN 1 SINGKEP
11002072,SMAN 2 SINGKEP
11002200,SMAN 6 BATAM
11002202,SMAN 8 BATAM
11002450,SMAN 2 BUNGURAN BARAT
11002476,SMAS YEHONALA
11002778,SMAN 1 BUNGURAN TIMUR LAUT
11003005,SMAS AL - KAUTSAR
11003223,SMAN 2 MORO
20100173,SMAS PASKALIS
20100180,SMAS SUNDA KELAPA JAKARTA
20100182,SMAS MUHAMMADIYAH 2 JAKARTA
20100183,SMAS MUHAMMADIYAH 16 JAKARTA
20100184,SMAS MUHAMMADIYAH 14 JAKARTA
20100185,SMAS KARTINI 1 JAKARTA
20100189,SMAS KRISTEN KANAAN JAKARTA
20100190,SMAS KRISTEN KARUNIA JAKARTA
20100193,SMAS  PERGURUAN KSATRYA
20100195,SMAS MUHAMMADIYAH 1 JAKARTA
20100196,SMAS TAMAN MADYA 5 JAKARTA
20100197,SMAS TARSISIUS 1 JAKARTA
20100200,SMAN 7 JAKARTA
20100201,SMAN 77 JAKARTA
20100210,SMAN 5 JAKARTA
20100212,SMAN 35 JAKARTA
20100213,SMAS TRIWIBAWA JAKARTA
20100216,SMAN 1 JAKARTA
20100217,SMAN 10 JAKARTA
20100218,SMAN 20 JAKARTA
20100219,SMAN 24 JAKARTA
20100221,SMAN 25 JAKARTA
20100223,SMAN 27 JAKARTA
20100483,SMAS PSKD 3 JAKARTA
20100489,SMAS FRANSISKUS 1 JAKARTA
20100490,SMAS PSKD 1 JAKARTA
20100505,SMAS ISLAM AL - JIHAD JAKARTA
20100603,SMAS KRISTEN YUSUF
20100604,SMA MAHATMA GADING
20100605,SMAS METHODIST JAKARTA
20100606,SMAS MUTIARA 1 JAKARTA
20100610,SMAS PUSAKA ABADI JAKARTA
20100613,SMAS TARAKANITA 2
20100628,SMAS BUDI AGUNG
20100629,SMAS BUNGA HATI BANGSA
20100631,SMAS KATOLIK DIAKONIA JAKARTA
20100632,SMAS TUNAS GADING
20100778,SMAS TUNAS KARYA JAKARTA
20100780,SMAN 80 JAKARTA
20100781,SMAN 83 JAKARTA
20100795,SMAN 73 JAKARTA
20100796,SMAN 72 JAKARTA
20100799,SMAS SANTO YAKOBUS JAKARTA
20100800,SMAS YASPI JAKARTA
20100801,SMAS YUSHA JAKARTA
20100803,SMAN 111 JAKARTA
20100804,SMAN 114 JAKARTA
20100805,SMAN 115 JAKARTA
20100807,SMAN 15 JAKARTA
20100809,SMAN 18 JAKARTA
20100810,SMAN 40 JAKARTA
20100812,SMAN 45 JAKARTA
20101305,SMAS 4 KRISTEN PENABUR
20101307,SMAS 2 KEMURNIAN
20101322,SMAS PELITA 2
20101323,SMAS PADINDI
20101325,SMAS MUHAMMADIYAH 24
20101327,SMAS 3 KALAM KUDUS
20101337,SMAS BHINEKA TUNGGAL IKA
20101339,SMAS BAPTIS CENGKARENG INDAH
20101346,SMAS KRISTEN PANCARAN BERKAT
20101348,SMAS ISLAM TAMBORA
20101351,SMAS 2 GALATIA
20101583,SMAN 96 JAKARTA
20101584,SMAN 95 JAKARTA
20101585,SMAN 94 JAKARTA
20101588,SMAN 78 JAKARTA
20101608,SMAS TRI RATNA
20101611,SMAS SENTOSA
20101614,SMAS SANTO LEO
20101616,SMAS SANTO CRISTOFORUS 1
20101619,SMAS 1 YADIKA
20101623,SMAN 19 JAKARTA
20101625,SMAN 16 JAKARTA
20101629,SMAS 5 YADIKA
20101630,SMAS 2 YADIKA
20102211,SMAN 43 JAKARTA
20102215,SMAN 32 JAKARTA
20102217,SMAN 29 JAKARTA
20102218,SMAN 26 JAKARTA
20102566,SMAN 82 JAKARTA
20102568,SMAN 8 JAKARTA
20102570,SMAN 70 JAKARTA
20102574,SMAN 6 JAKARTA
20102575,SMAN 55 JAKARTA
20103167,SMAS PERGURUAN RAKYAT 3 JAKARTA
20103169,SMAS PGRI 1 JAKARTA
20103170,SMAS PGRI 10 JAKARTA
20103174,SMAS PELITA TIGA NO 3 JAKARTA
20103176,SMAS PANGUDI RAHAYU
20103178,SMAS NURUL HUDA JAKARTA
20103183,SMAS PKP
20103185,SMAS WIJAYA KUSUMA
20103190,SMAS TUNAS MARKATIN JAKARTA
20103194,SMAS ST ALEXIUS JAKARTA
20103195,SMAS SAPTA KHARISMA JAKARTA
20103198,SMAS SANTIKA
20103200,SMAS PUSAKA 1 JAKARTA
20103206,SMAS DIAN PERSADA JAKARTA
20103210,SMAS CORPATARIN JAKARTA
20103213,SMAS BUDI MULIA UTAMA JAKARTA
20103219,SMAS FONS VITAE 1 JAKARTA
20103224,SMAS KRISTEN BERKAT JAKARTA
20103227,SMA KAPIN
20103230,SMAS ISLAM PB SOEDIRMAN
20103256,SMAN 99 JAKARTA
20103257,SMAN 98 JAKARTA
20103258,SMAN 93 JAKARTA
20103278,SMAN 91 JAKARTA
20103279,SMAN 9 JAKARTA
20103280,SMAN 36 JAKARTA
20103281,SMAN 31 JAKARTA
20103282,SMAN 22 JAKARTA
20103283,SMAN 21 JAKARTA
20103284,SMAN 14 JAKARTA
20103285,SMAN 12 JAKARTA
20103290,SMAN 105 JAKARTA
20103291,SMAN 104 JAKARTA
20103292,SMAN 103 JAKARTA
20103295,SMAS YP IPPI JAKARTA
20103296,SMAN 39 JAKARTA
20103297,SMAN 42 JAKARTA
20103298,SMAN 44 JAKARTA
20103300,SMAN 88 JAKARTA
20103302,SMAN 76 JAKARTA
20103303,SMAN 71 JAKARTA
20103304,SMAN 67 JAKARTA
20103305,SMAN 64 JAKARTA
20103306,SMAN 62 JAKARTA
20103307,SMAN 61 JAKARTA
20103308,SMAN 59 JAKARTA
20103309,SMAN 58 JAKARTA
20103310,SMAN 54 JAKARTA
20103312,SMAN 51 JAKARTA
20103314,SMAN 48 JAKARTA
20103316,SMAS BINA PANGUDI LUHUR JAKARTA
20103403,SMAS BINA DHARMA JAKARTA
20103426,SMAS ANGKASA 1 H PERDANAKUSUMA
20103428,SMAS AL GHURABAA JAKARTA
20103429,SMAS ADI LUHUR JAKARTA
20103431,SMAS CAWANG 1 BARU JAKARTA
20104405,SMAS AL KAMAL
20104409,SMAS CAHAYA FADILAH
20104416,SMAS IMPIAN BUNDA
20104417,SMAS JOSUA
20104421,SMAS KATOLIK ABDI SISWA
20104424,SMAS KRISTEN IPEKA TOMANG
20104426,SMAS 2 KRISTEN KALAM KUDUS
20104434,SMAS NASIONAL NUSANTARA
20104438,SMAS SUMPAH PEMUDA
20107185,SMAN 69 JAKARTA
20107191,SMAS IT AL HALIMIYAH JAKARTA
20107193,SMAS KATOLIK NUSA MELATI
20107269,SMAS AL CHASANAH
20107271,SMAS KEMURNIAN
20107276,SMAS AL AZHAR SYIFA BUDI
20107294,SMAS DEWI SARTIKA
20107295,SMAS DHARMA KARYA JAKARTA
20107298,SMAS GITTA KIRTTI 3 JAKARTA
20107301,SMAS HARNASTO INSTITUT JAKARTA
20107306,SMAS ISLAM AL-AZHAR 3 JAKARTA
20107322,SMAS PANGUDI LUHUR JAKARTA
20107325,SMAS PERG CIKINI JAKARTA
20107327,SMAS PSKD 4 JAKARTA
20107332,SMAS SUMBANGSIH JAKARTA
20107342,SMAS YMIK 2 JAKARTA
20107368,SMAS AL KHAIRIYAH JAKARTA
20107373,SMAS DHARMA PUTRA JAKARTA
20107375,SMAS DHARMA SUCI JAKARTA
20107377,SMAS GITA KIRTI 2
20107378,SMAS HARAPAN KASIH JAKARTA
20107382,SMAS KRISTEN IPEKA PLUIT
20107383,SMAS KRISTEN IPEKA SUNTER
20107385,SMAS LAPHAT PLUS
20107387,SMAS NURUL FALAH JAKARTA
20107388,SMAS NUSANTARA JAKARTA
20107389,SMAS PERMATA INDAH JAKARTA
20107395,SMAS TANJUNG PRIOK JAKARTA
20107397,SMAS WIJAYA JAKARTA
20107399,SMAS YANIIC JAKARTA
20107589,SMAS GLOBAL ISLAMIC SCHOOL
20107591,SMAS TRAMPIL 2 JAKARTA
20108501,SMAS HATI SUCI
20108507,SMAS SANTO BELLARMINUS JAKARTA
20109491,SMAS ISLAM AL-MARUF
20109516,SMAS INTERNATIONAL ISLAMIC HIGH SCHOOL (IIHS)
20110265,SMAS PELITA KASIH
20112282,SMAS CHARTAR BUANA
20112435,SMAS SINAR DHARMA
20177916,SMAS LENTERA INDONESIA
20200601,SMAN 1 LEUWILIANG
20200602,SMAN 1 PARUNG
20200669,SMAS PGRI LEUWILIANG
20200674,SMAS TARBIYATUL FALAH
20200680,SMAN 1 JONGGOL
20200686,SMAS DWI WARNA
20200687,SMAS EKAWIJAYA CIBINONG
20200690,SMAS BAITUSSALAM
20200885,SMAN 1 CIBINONG
20202250,SMAN 1 SUKARAJA
20202251,SMAN 1 WARUNG KIARA
20202258,SMAN 1 SIMPENAN
20202265,SMAN 1 LENGKONG
20202288,SMAN 1 CIKEMBAR
20203698,SMAS AL MUAWANAH CIANJUR
20203700,SMAS COKROAMINOTO CIANJUR
20203719,SMAS MUHAMADIYAH CIPANAS
20206155,SMA BUPPI MAJALAYA
20206168,SMAS BINA PUTRA INDONESIA
20209183,SMAN 3 GARUT
20209186,SMAS YPI PULOSARI LIMBANGAN
20209213,SMAN 24 GARUT
20209236,SMAN 13 GARUT
20209237,SMAN 16 GARUT
20210760,SMAS MUHAMMADIYAH RAWA
20210764,SMAN 1 CIPATUJAH
20210767,SMAN 1 CIKALONG
20211502,SMAN 1 LAKBOK
20211504,SMAN 1 PAMARICAN
20212937,SMA NEGERI 1 CILIMUS
20212938,SMA NEGERI 1 CIGUGUR
20212939,SMA NEGERI 1 CIAWIGEBANG
20212943,SMAS MANBAUL ULUM
20212951,SMA NEGERI 1 GARAWANGI
20212954,SMA NEGERI 1 CIBINGBIN
20212955,SMA NEGERI 3 KUNINGAN
20213873,SMAN 1 CIKIJING
20213886,SMAN 1 RAJAGALUH
20213889,SMAN 2 MAJALENGKA
20213891,SMAN 1 TALAGA
20213896,SMAN 1 LEUWIMUNDING
20214965,SMAN 1 DUKUPUNTANG
20214971,SMAN 1 ARJAWINANGUN
20214973,SMAS YAPISA DUKUPUNTANG
20214975,SMAS SUNAN GUNUNG JATI TENGAHTANI
20214978,SMAS PGRI PLUMBON
20214980,SMAN 1 GEGESIK
20214981,SMAN 1 SURANENGGALA
20214997,SMAS PGRI LOSARI
20214998,SMAS PGRI KLANGENAN
20215021,SMAS NU CILEDUG
20215022,SMAS NASRUL ULUM GEGESIK
20215024,SMAS MANDIRI KEDAWUNG
20215025,SMAS KRAMAT DUKUPUNTANG
20215977,SMAN 1 SUKAGUMIWANG
20215978,SMAN 1 KANDANGHAUR
20215981,SMAN 1 HAURGEULIS
20215982,SMAN 1 TERISI
20215983,SMAN 1 TUKDANA
20215988,SMAS PGRI PATROL
20215990,SMAS PGRI GABUS WETAN
20215992,SMAN 1 SLIYEG
20216197,SMAS P MKGR KERTASEMAYA
20216201,SMAS NU JUNTINYUAT
20216203,SMAS MUHAMMADIYAH KARANGAMPEL
20216210,SMAS NU SUKRA
20216212,SMAS YSMP CANDRADIMUKA
20216944,SMAN 1 CIPEUNDEUY
20216945,SMAN 1 CIASEM
20217093,SMAS NURUL GINA ABIDIN CISALAK
20217338,SMAN 1 JATILUHUR
20217361,SMAN 2 PURWAKARTA
20217363,SMAN 3 PURWAKARTA
20217461,SMAN 1 BUNGURSARI
20217787,SMAN 1 KLARI
20218351,SMAN 1 TAMBUN SELATAN
20218353,SMAN 1 SUKATANI
20218354,SMAN 1 PEBAYURAN
20218356,SMAN 1 CIKARANG UTARA
20218358,SMAN 1 CABANGBUNGIN
20218359,SMAN 1 BABELAN
20218365,SMAN 1 TARUMAJAYA
20218378,SMAN 1 CIKARANG SELATAN
20218379,SMAN 2 TAMBUN SELATAN
20219239,SMAN 14 BANDUNG
20219241,SMAN 12 BANDUNG
20219243,SMAN 11 BANDUNG
20219246,SMAN 19 BANDUNG
20219247,SMAN 25 BANDUNG
20219250,SMAN 22 BANDUNG
20219251,SMAN 21 BANDUNG
20219268,SMAS TAMAN SISWA BANDUNG
20219270,SMAS KRIDA NUSANTARA
20219271,SMAN 1 BANDUNG
20219272,SMAS YWKA
20219277,SMAS YAS BANDUNG
20219324,SMAN 9 BANDUNG
20219327,SMAN 3 BANDUNG
20219521,SMAS PURAGABAYA
20219717,SMAS INDONESIA RAYA BANDUNG
20219720,SMAS DARUL HIKAM BANDUNG
20219721,SMAS BUNGA BANGSA BANDUNG
20219722,SMAS BUDI ISTRI
20219729,SMAS BINA BHAKTI 2
20219730,SMAS BPK 1 PENABUR BANDUNG
20219733,SMAS KEMALA BHAYANGKARI
20219734,SMAS KEMAH IND 2
20219739,SMAS BINA DHARMA 2 BANDUNG
20219749,SMAS 19 BUMI SIL
20219750,SMAS ASIA AFRIKA 55
20219758,SMA AL FALAH KOTA BANDUNG
20219760,SMAS ADVENT CIMINDI BANDUNG
20219771,SMAS NUSANTARA 1
20219784,SMAS PELITA BANGSA
20219791,SMAS YAHYA
20219793,SMAS REHOBOTH
20219797,SMAS KRISTEN DAGO
20219799,SMAS LPPN
20219800,SMAS MAARIF BANDUNG
20219807,SMAS MUHAMMADIYAH 1
20220313,SMAS MARDI YUANA
20220322,SMAS BINA INSANI
20220331,SMAS PUI
20220338,SMAN 9 BOGOR
20220342,SMAN 1 BOGOR
20220346,SMAS SILIWANGI
20220347,SMAS TAMAN SISWA BOGOR TENGAH
20220348,SMAS TARUNA ANDIGHA
20220350,SMAS YZA 1 BOGOR TIMUR
20220351,SMAS YZA 2 BOGOR
20220545,SMAS AL GHAZALY
20220546,SMAS AL AZHAR PLUS
20221559,SMAN 1 SUKABUMI
20222166,SMAN 8 CIREBON
20222167,SMAN 9 CIREBON
20222356,SMAS SANTA MARIA 1 CIREBON
20222358,SMAS SEKAR KEMUNING CIREBON
20222363,SMAS WINDU WACANA CIREBON
20222364,SMAN 1 CIREBON
20222365,SMAN 2 CIREBON
20222367,SMAN 4 CIREBON
20222368,SMAS IT NURUSSHIDIQ CIREBON
20222379,SMAS ADVENT CIREBON
20222381,SMAS COKROAMINOTO CIREBON
20222382,SMAS ISLAM AL-AZHAR CIREBON
20222383,SMAS KARTIKA III-5 CIREBON
20223019,SMAN 10 BEKASI
20223022,SMAS YASFI
20223025,SMAS TULUS BHAKTI
20223027,SMAS TOGA TERANG
20223028,SMAS TAMAN SISWA BEKASI
20223029,SMAS TAMAN HARAPAN 1
20223030,SMAS SYARIF HIDAYATULLAH
20223031,SMAS SANTA MARIA MONICA
20223032,SMAN 11 BEKASI
20223040,SMAN 9 BEKASI
20223042,SMAN 7 BEKASI
20223043,SMAN 6 BEKASI
20223049,SMAS PUTRA HARAPAN
20223052,SMAS HUTAMA
20223053,SMAS HANDAYANI
20223054,SMAS GALATIA
20223058,SMAS ATTAQWA
20223060,SMAS AL MUHADJIRIN
20223063,SMAS IT YAPIDH
20223064,SMAS KORPRI
20223069,SMAS PANGERAN JAYAKARTA
20223073,SMAS METROPOLITAN
20223074,SMAS MARTIA BHAKTI
20223076,SMAS MANDALAHAYU
20223817,SMAN 3 KOTA DEPOK
20223818,SMAN 2 KOTA DEPOK
20224106,SMA PASUNDAN 1
20224107,SMA MUHAMMADIYAH 1
20224109,SMA NEGERI 4 CIMAHI
20224110,SMA KARTIKA XIX-4
20224113,SMA NEGERI 1 CIMAHI
20224115,SMA BUDI LUHUR
20224139,SMA NEGERI 2 CIMAHI
20224540,SMA AL MUTTAQIN
20224546,SMAS PASUNDAN 2 TASIKMALAYA
20224547,SMAS PASUNDAN 1 TASIKMALAYA
20224549,SMAS ISLAM IBNU SIENA
20224551,SMAS BPK PENABUR
20225276,SMAS AL AZHAR
20225279,SMAN 1 BANJAR
20227440,SMAS MAARIF PEUNDEUY
20227443,SMAS MUHAMMADIYAH CIBIUK
20227459,SMAN 7 GARUT
20227460,SMAN 28 GARUT
20227471,SMAN 5 GARUT
20227474,SMAN 1 GARUT
20227475,SMAN 6 GARUT
20227815,SMA PUQ PAMEUNGPEUK
20227818,SMA AMS PAMEUNGPEUK
20227819,SMA AL-HUDA ARJASARI
20227820,SMA AL MASUDIYAH MARGAASIH
20227824,SMA AULIA MAJALAYA
20227829,SMA BAKTI NUSANTARA
20227833,SMA DARMAYANTI CIMAUNG
20227846,SMA KP BAROS ARJASARI
20227847,SMAS KP CIKALONGWETAN
20227852,SMA KARANG ARUM CILENGKRANG
20227854,SMAS LEPPESA CILILIN
20227855,SMA MAHAWARMAN
20227857,SMA MARDIKA PASEH
20227859,SMAS MITRA DARMA CILILIN
20227860,SMA MUHAMMADIYAH 2 MAJALAYA
20227873,SMAS PANCA KARSA LEMBANG
20227882,SMA TERPADU BANDUNG IBUN
20227901,SMAN 1 PARONGPONG
20227919,SMA ASH-SHOPA MAJALAYA
20228469,SMA NURUZAMAN CILENGKRANG
20229148,SMAS BUDI BHAKTI DEPOK
20229151,SMAS PERINTIS DEPOK
20229159,SMAS KHARISMAWITA DEPOK
20229160,SMAS AVICENA CINERE
20229163,SMAS MUHAMMADIYAH PANCORAN MAS
20229164,SMAS MUHAMMADIYAH BEJI
20229166,SMAN 4 KOTA DEPOK
20229170,SMAS PEMUKA
20229173,SMAS PSKD VII
20229177,SMAS TARBIYAH ISLAMIYAH
20229182,SMAS TUBAGUS PANGELING
20229183,SMAS YAPEMRI DEPOK
20229745,SMAS AL MUHAJIRIN
20229746,SMAN 1 PASAWAHAN
20229749,SMAS PASUNDAN PLERED
20231280,SMAS BINA RUHAMA
20231301,SMAS AL MUKLISIN
20231313,SMAS MAFAZAH
20231314,SMAS MANBAUL HUDA
20231315,SMAS MANDALA
20231331,SMAN 1 GUNUNG SINDUR
20231356,SMAS SMART EKSELENSIA INDONESIA
20231359,SMAS WIDYA KUSUMA
20231704,SMAS ANANDA
20231708,SMAS ISLAM DARUSALAM
20231710,SMAS ISLAM ASSYAFIIYAH 02
20231711,SMAS ISLAM DARUL ABROR
20231714,SMAS MAHANAIM
20231715,SMAS MUTIARA 17 AGUSTUS
20231716,SMAS MUTIARA BARU
20231718,SMAN 12 BEKASI
20231721,SMAS PATRIOT BEKASI
20231722,SMAS PAX PATRIAE
20231725,SMAS ST BELLARMINUS
20231726,SMAS PLUS TERATAI PUTIH
20231727,SMAS YADIKA 4
20231728,SMAS YATAMA
20232303,SMAS AL ASIYAH
20232304,SMAS AL BASYARIAH
20232306,SMAS AL HIDAYAH
20232307,SMAS AL HUSNA
20232313,SMAS AMALIAH
20232319,SMAS BINA PENDIDIKAN 2
20232322,SMAS BUMI SEJAHTERA
20232329,SMAS DARUT TAQWA
20232335,SMAS FATHAN MUBINA
20232336,SMAS GITA PGRI
20232337,SMAS HANURA
20232351,SMAS ISLAM AL GOZALI
20232353,SMAS BINA INSAN JONGGOL
20232356,SMAS DARUL KHOLIDIN
20232369,SMAS MULIA BUANA
20232371,SMAN 1 TAJURHALANG
20232380,SMAN 1 MEGAMENDUNG
20232383,SMAN 1 SUKAMAKMUR
20232409,SMAS YAPIDA
20232410,SMAS YAPISA
20232411,SMAS YAPNI
20233645,SMAS BINA BHAKTI JALANCAGAK
20233646,SMAS BINA PUTERA SUBANG
20233648,SMAS LANG-LANG BUANA
20233649,SMAS MATLAUL HUDA PURWADADI
20233652,SMAN 1 BLANAKAN
20233653,SMAN 1 COMPRENG
20233655,SMAN 1 SERANG PANJANG
20233656,SMAN 1 TANJUNGSIANG
20233657,SMAN 1 PATOKBEUSI
20233658,SMAS PGRI 1 SUBANG
20233659,SMAS PGRI 2 SUBANG
20233660,SMAS PGRI KALIJATI
20233662,SMAS PGRI TANJUNG SIANG
20233667,SMAS RIYADHUL JANNAH CIMENTENG
20233669,SMAS TAMAN SISWA PAMANUKAN
20237371,SMAN 1 CIKAMPEK
20237985,SMAN 1 CIBITUNG
20237988,SMAN 1 CIKARANG TIMUR
20237990,SMAN 1 KEDUNGWARINGIN
20237991,SMAN 1 MUARAGEMBONG
20238003,SMAS AL - MUSLIM
20238004,SMAS AL - MUTTAQIN
20238008,SMAS BINA BANGSA SUKATANI
20238011,SMAS DARUL MUALLAMAH
20238013,SMAS DIAN HARAPAN
20238016,SMAS KARYA IMAN
20238018,SMAS KRISTEN NASIONAL ANGLO
20238019,SMAS ISLAM NUR EL GHAZY
20238023,SMAS PGRI TAMBUN SELATAN
20238027,SMAS YADIKA 8 JATI MULYA
20238028,SMAS DARUL MUTAQIN
20238515,SMAS ISLAM AL UMM
20238516,SMAN 2 BOGOR
20238517,SMAN 5 BOGOR
20238519,SMAS PGRI 5
20238570,SMAS PUSAKA NUSANTARA 2
20240396,SMAS AL MADINA
20240399,SMA IT DIPATIUKUR
20244052,SMAS AL MAGHFIRAH
20244054,SMAS BINA PENDIDIKAN
20244671,SMAS ISLAMIYAH WERU
20244672,SMAS MUHAMMADIYAH LEMAHABANG
20244733,SMAS RIYADLUL JANNAH
20244793,SMAS IT BANI MASUM CISALAK
20245434,SMAN 3 CIKARANG UTARA
20245435,SMAS NURUL YAQIN
20246145,SMAS AL FURQON
20246334,SMAS AZ ZAINIYYAH
20246367,SMA NEGERI 1 PASAWAHAN
20246430,SMAS ISLAM DIAN DIDAKTIKA
20246453,SMAS ATTAQWA 02 BABELAN
20246479,SMAS AZZAHIRIYAH
20247147,SMAS PESANTREN UNGGUL AL BAYAN
20247150,SMAS AT TIJARAH
20247155,SMAS ISLAM MIFTAUSSA`ADAH
20247163,SMAS PGRI CICURUG
20247170,SMAS ULUL AL-BAAB
20247171,SMAS UNWANUL FALAH
20247172,SMAS YASTI CISAAT
20247182,SMAN 1 SUMBERJAYA
20247316,SMAN 2 CIKAMPEK
20251780,SMAS ISLAM MUSYAWARAH
20251782,SMAN 1 CIKALONGWETAN
20251798,SMAS PLUS INFORMATIKA
20251809,SMAS YAPINK TAMBUN SELATAN
20251860,SMAS IMAN MUARAGEMBONG
20251864,SMAS DARUT TAUBAH
20251886,SMAS PLUS AL-FALAH JATINAGOR
20251911,SMAN 1 MANIIS
20251918,SMAS SABILUL MUHTADIN
20251963,SMAS IT AL-HIDAYAH JALAN CAGAK
20252048,SMAS PGRI TAKOKAK
20252192,SMA NEGERI  1 KADUPANDAK
20252287,SMAN 1 CIMARAGAS
20252421,SMAS YADIKA 9
20252514,SMAS DAYA UTAMA
20252515,SMAS AR RIDWAN
20252516,SMAS CINDERA MATA
20252519,SMAN 15 BEKASI
20252520,SMAS WIDYA NUSANTARA
20252595,SMAS BANI SALEH
20252852,SMAS AL KAHFI
20252855,SMAS ISLAM AS SYAFIIYAH
20252983,SMAS NU DUKUHJATI
20253030,SMAS AL KHOLILIYAH
20253093,SMAS SAINT ENOCH
20253130,SMAS IT AL BINA
20253245,SMAS GEMA ISLAMI
20253249,SMAS GEMILANG YASIFA
20253251,SMAS BHAKTI NEGARA KAB BEKASI
20253279,SMAS BUNDA
20253303,SMAS PROKLAMASI 1945
20253399,SMAS MAARIF BANYURESMI
20253557,SMAS MATHLAHUL HUDA
20253561,SMAS ISLAM AL-MUNIR
20253664,SMAN 1 KABANDUNGAN
20253783,SMAS TERPADU LISDA
20253810,SMAS DON BOSCO III
20253848,SMAS ISLAM AN NUR
20253857,SMAS AL HASANAH
20254004,SMAS MADINATUNNAJAH
20254097,SMAS KETAPANG 3
20254122,SMAS PUSPA MEKAR
20254165,SMAN 2 BABELAN
20254341,SMAS AL QODIRIYAH CIBEBER
20257102,SMAS IT THORIQ BIN ZIYAD
20257671,SMAS ASHRIYAH NURUL IMAN
20258552,SMAS RAUDATUL ISLAM
20263279,SMAN 1 LUMBUNG
20265518,SMAS ALFA CENTAURI
20267642,SMAN 1 RONGGA
20268292,SMAS DARUL FALAH BATUJAJAR
20268437,SMAS PURWA BHAKTI
20268467,SMAS IT-TQ IHYA AS SUNNAH
20268524,SMAN 7 KOTA DEPOK
20268860,SMAS YADIKA 13
20268950,SMAS NURUL HIKMAH
20268951,SMAS IT DARUL MUHSININ
20268965,SMAS PLUS CENDEKIA CIKEAS
20269170,SMAS BINTANG MULIA
20269650,SMAS PLUS DARUSSALAM KOPOSARI
20269741,SMAS AL ICHWAN
20270709,SMAS INFORMATIKA
20270720,SMAS ISLAM HASMI
20270776,SMAN 2 GUNUNG PUTRI
20270922,SMAS BHAKTI INSAN PERSADA
20271050,SMAN 1 CIJERUK
20271152,SMAS IT AT-TAISIRIYAH
20271985,SMAS AL JIHAD
20271986,SMAS PUSPA BANGSA
20272059,SMAS PEMUDA GARUT
20272074,SMAS MIFTAHUL HUDA AL BARKAH
20273960,SMA SASAMA
20275996,SMAS PLUS MARGAWATI GARUT KOTA
20276140,SMAS AL-MADINAH CIBATU
20276187,SMAN 9 DEPOK
20276398,SMAS PGRI NARINGGUL
20280610,SMAS PLUS BINAAUL UMMAH
20280621,SMAS PANCAR BAKTI
20300628,SMA NUSANTARA KESUGIHAN
20300633,SMA MUHAMMADIYAH KEDUNGREJA
20300719,SMA NEGERI 1 KROYA
20300734,SMA NEGERI 1 JERUKLEGI
20302165,SMAN 2 PURWOKERTO
20302168,SMAN 4 PURWOKERTO
20302170,SMAN 1 AJIBARANG
20302171,SMAN 1 BANYUMAS
20302172,SMAN 1 BATURRADEN
20302173,SMAN 1 SOKARAJA
20302180,SMAN 1 SUMPIUH
20302181,SMAN 1 PATIKRAJA
20302183,SMAN 1 JATILAWANG
20303227,SMAN 1 KEJOBONG
20303229,SMAN 1 KARANGREJA
20303231,SMAN 1 BOBOTSARI
20303232,SMAS SANTO AGUSTINUS
20303233,SMAS MUHAMMADIYAH 2 BOBOTSARI
20303235,SMAS MUHAMMADIYAH 1 PURBALINGGA
20303237,SMAS MA ARIF KARANGMONCOL
20303239,SMAN 1 KUTASARI
20303246,SMAN 2 PURBALINGGA
20303250,SMAS MA ARIF KARANGANYAR
20303946,SMAN 1 WANADADI
20303981,SMAN 1 PURWAREJA KLAMPOK
20303985,SMAN 1 BAWANG
