"npsn","naungan","npyp","link"
"69960430","Yayasan Banyuwangi International School","AN1859","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=ABAB3ACC-21A5-4286-8CF9-F9816C4522C1"
"69960481","Yayasan LP MAARIF NU JAWATENGAH","AI4033","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=427DF640-49B1-4979-802F-7C4BCDBDBFD9"
"69960545","","",""
"69960590","YAYASAN PENDIDIKAN TEKNOLOGI KABUPATEN MUNA","AF7599","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F93E7367-E449-4057-9A26-76C9205C9FEA"
"69960678","YAYASAN YOSUA","AG0435","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=992D112A-3EBC-4546-89CD-050234DAF0E5"
"69960705","yayasan wiraperbangsa indonesia","AD6121","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2BA96094-9B51-43FE-8DC3-4C65BB61128D"
"69960753","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Maluku","AM4779","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=FD126300-3D5F-11E4-A016-03ADE5E4D31D"
"69960754","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Maluku","AM4779","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=FD126300-3D5F-11E4-A016-03ADE5E4D31D"
"69960805","Yayasan Borneo Bhakti Persada","AF5662","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BD98955B-9C0B-44F2-9228-46944E235468"
"69960851","Yayasan Hidayatullah Kab. Halmahera Utara","AH8566","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3C3224FC-BBAB-4609-85AE-6EB21DBFF41D"
"69960860","YAYASAN AL-HADAYA RIAU","AX8201","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=097A29C1-F70B-46A6-9B53-223B10C6EF19"
"69960972","YAYASAN PEMBINA PENDIDIKAN DOA BANGSA","AG4353","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=746F3D3E-619B-4119-A3AD-0DF5501ABD39"
"69960983","Yayasan Auliya Insan Utama","AJ5137","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=80C28541-2666-4A48-B4F0-B598ED7F950E"
"69961047","YAYASAN SOSIAL DAN PENDIDIKAN SMK SWASTA NEW MERPATI NUSANTARA","AH2391","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5A6EFDC5-1BAA-4795-A1DA-EAF86F0E797F"
"69961153","Yayasan Pendidikan Ilmanah","AF7571","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4B1FA16E-50EA-4849-A35A-D36ECA6B83F9"
"69961163","Yayasan Buddha Tzu Chi Wiyata Indonesia","AA0115","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=64578B3E-61E3-4C04-86EA-EC417E10A7C7"
"69961248","Yayasan Al Hanif Cilegon","AG1854","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C7B5397A-9210-4407-ADC0-E4C84E7CF2D6"
"69961316","Yayasan Al-Masaalikul Ulum","AJ4915","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BBC1B259-E643-4956-B6AC-E627FDA0506A"
"69961502","Yayasan SULTAN MUHAMMAD ABDUL JALIL MUZAFFAR SYAH","AI9547","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C87D0928-88D6-416D-BCE3-974468F567B6"
"69961538","YAYASAN KASIH IMMANUEL","AJ5957","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6A377067-5B4D-4274-AF3F-5653CAAD71DB"
"69961662","Yayasan ibnu katsir jember","AE5797","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B7D6A77A-CA49-46EC-AC80-CC08BB965F37"
"69961681","Yayasan Pondok Pesantren  Hidayatullah Batam","AJ5453","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=587ED4AB-DD92-4D99-B15B-FB1C29AFADBB"
"69961723","","",""
"69961755","","-",""
"69961774","Yayasan PONPES SALAFIYAH ALHIKMAH KOTANAGAYA","AC4805","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E38EB1C2-099E-4AA7-AAA5-1697FBACA532"
"69961932","Yayasan YAPMA SULBAR","AH9661","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=FDF2B087-06F0-458F-8443-773FDD0DF35B"
"69961953","YAYASAN AMAL DAN SOSIAL PANTI ASUHAN MAMIYAI AL-ITTIHADIYAH","AI8633","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D7D7E1CB-E20F-4284-B6A0-498D70222A08"
"69961989","Yayasan YAYAASAN BANI MUQODAS","AJ6728","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=554DBF19-0FD5-45DA-9E9D-43AB02A78CF9"
"69961999","Yayasan MUTIARA FADILAH","AH4126","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=17D4E23A-5252-455C-B0B4-1D256D703D1D"
"69962019","","",""
"69962299","Yayasan Persatuan Perguruan Tamansiswa Cabang Maluku Utara","AX1053","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=51FC5CBE-96D1-48E2-A4AF-D57C8A4D3D56"
"69962322","Yayasan Sa'adatud Daroin Al Amir Kemiri (Yapsi Al Amir)","AJ4808","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F4ED6D20-CCEF-11E5-A548-23C27BB62AE0"
"69962327","Yayasan ICT GARUT","AN8394","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=ED3314B7-B923-4840-A27B-2D20F417AF19"
"69962366","Yayasan AL-MAHRAJAH PARAMESWARA","AJ4932","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F7EF9333-4A6E-488E-8FB0-DDB269AB64ED"
"69962400","YAYASAN PENDIDIKAN ISLAM NURUL HUDA CURUG","AO4736","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3D3CC3B9-9110-4EC5-958A-A37EB865EDE6"
"69962439","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Maluku Utara","AO5370","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=34CDAAC1-BF88-4374-9254-F433B694CBFC"
"69962610","Yayasan Sinar Pelita Cahaya","AN7455","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DBEA7E48-ECDE-48BB-93A4-751186258A44"
"69962613","Yayasan Pondok Pesantren Putra Putri Roudlotuth Tholibin","AI4161","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F75818D8-5F28-4769-9726-3C8039DDDA6E"
"69962625","Yayasan Ponpes Sonia Istiqlal","AC1304","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A9B67FE8-74FF-47F6-A772-A9784BE54935"
"69962641","Yayasan Citra Dharma Riau","AF1285","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D4004B82-3F77-435D-BFEA-9DBED248CFDE"
"69962642","","",""
"69962720","YAYASAN NASIONAL AL-ULUM","AD6581","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E0CEBBB0-5C2C-4ADA-A926-3EA59DB4290D"
"69962735","YAYASAN NASIONAL AL-ULUM","AD6581","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E0CEBBB0-5C2C-4ADA-A926-3EA59DB4290D"
"69962739","Yayasan Assanusiyah Aly Mintarsih","AG4928","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=92AC2A7D-7697-49E3-99A9-A83123951955"
"69962773","YAYASAN PENDIDIKAN ISLAM AL-HUDA","AM8905","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=566E7C02-2F21-4469-91B1-4AC4CE771363"
"69962841","","",""
"69962868","Yayasan YAPENBITMA","AH8064","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3D5AC38B-C8EF-4D6B-AF1F-F978E873FF91"
"69962869","Yayasan Solidaritas Ruteng","AJ3968","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9DEABF50-C71A-4EBD-85C8-54A56C1FC18E"
"69962881","Yayasan ASSAMARUTUANG","AM7054","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8DC576E3-952D-42C1-8AE3-2EE411145A15"
"69962943","Yayasan YPP Kearifan Lokal Al-Kahfi Al-Azmi Tambora","AH7865","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3E8D4B01-ECD0-4426-8953-6304D800C624"
"69963051","Yayasan Bakti Simpati Maluku","AF8090","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8A6DED62-9192-470D-B4C1-ECB55461D753"
"69963074","YAYASAN DAARUTTIBYAN AL MADANI","AD4247","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=90825B91-DB96-480C-853E-EC6805BCBC0E"
"69963109","Yayasan PONDOK PESANTREN HIDAYATUL MUBTADI-IEN","AJ0529","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=720C4F5D-D02A-497B-ACF4-211304BE4E9D"
"69963113","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur","AB4667","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=33957206-5B3A-4EB6-A5B8-0D4C4AF17258"
"69963116","YAYASAN PONDOK PESANTREN HIDAYATUL QUR'AN","AC1641","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5194C3BD-13EC-4AD7-AC05-B6A726D100B8"
"69963165","Yayasan Pendidikan Tunas Harapan Plupuh Sragen","AA7412","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F2DC72F5-ED93-49C6-86CB-4961B61F45A9"
"69963631","","",""
"69963679","yayasan Pendidikan Putra Jaya Darussalam","AF3266","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=250C75D7-D105-43BB-9899-0FCBFDF59040"
"69963721","Yayasan INDO HEALTH","AH4389","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=532452A7-B670-4B19-8999-5D72335748F2"
"69963723","YAYASAN AL-KHAZANAH","AC9389","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=46A01789-2EC7-4C5C-BF9F-F70C2D532CC0"
"69963748","Yayasan Nurul Falah Hayati Lampung","AO2923","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=71997421-22C6-46E9-B390-92CE61FEBB09"
"69963880","YAYASAN PENDIDIKAN NUSA BANGSA","AD1248","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4DACC7D4-E715-4F88-AE7B-3DBD0698D883"
"69963888","YAYASAN DARUL ISTIQOMAH Al-HARIRY","AE5040","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D951C1AC-D33E-498A-A05E-ABB5D6688353"
"69963892","Yayasan AL MALIKI","AG9386","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AF26C739-18C2-491D-BC2C-235C6D2068B4"
"69963939","","-",""
"69963984","YAYASAN PENDIDIKAN ISLAM MARWAN HARUN NASUTION ( YASPIMARU )","AI8552","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E9645C26-67F2-40AC-82E5-7847ED8FE034"
"69964029","YAYASAN TOHA AL-MAQI","AN9807","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6F73C0EA-52A8-11E3-B9E9-83CB9A6D7D31"
"69964045","YAYASAN PENDIDIKAN PUNCAK GEMILANG","AF2548","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7230D9FE-C3AA-4B37-BC72-20DB3AA59694"
"69964047","Yayasan Miftahul Huda Ibnu Kadar","AL4952","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C7F81316-64CD-4D21-8CB2-7E799082BF2C"
"69964064","","-",""
"69964088","Yayasan YPPPI NURUL HIDAYAH AL-FALAH","AG9210","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=281DBC93-F899-4A76-8C22-62256A1C9210"
"69964128","Yayasan YP.BAITUL AZIZ","AB6442","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=13D21738-A0F9-11E3-A34A-EB8697BB4504"
"69964150","YAYASAN AL BISYRI","AW9364","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E87E424F-8CF9-444F-9B96-153E121B1B6A"
"69964173","Yayasan Madinah Anqordhova","AH4973","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=401257F9-2759-42CD-B615-3E9EAE4B11A9"
"69964183","YAYASAN ABDI KARYA","AJ6083","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E884160A-4D18-11E3-956A-83D34072D276"
"69964195","Yayasan YASMU Payaman","AD8813","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2C1EE31D-AFC4-4D99-AA65-9EB9FC320B03"
"69964197","","-",""
"69964237","YAYASAN JAMAAH PASRAH","AA8098","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CA1793DC-8461-4EE9-ABED-8B14FEEB6C0B"
"69964301","YAYASAN PENDIDIKAN KRISTEN GEREJA BATAK KARO PROTESTAN","AW8783","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BBD25848-1FDB-4595-AE05-7892B74D467F"
"69964337","YAYASAN AZIZ ABU BAKAR SYARIF","AI2138","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8AF573CD-BCE9-4B94-9762-9692BE38FF6C"
"69964357","Yayasan Putra Sandi Yudha","AI2767","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3AC8D12B-58CA-4665-886A-A2F74927B06C"
"69964362","Yayasan PP. Nurul Islam","AG9214","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7E97B690-1937-48EC-AFB3-DE9D346D0164"
"69964370","Yayasan Pondok Pesantren  An-nuur","AD4050","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D469682A-34C3-407A-8D96-E95A7E547EFD"
"69964373","Yayasan PERGURUAN SUMBANGSIH","AD2023","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8D12B5C0-4A0C-49C3-8F32-130785026750"
"69964375","Yayasan YAY.PENDIDIKANMODERN","AB1692","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=72B31BF3-02F0-433E-A7C8-6D0A1AD87CA1"
"69964418","YAYASAN BINGKAI CENDIKIA","AM8930","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=EE258F01-D9B6-42C7-91DE-87239295854A"
"69964459","","",""
"69964472","Yayasan Sukla Arnata","AM4908","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=224B5BD0-7246-4182-98B7-6CCE215D5E62"
"69964474","Yayasan PPSQ ASY-SYADZILI","AI6122","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CBD13068-C145-4D2A-BDCF-10B693F90A5F"
"69964499","Yayasan MILLAH KAHURIPAN","AD4197","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A8D28B20-3A2C-11E4-9DAC-AF68C937AABC"
"69964500","YAYASAN PENDIDIKAN ISLAM INFORMATIKA GUNUNG KALER","AC9943","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=97DC7AE9-23B6-4D6E-BE3F-452BF2E1ABB2"
"69964521","YAYASAN PERGURUAN GOTONG ROYONG","AJ0422","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AEB54382-4BA5-11E3-BAD0-1F32091F7EFC"
"69964527","YAYASAN PONDOK PESANTREN AL-MIFTAHUL KHAIRAT","AC7242","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9859BF5C-5198-4D8D-9C62-B60D4530231B"
"69964593","Yayasan SMK GENERASI HUSADA BIMA","AJ3682","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=29A92DD6-337F-4AAB-AA84-5CF74FE7CF03"
"69964606","YAYASAN NURUL HASAN MALUKU UTARA","AJ4429","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BEEA9A90-6A07-44DD-A708-DD43F4148DFD"
"69964615","Yayasan Babul Khairat","AC2212","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=24E5AE8E-74B6-464F-84C4-07E47EFD9D6E"
"69964619","Yayasan Daarul Azzam Mubarak","AA4771","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1C8B9EC1-7FAD-4851-AA84-80BF542D4C54"
"69964623","YAYASAN SANTO LEO","AD6429","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C9150F52-F667-4D2B-9067-ECF032AA5ED0"
"69964624","YAYASAN PEMBINA PENDIDIKAN PEMUDA LIMBANGAN","AA2833","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DC411C65-D200-4502-8660-D83559035A17"
"69964625","YAYASAN DARUSSALAM GEDANGAN","AX0536","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E5A6A11F-A5D8-4B03-815A-42A608FDEBC2"
"69964627","Yayasan Al Furqan Jember","AL8304","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BAFBF2D8-4EB3-11E3-B65A-234A16B770E0"
"69964636","YAYASAN DIAN TEKNIK","AA6385","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=11EF0776-6AEE-4CB8-9D64-56BF13B68F3E"
"69964643","Yayasan Islam Ar Rahmah","AI4017","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DC689B58-189B-41F3-BC08-9E7EDB24F590"
"69964664","YAYASAN BAITUSSALAM DUSUN SUREN BLULUK LAMONGAN","AX3220","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D759604C-FBE1-416E-B73B-C134C30707A9"
"69964676","Yayasan PONPES TAHFIZHUL QUR'AN AL-AZHAR MALUK","AM5291","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0598E0F8-22E2-49CF-B2A2-2B3A36808A59"
"69964732","","",""
"69964744","Yayasan Mohammad Dahlan","AL4675","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1211D6F1-CED3-4779-B166-1D89DF7EABB8"
"69964748","Yayasan Yayan Banu Sulaeman Al-munawwarah","AM8053","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2D5423B4-6F01-40A0-8FDA-83355191B5C2"
"69964749","Yayasan Pendidikan Islam Al-Kamiliyyah (YASPIKA)","AD6251","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AD4981BA-8710-11E3-810E-FB8F18D0EDB0"
"69964787","Yayasan PONPES DARUL MUTTAQIN TUREN","AB2543","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7CE533CF-503E-46AB-9D5E-D65A79BEF45B"
"69964827","YAYASAN PENDIDIKAN ISLAM AR-ROHMAH PUTRI MALANG","AN1582","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=11738BEC-D715-4600-810D-DA73B6D0CE98"
"69964852","","-",""
"69964854","Yayasan PROFESIONAL PEKERTI RIAU","AK4810","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=73C4D196-5760-4840-9087-DF4420B70297"
"69964859","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Kalimantan Tengah","AC2991","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F3CA2108-EE85-4F92-BEF5-7471B9F6449E"
"69964868","Yayasan Bina Andi Mulya Kusumah","AA2418","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C468337B-8D6B-4F48-86E9-328501D7B411"
"69964896","Yayasan ADI PRAMESTI","AN9327","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5EEB70FB-C3FA-43BB-9E00-54F072F63814"
"69964910","Yayasan Pendidikan dan Kesejahteraan Desa","AJ1021","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4CA5510B-A025-4154-AF6F-4F3DDE7292AA"
"69964918","","",""
"69964920","YAYASAN AL-FADLALY","AL8807","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=52ED8595-0E81-4B3C-A180-70DB20F14B2E"
"69964992","Yayasan Harapan Kita Sejahtera","AK6982","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4EC4088B-F8DF-4592-8AAF-80652B2EE6AC"
"69965018","Yayasan Persatuan Perguruan Tamansiswa Cabang Maluku Utara","AX1053","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=51FC5CBE-96D1-48E2-A4AF-D57C8A4D3D56"
"69965023","Pemerintah Daerah","-",""
"69965043","Yayasan Warga Bakti Mandiri","AA6181","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=63EA1D79-F948-4B08-8B16-672D2DCE3868"
"69965070","YAYASAN ISLAM THURSINA MALANG","AN1559","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F3E06342-B323-11E4-91AC-77021C7C1629"
"69965129","Yayasan Pondok Pesantren Miftahul Ulum","AB3493","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E8553FAE-C4A2-4081-9A6C-1E3B62F93D09"
"69965130","Yayasan Pendidikan Aditra Nusantara Tobelo","AG0967","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C81EF47A-A08C-4710-9B5C-D481E571D7D7"
"69965149","Yayasan Thawalib Darussalam","AF2117","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=04EDCAE3-7F46-4F02-9781-B8CB781DEAA9"
"69965174","Yayasan pendidikan shailendra","AC0835","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=47AA4DAC-DAEF-4617-A7E9-D426CF0A72EB"
"69965180","YAYASAN DARUL ILMI SAMPOANG","AX9878","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B3AD58C9-D39F-4CC4-929B-44C3D37EB412"
"69965196","YAYASAN NASIONAL AL-ULUM","AD6581","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E0CEBBB0-5C2C-4ADA-A926-3EA59DB4290D"
"69965222","YAYASAN FATHUL MAJID","AG9421","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F6300EDE-F725-4E5C-BBFA-22BDB0096E69"
"69965223","","",""
"69965300","Yayasan SYAKSHIYATUL UMMAH","AF0610","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=960CCC35-70A3-436E-B17D-E8F6C7615F04"
"69965302","Yayasan Intan Permata Rahayu","AC9443","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=792FB0C2-E5E1-4E9C-8736-7D0BB26BAF9B"
"69965322","Yayasan Sentra Islami Madinatul 'Ulum Kabupaten Siak","AB9375","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=24E42EA8-26A0-4793-AFA4-1EF633E308DE"
"69965344","Yayasan Baitul Munir","AE0751","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DFFE0AEC-87F8-11E4-A66D-1B29124EB367"
"69965348","YAYASAN PONDOK PESANTREN FATHUL HUDA CANDI REJO","AX1589","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D4B11D4D-A213-4840-BBA9-D67AE5BED49F"
"69965368","Yayasan Al Biruni Cerdas Mulia","AJ8396","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E8ACD86A-349E-11E4-A483-1396896F2730"
"69965370","Yayasan TON'S","AN8841","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A99AF8B0-B4FE-4E1B-A117-DAE2B2B6AE47"
"69965382","Yayasan PON PES BAHRULHIDAYAH","AE2749","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4FFECE02-40A5-11E5-9692-F7D10EEF02D8"
"69965395","Lainnya","AA0240","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B96BCFF6-A105-11E4-8D18-97C086B7F9D6"
"69965398","","-",""
"69965422","Yayasan Pendidikan Islam Raudlatul Fikrah","AM6370","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=14FF5404-3221-11E4-B318-0F76C62D20DE"
"69965425","Yayasan Serikat Baptis Persaudaraan (YASEBAPER) Wilayah Nabire","AC8799","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CA1DBFF6-D7D4-11E5-A6C4-4B3929F4B8AE"
"69965436","YAYASAN PONDOK PESANTREN DARUL QURAN WAL HADITS","AF8554","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=21C1142B-E047-4F18-9DC5-45417B396B43"
"69965437","Yayasan Yatim Mandiri Surabaya","AB4660","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E32EA358-0DDE-4C35-BF89-59F74152A938"
"69965457","Yayasan Aziziyah Keplak","AN2135","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AD189610-ADFF-11E4-918D-33B7DD87B75E"
"69965459","Yayasan Pondok Pesantren Darul Karomah","AO1426","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F1353520-FDDC-11E3-81FC-9BF578A1B56D"
"69965478","YAYASAN PUTRA PANJALU","AW8009","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4678487C-86DF-4B7D-8D86-CB38AA8D96BE"
