NYPY,NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,NPYP
AL6110,20327939,SMAS TUJUH BELAS SURAKARTA,SMA,Kec. Banjarsari,Kota Surakarta,Prov. Jawa Tengah,
AG5941,69930294,SMKS TEKNOLOGI INDUSTRI MANDIRI,SMK,Kec. Cikarang Selatan,Kab. Bekasi,Prov. Jawa Barat,
AD4221,69867296,KB DARUSSALAM ASYUKRONIAH,KB,Kec. Cikajang,Kab. Garut,Prov. Jawa Barat,
AD4221,69856934,SMPS IT Assyukroniyah,SMP,Kec. Cikajang,Kab. Garut,Prov. Jawa Barat,
AD4221,69940395,SMA PLUS PERJUANGAN 78,SMA,Kec. Cikajang,Kab. Garut,Prov. Jawa Barat,
AH9661,69961932,SMK YAPMA SULBAR,SMK,Kec. Simboro,Kab. Mamuju,Prov. Sulawesi Barat,
AE9636,10261369,TK SWASTA F. TANDEAN,TK,Kec. Tebing Tinggi Kota,Kota Tebing Tinggi,Prov. Sumatera Utara,
AE9636,10211533,SMA SWASTA F. TANDEAN,SMA,Kec. Tebing Tinggi Kota,Kota Tebing Tinggi,Prov. Sumatera Utara,
AE9636,10220152,SD SWASTA F. TANDEAN,SD,Kec. Tebing Tinggi Kota,Kota Tebing Tinggi,Prov. Sumatera Utara,
AE9636,10211585,SMP SWASTA F. TANDEAN TEBING TINGGI,SMP,Kec. Tebing Tinggi Kota,Kota Tebing Tinggi,Prov. Sumatera Utara,
AG3045,69774917,SMKS KEPERAWATAN ST. FATIMAH,SMK,Kec. Mamuju,Kab. Mamuju,Prov. Sulawesi Barat,
AD1951,20321382,SD SANTA MARIA,SD,Kec. Bulu,Kab. Temanggung,Prov. Jawa Tengah,
AD1951,69871602,TK ADE IRMA SURYANI CAMPURSARI,TK,Kec. Bulu,Kab. Temanggung,Prov. Jawa Tengah,
AD1951,20105642,SD BUNDA HATI KUDUS,SD,Kec. Grogol Petamburan,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AD1951,20110927,TK BUNDA HATI KUDUS,TK,Kec. Grogol Petamburan,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AD1951,20101332,SMAS BUNDA HATI KUDUS,SMA,Kec. Grogol Petamburan,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AD1951,20109239,SMP BUNDA HATI KUDUS,SMP,Kec. Grogol Petamburan,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AD1951,20306979,SD PIUS WONOSOBO,SD,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,
AD1951,20348699,TK PIUS,TK,Kec. Wonosobo,Kab. Wonosobo,Prov. Jawa Tengah,
AD1951,20201357,SD BUNDA HATI KUDUS,SD,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,
AD1951,20230957,SMP BUNDA HATI KUDUS,SMP,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,
AD1951,20231283,SMAS BUNDA HATI KUDUS,SMA,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,
AD1951,69897031,TK BUNDA HATI KUDUS,TK,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,
AD1951,20324660,SD PIUS PEMALANG,SD,Kec. Pemalang,Kab. Pemalang,Prov. Jawa Tengah,
AD1951,20324286,SMP PIUS PEMALANG,SMP,Kec. Pemalang,Kab. Pemalang,Prov. Jawa Tengah,
AD1951,69807445,TK PIUS,TK,Kec. Pemalang,Kab. Pemalang,Prov. Jawa Tengah,
AD1951,20351161,TK PIUS,TK,Kec. Cilacap Selatan,Kab. Cilacap,Prov. Jawa Tengah,
AD1951,20300466,SMP PIUS CILACAP,SMP,Kec. Cilacap Selatan,Kab. Cilacap,Prov. Jawa Tengah,
AD1951,20341242,SD PIUS CILACAP,SD,Kec. Cilacap Selatan,Kab. Cilacap,Prov. Jawa Tengah,
AD1951,20351655,TK PIUS,TK,Kec. Tegal Barat,Kota Tegal,Prov. Jawa Tengah,
AD1951,20329819,SMP PIUS,SMP,Kec. Tegal Barat,Kota Tegal,Prov. Jawa Tengah,
AD1951,69818092,KB PIUS,KB,Kec. Tegal Barat,Kota Tegal,Prov. Jawa Tengah,
AD1951,20329848,SMAS PIUS TEGAL,SMA,Kec. Tegal Barat,Kota Tegal,Prov. Jawa Tengah,
AD1951,20329876,SDPIUS TEGAL,SD,Kec. Tegal Barat,Kota Tegal,Prov. Jawa Tengah,
AD1951,20350649,TK MARIA,TK,Kec. Purworejo,Kab. Purworejo,Prov. Jawa Tengah,
AD1951,20306389,SD MARIA,SD,Kec. Purworejo,Kab. Purworejo,Prov. Jawa Tengah,
AN1911,60726003,TK MUSLIMAT NU V AMBAT,TK,Kec. Tlanakan,Kab. Pamekasan,Prov. Jawa Timur,
AN1911,69787187,SMKS PLUS WALI SONGO,SMK,Kec. Tlanakan,Kab. Pamekasan,Prov. Jawa Timur,
AF7343,40307355,SMAS SARIBUANA,SMA,Kec. Panakukkang,Kota Makassar,Prov. Sulawesi Selatan,
AF7343,40313412,SMKS SARIBUANA MAKASSAR,SMK,Kec. Panakukkang,Kota Makassar,Prov. Sulawesi Selatan,
AJ4799,20603170,SMAS AL FASANAH,SMA,Kec. Cisauk,Kab. Tangerang,Prov. Banten,
AJ4799,20603597,SMP ALFA SANAH,SMP,Kec. Cisauk,Kab. Tangerang,Prov. Banten,
AA1975,69906513,SMA ISLAM AL-ISTIQOMAH,SMA,Kec. Karang Tengah,Kab. Cianjur,Prov. Jawa Barat,
AB9892,10505924,SMKS AL INAYAH,SMK,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,
AB9892,69947896,SMP SWASTA ISLAM TERPADU DARUL HASANAH,SMP,Kec. Rimbo Bujang,Kab. Tebo,Prov. Jambi,
AX5266,20309500,SMKS WIDYA KUSUMA PRAMBANAN,SMK,Kec. Prambanan,Kab. Klaten,Prov. Jawa Tengah,
AL1528,20104811,SDS Santa Maria,SD,Kec. Gambir,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AL1528,69820350,TK SANTA MARIA,TK,Kec. Gambir,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AL1528,20100320,SMP Santa Maria,SMP,Kec. Gambir,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AL1528,69995721,KB SANTA MARIA,KB,Kec. Gambir,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AL1528,20100299,SMKS SANTA MARIA JAKARTA,SMK,Kec. Gambir,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AM0027,10258262,SMA SWASTA AMAL MAS,SMA,Kec. Lahusa,Kab. Nias Selatan,Prov. Sumatera Utara,
AM0027,10258167,SMP SWASTA AMAL MAS 1 LAHUSA,SMP,Kec. Lahusa,Kab. Nias Selatan,Prov. Sumatera Utara,
AC1641,69963116,SMK QURAN HIDAYATUL QURAN,SMK,Kec. Mataram Baru,Kab. Lampung Timur,Prov. Lampung,
AC1641,69962047,SMP QURAN HIDAYATUL QURAN,SMP,Kec. Mataram Baru,Kab. Lampung Timur,Prov. Lampung,
AW8264,20276384,SMKS KOSGORO,SMK,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,
AW8264,20253188,SMP KOSGORO,SMP,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,
AW8264,20220321,SMAS KOSGORO,SMA,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,
AL6731,20540050,SMAS BUDI UTOMO PRAMBON,SMA,Kec. Prambon,Kab. Sidoarjo,Prov. Jawa Timur,
AL6731,20562431,TK BUDI UTOMO,TK,Kec. Prambon,Kab. Sidoarjo,Prov. Jawa Timur,
AL6731,20540080,SMKS BUDI UTOMO PRAMBON,SMK,Kec. Prambon,Kab. Sidoarjo,Prov. Jawa Timur,
AL6731,69933080,PG BUDI UTOMO,KB,Kec. Prambon,Kab. Sidoarjo,Prov. Jawa Timur,
AA4560,20238002,SMAS AL MAMUR,SMA,Kec. Cikarang Barat,Kab. Bekasi,Prov. Jawa Barat,
AD5827,70043249,SD IT SEHATI BINA INSANI,SD,Kec. Klari,Kab. Karawang,Prov. Jawa Barat,
AD5827,69949224,SMK SEHATI KARAWANG,SMK,Kec. Klari,Kab. Karawang,Prov. Jawa Barat,
AD5827,69995702,SMP IT SEHATI BINA INSANI,SMP,Kec. Klari,Kab. Karawang,Prov. Jawa Barat,
AD7951,20253319,SMKS NU TASIKMALAYA,SMK,Kec. Cihideung,Kota Tasikmalaya,Prov. Jawa Barat,
AW8759,20614415,SMAS NUR EL BANTANY KOTA SRG,SMA,Kec. Serang,Kota Serang,Prov. Banten,
AW8759,20614021,SMP NUUR EL-BANTANY,SMP,Kec. Serang,Kota Serang,Prov. Banten,
AW8759,20615947,SDI NUUR EL-BANTANY,SD,Kec. Cipocok Jaya,Kota Serang,Prov. Banten,
AE4269,20568501,SMP Islam Al Qodir Kertosono,SMP,Kec. Kertosono,Kab. Nganjuk,Prov. Jawa Timur,
AE4269,69881315,SMA ISLAM AL-QODIR,SMA,Kec. Kertosono,Kab. Nganjuk,Prov. Jawa Timur,
AE5312,69761148,KB. DARUL JANNAH,KB,Kec. Tapen,Kab. Bondowoso,Prov. Jawa Timur,
AE5312,20570365,SMKS DARUL JANNAH,SMK,Kec. Tapen,Kab. Bondowoso,Prov. Jawa Timur,
AE5312,20539363,SMP DARUL JANNAH,SMP,Kec. Tapen,Kab. Bondowoso,Prov. Jawa Timur,
AD7461,70000529,SMP ISLAM QUBA,SMP,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AD7461,70000528,SD ISLAM QUBA,SD,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AD7461,20231573,SDIT GEMA NURANI,SD,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AD7461,20222942,SMP IT GEMA NURANI,SMP,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AD7461,20266040,TK ISLAM GEMA NURANI 02,TK,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AD7461,20252518,SMAS IT GEMA NURANI,SMA,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AD7461,69802508,TK ISLAM GEMA NURANI,TK,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,
AD7461,69938609,TKIT GEMA NURANI 03,TK,Kec. Babelan,Kab. Bekasi,Prov. Jawa Barat,
AD7461,70037193,TK IT GEMA NURANI 06,TK,Kec. Rambatan,Kab. Tanah Datar,Prov. Sumatera Barat,
AC7208,50200369,SMAS NW NARMADA,SMA,Kec. Narmada,Kab. Lombok Barat,Prov. Nusa Tenggara Barat,
AG4529,20255779,SMAS PLUS TAUHIDUL AFKAR,SMA,Kec. Pacet,Kab. Cianjur,Prov. Jawa Barat,
AN8476,69830500,SMA ISLAM BINA INSAN MANDIRI,SMA,Kec. Bantarkalong,Kab. Tasikmalaya,Prov. Jawa Barat,
AN8476,69985860,KB BINA INSANI,KB,Kec. Bantarkalong,Kab. Tasikmalaya,Prov. Jawa Barat,
AN8476,20279884,SMP ISLAM BINA INSAN MANDIRI BANTARKALONG,SMP,Kec. Bantarkalong,Kab. Tasikmalaya,Prov. Jawa Barat,
AC3973,30404355,SMAS PGRI 13 TANJUNG REDEB,SMA,Kec. Tanjung Redeb,Kab. Berau,Prov. Kalimantan Timur,
AC3973,69786428,SMKS PGRI MUARA KOMAM,SMK,Kec. Muara Komam,Kab. Paser,Prov. Kalimantan Timur,
AC3973,30401078,SMKS PGRI 5 SAMARINDA,SMK,Kec. Sambutan,Kota Samarinda,Prov. Kalimantan Timur,
AC3973,30406109,SMKS TI Pratama PGRI Samarinda,SMK,Kec. Sungai Pinang,Kota Samarinda,Prov. Kalimantan Timur,
AC3973,30405357,SMKS PGRI 2 TANAH GROGOT,SMK,Kec. Tanah Grogot,Kab. Paser,Prov. Kalimantan Timur,
AO3420,30404178,SMAS Gotong Royong Samarinda,SMA,Kec. Samarinda Ilir,Kota Samarinda,Prov. Kalimantan Timur,
AO3420,30402997,SMP Gotong Royong Samarinda,SMP,Kec. Samarinda Ilir,Kota Samarinda,Prov. Kalimantan Timur,
AG6325,69921197,SMK IT AL-FATH,SMK,Kec. Cikole,Kota Sukabumi,Prov. Jawa Barat,
AG8598,20328799,SMP ISLAM HIDAYATULLAH,SMP,Kec. Banyumanik,Kota Semarang,Prov. Jawa Tengah,
AG8598,20328920,SMA ISLAM HIDAYATULLAH,SMA,Kec. Banyumanik,Kota Semarang,Prov. Jawa Tengah,
AG8598,69848010,TK ISLAM HIDAYATULLAH,TK,Kec. Banyumanik,Kota Semarang,Prov. Jawa Tengah,
AG8598,70011430,SD ISLAM HIDAYATULLAH 02,SD,Kec. Banyumanik,Kota Semarang,Prov. Jawa Tengah,
AG8598,69848748,TPA QBS ISLAM HIDAYATULLAH,TPA,Kec. Banyumanik,Kota Semarang,Prov. Jawa Tengah,
AG8598,69848562,KB ISLAM HIDAYATULLAH,KB,Kec. Banyumanik,Kota Semarang,Prov. Jawa Tengah,
AG8598,20340983,SD ISLAM HIDAYATULLAH,SD,Kec. Banyumanik,Kota Semarang,Prov. Jawa Tengah,
AO2336,10402969,SMP SALAFIYAH BABUSSALAM,SMP,Kec. Tandun,Kab. Rokan Hulu,Prov. Riau,
AO2336,10495584,SMAS SALAFIYAH BABUSSALAM,SMA,Kec. Tandun,Kab. Rokan Hulu,Prov. Riau,
AH3441,10496954,SD SWASTA GLOBAL ANDALAN ESTATE LOGAS,SD,Kec. Singingi Hilir,Kab. Kuantan Singingi,Prov. Riau,
AH3441,69809858,TK GLOBAL ANDALAN ESTATE LOGAS,TK,Kec. Singingi Hilir,Kab. Kuantan Singingi,Prov. Riau,
AH3441,10498644,SD SWASTA GLOBAL ANDALAN ESTATE BASERAH,SD,Kec. Kuantan Hilir,Kab. Kuantan Singingi,Prov. Riau,
AH3441,69858217,TK CANGGAI ASIH GLOBAL ANDALAN,TK,Kec. Kuantan Hilir,Kab. Kuantan Singingi,Prov. Riau,
AH3441,69946515,SD SWASTA GLOBAL ANDALAN ESTATE CERENTI,SD,Kec. Kuantan Tengah,Kab. Kuantan Singingi,Prov. Riau,
AH3441,69858203,TK GLOBAL ANDALAN ESTATE,TK,Kec. Kuantan Tengah,Kab. Kuantan Singingi,Prov. Riau,
AH3441,69952046,TK Global Andalan Estate Mandau,TK,Kec. Sungai Mandau,Kab. Siak,Prov. Riau,
AH3441,10497442,TK GLOBAL ANDALAN PELALAWAN ESTATE,TK,Kec. Pelalawan,Kab. Pelalawan,Prov. Riau,
AH3441,10496559,SD Global Andalan Pelalawan,SD,Kec. Pelalawan,Kab. Pelalawan,Prov. Riau,
AH3441,10494196,TK GLOBAL ANDALAN,TK,Kec. Pangkalan Kerinci,Kab. Pelalawan,Prov. Riau,
AH3441,10496358,SMAS PLUS TARUNA ANDALAN,SMA,Kec. Pangkalan Kerinci,Kab. Pelalawan,Prov. Riau,
AH3441,10402724,SMP PLUS TARUNA ANDALAN,SMP,Kec. Pangkalan Kerinci,Kab. Pelalawan,Prov. Riau,
AH3441,10404842,SD GLOBAL ANDALAN,SD,Kec. Pangkalan Kerinci,Kab. Pelalawan,Prov. Riau,
AH3441,10404846,SD TARUNA ANDALAN,SD,Kec. Pangkalan Kerinci,Kab. Pelalawan,Prov. Riau,
AH3441,10402717,SMP GLOBAL ANDALAN,SMP,Kec. Pangkalan Kerinci,Kab. Pelalawan,Prov. Riau,
AH3441,10494197,TK TARUNA ANDALAN,TK,Kec. Pangkalan Kerinci,Kab. Pelalawan,Prov. Riau,
AH3441,69933222,TK GLOBAL ANDALAN ESTATE UKUI,TK,Kec. Ukui,Kab. Pelalawan,Prov. Riau,
AH3441,10497371,SD Global Andalan Estate Ukui,SD,Kec. Ukui,Kab. Pelalawan,Prov. Riau,
AL3228,20214810,SMP AN-NUUR PASALEMAN,SMP,Kec. Pasaleman,Kab. Cirebon,Prov. Jawa Barat,
AL3228,69766974,SMKS AN-NUUR PASALEMAN,SMK,Kec. Pasaleman,Kab. Cirebon,Prov. Jawa Barat,
AL3228,69938672,TK An-Nuur,TK,Kec. Pasaleman,Kab. Cirebon,Prov. Jawa Barat,
AC6610,60101458,SMKS IMAKULATA SAUMLAKI,SMK,Kec. Tanimbar Selatan,Kab. Kepulauan Tanimbar,Prov. Maluku,
AC6610,69906131,TK JUCHEFA SAUMLAKI,TK,Kec. Tanimbar Selatan,Kab. Kepulauan Tanimbar,Prov. Maluku,
AC6610,60103325,SD NASKAT I DON BOSCO OLILIT BARAT,SD,Kec. Tanimbar Selatan,Kab. Kepulauan Tanimbar,Prov. Maluku,
AC6610,69935449,TK ST THERESIA ARUI BAB,TK,Kec. Wer Tamrian,Kab. Kepulauan Tanimbar,Prov. Maluku,
AC6610,69776098,TK. ADE IRMA NASUTION LANGGUR,TK,Kec. Kei Kecil,Kab. Maluku Tenggara,Prov. Maluku,
AC6610,60102729,SD NASKAT MATHIAS 3 LANGGUR B,SD,Kec. Kei Kecil,Kab. Maluku Tenggara,Prov. Maluku,
AC6610,60100806,SMP SANTA THERESIA LANGGUR,SMP,Kec. Kei Kecil,Kab. Maluku Tenggara,Prov. Maluku,
AC6610,60100827,SMK PARIWISATA SANTA THERESIA LANGGUR,SMK,Kec. Kei Kecil,Kab. Maluku Tenggara,Prov. Maluku,
AC6610,60100893,SD NASKAT MATHIAS 3 LANGGUR A,SD,Kec. Kei Kecil,Kab. Maluku Tenggara,Prov. Maluku,
AC6610,69946082,TK SANTO FRANSISKUS WAUR,TK,Kec. Kei Besar,Kab. Maluku Tenggara,Prov. Maluku,
AC6610,69776113,TK. MIRYAM ELAT,TK,Kec. Kei Besar,Kab. Maluku Tenggara,Prov. Maluku,
AC6610,69950330,KB BUNDA HATI KUDUS,KB,Kec. Sirimau,Kota Ambon,Prov. Maluku,
AC6610,69975150,KB MARGRIET,KB,Kec. Sirimau,Kota Ambon,Prov. Maluku,
AC6610,60103829,TK XAVERIUS,TK,Kec. Sirimau,Kota Ambon,Prov. Maluku,
AA2158,20228071,SMP TERPADU BANDUNG,SMP,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,
AA2158,20227882,SMA TERPADU BANDUNG IBUN,SMA,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,
AA2158,20268699,SMK INFORMATIKA TERPADU BANDUNG,SMK,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,
AX3415,69764514,SMA SWASTA POLEANG TENGGARA,SMA,Kec. Poleang Tenggara,Kab. Bombana,Prov. Sulawesi Tenggara,
AE6673,20540092,SMKS TAMAN SIDOARJO,SMK,Kec. Taman,Kab. Sidoarjo,Prov. Jawa Timur,
AI8632,10210898,SMAS LETJEN S PARMAN,SMA,Kec. Medan Area,Kota Medan,Prov. Sumatera Utara,
AN1499,69774783,SMK BRAWIJAYA DURENAN,SMK,Kec. Durenan,Kab. Trenggalek,Prov. Jawa Timur,
AN1499,69968603,SMK BRAWIJAYA TULUNGAGUNG,SMK,Kec. Boyolangu,Kab. Tulungagung,Prov. Jawa Timur,
AB2291,69829178,SMKS ASWAJA KUNIR,SMK,Kec. Wonodadi,Kab. Blitar,Prov. Jawa Timur,
AB2291,20554580,SMP ASWAJA,SMP,Kec. Wonodadi,Kab. Blitar,Prov. Jawa Timur,
AO4188,69955484,SMP ISLAM TERPADU YASNUHU NW PRINGGABAYA,SMP,Kec. Pringgabaya,Kab. Lombok Timur,Prov. Nusa Tenggara Barat,
AO4188,69873699,SMK ISLAM YASNUHU PRINGGABAYA,SMK,Kec. Pringgabaya,Kab. Lombok Timur,Prov. Nusa Tenggara Barat,
AC1894,10807246,SMKS YPPL BANDAR LAMPUNG,SMK,Kec. Panjang,Kota Bandar Lampung,Prov. Lampung,
AC1894,10807196,SMP YPPL PANJANG,SMP,Kec. Panjang,Kota Bandar Lampung,Prov. Lampung,
AC1894,10807018,SMAS YPPL PANJANG,SMA,Kec. Panjang,Kota Bandar Lampung,Prov. Lampung,
AI8122,10202658,SMA SWASTA BINA GUNA TANAHJAWA,SMA,Kec. Tanah Jawa,Kab. Simalungun,Prov. Sumatera Utara,
AI8122,10202628,SMP SWASTA BINAGUNA TANAH JAWA,SMP,Kec. Tanah Jawa,Kab. Simalungun,Prov. Sumatera Utara,
AI8122,10261699,SMK SWASTA BINA GUNA TANAH JAWA,SMK,Kec. Tanah Jawa,Kab. Simalungun,Prov. Sumatera Utara,
AO4805,69759054,SMKS AL-ANSHOR CIRARAB,SMK,Kec. Legok,Kab. Tangerang,Prov. Banten,
AH9861,20223630,SD SAINT JOHN BEKASI,SD,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,
AH9861,20266246,TK SAINT JOHN,TK,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,
AH9861,69727938,SMPK SAINT JOHN,SMP,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,
AH9861,69864697,SMA KRISTEN SAINT JOHN,SMA,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,
AH9861,69792306,KB KRISTEN SAINT JOHN,KB,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,
AH9861,70042328,SMA Kristen Saint John,SMA,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AH9861,20110521,TK KRISTEN SAINT JOHN,TK,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AH9861,20100319,SMP KRISTEN SAINT JOHN,SMP,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AH9861,20104809,SD KRISTEN SAINT JOHN,SD,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AA6410,69761723,SMKS MUKTI KARYA,SMK,Kec. Kebumen,Kab. Kebumen,Prov. Jawa Tengah,
AM4911,69920159,SMK TI BALI GLOBAL KLUNGKUNG,SMK,Kec. Klungkung,Kab. Klungkung,Prov. Bali,
AJ8233,69946301,SMK RAHAYU IHSANI,SMK,KEC. CIGUGUR,Kab. Pangandaran,Prov. Jawa Barat,
AE6516,20555037,SMKS MATHOLIUL ANWAR,SMK,Kec. Bangkalan,Kab. Bangkalan,Prov. Jawa Timur,
AE6516,20560254,TK MATHOLI`UL ANWAR,TK,Kec. Bangkalan,Kab. Bangkalan,Prov. Jawa Timur,
AE6516,20554879,SMP MATHOLI UL ANWAR,SMP,Kec. Bangkalan,Kab. Bangkalan,Prov. Jawa Timur,
AM4867,69959273,SMK TI Bali Global Badung,SMK,Kec. Kuta Utara,Kab. Badung,Prov. Bali,
AD6816,69984653,SD JUARA,SD,Kec. Rungkut,Kota Surabaya,Prov. Jawa Timur,
AD6816,69752179,SDS JUARA,SD,Kec. Cakung,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AD6816,69973483,SD Juara Al Hikmah,SD,Kec. Abepura,Kota Jayapura,Prov. Papua,
AD6816,70027201,SDS JUARA,SD,Kec. Palmerah,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AD6816,69895926,SD JUARA,SD,Kec. Tanjung Priok,Kota Jakarta Utara,Prov. D.K.I. Jakarta,
AD6816,69767781,SDS JUARA JAKSEL,SD,Kec. Jagakarsa,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AD6816,20361130,SD JUARA,SD,Kec. Pedurungan,Kota Semarang,Prov. Jawa Tengah,
AD6816,69734362,SMP JUARA,SMP,Kec. Bukit Raya,Kota Pekanbaru,Prov. Riau,
AD6816,69971623,SDS JUARA BATAM,SD,Kec. Sei Beduk,Kota Batam,Prov. Kepulauan Riau,
AD6816,20409843,SD JUARA,SD,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,
AD6816,60726518,SMP JUARA BANDUNG,SMP,Kec. Panyileukan,Kota Bandung,Prov. Jawa Barat,
AD6816,69734138,SD JUARA,SD,Kec. Panyileukan,Kota Bandung,Prov. Jawa Barat,
AD6816,69862428,SMK PETERNAKAN JUARA SUBANG,SMK,Kec. Kasomalang,Kab. Subang,Prov. Jawa Barat,
AD6816,69930563,SD JUARA CILEGON,SD,Kec. Cibeber,Kota Cilegon,Prov. Banten,
AD6816,70014245,TK IT JUARA,TK,Kec. Pondok Aren,Kota Tangerang Selatan,Prov. Banten,
AD6816,20268942,SD JUARA,SD,Kec. Cimahi Selatan,Kota Cimahi,Prov. Jawa Barat,
AB6279,10213676,SD RK ST MARIA NAMORAMBE,SD,Kec. Namo Rambe,Kab. Deli Serdang,Prov. Sumatera Utara,
AB6279,10213674,SD RK ST DANIEL BATU MBELIN,SD,Kec. Namo Rambe,Kab. Deli Serdang,Prov. Sumatera Utara,
AB6279,69967634,SMAS SATU PADU BOARDING SCHOOL,SMA,Kec. Sinembah Tnjng Muda Hulu,Kab. Deli Serdang,Prov. Sumatera Utara,
AB6279,69967367,SMP SATU PADU BOARDING SCHOOL,SMP,Kec. Sinembah Tnjng Muda Hulu,Kab. Deli Serdang,Prov. Sumatera Utara,
AB6279,10214182,SMAS RK DELI MURNI SIBOLANGIT,SMA,Kec. Sibolangit,Kab. Deli Serdang,Prov. Sumatera Utara,
AB6279,10213940,SMP SWASTA DELI MURNI BANDAR BARU,SMP,Kec. Sibolangit,Kab. Deli Serdang,Prov. Sumatera Utara,
AW9710,20330293,SMKS KOMPUTER KARANGANYAR,SMK,Kec. Karanganyar,Kab. Kebumen,Prov. Jawa Tengah,
AJ7228,20253776,SMP ISLAM TERPADU AL MUKHTAR,SMP,Kec. Sariwangi,Kab. Tasikmalaya,Prov. Jawa Barat,
AJ7228,69786373,SMAS TERPADU AL-MUKHTAR,SMA,Kec. Sariwangi,Kab. Tasikmalaya,Prov. Jawa Barat,
AY3933,30204253,SMKS BHAKTI MULYA SAMPIT,SMK,Kec. Mentawa Baru Ketapang,Kab. Kotawaringin Timur,Prov. Kalimantan Tengah,
AH6211,69786545,SMPS LOKON ST NIKOLAUS,SMP,Kec. Tomohon Utara,Kota Tomohon,Prov. Sulawesi Utara,
AH6211,40103174,SMAS LOKON ST NIKOLAUS TOMOHON,SMA,Kec. Tomohon Utara,Kota Tomohon,Prov. Sulawesi Utara,
AH6211,69935321,SMP Taruna Papua,SMP,Kec. Wania,Kab. Mimika,Prov. Papua Tengah,
AH6211,69820099,SDS Taruna Papua,SD,Kec. Wania,Kab. Mimika,Prov. Papua Tengah,
AE7233,20533637,SMAS WISNUWARDHANA,SMA,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AE7233,20533805,SMKS WISNUWARDHANA MALANG,SMK,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AA4664,20229824,SMKS DARUL FIKRI CIPONGKOR,SMK,Kec. Cipongkor,Kab. Bandung Barat,Prov. Jawa Barat,
AD2969,20253598,SMKS WIRADIKARYA,SMK,Kec. Ciseeng,Kab. Bogor,Prov. Jawa Barat,
AD4681,69954465,SMA AL-KAUTSAR,SMA,Kec. Cigalontang,Kab. Tasikmalaya,Prov. Jawa Barat,
AJ4432,69879772,SMA TUNAS MUDA KAWASI,SMA,Kec. Obi,Kab. Halmahera Selatan,Prov. Maluku Utara,
AK6041,10606620,SMAS NU SUMBER AGUNG,SMA,Kec. Buay Madang,Kab. Ogan Komering Ulu Timur,Prov. Sumatera Selatan,
AK6041,10647067,TK NU SUMBER AGUNG,TK,Kec. Buay Madang,Kab. Ogan Komering Ulu Timur,Prov. Sumatera Selatan,
AK6041,10644082,TK AL-MAARIF,TK,Kec. Buay Madang,Kab. Ogan Komering Ulu Timur,Prov. Sumatera Selatan,
AG5440,20268566,SMKS SALAFIYYAH DARURROHMAH,SMK,Kec. Susukan Lebak,Kab. Cirebon,Prov. Jawa Barat,
