NYPY,NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,NPYP
AE3491,P2963866,PKBM PERSATUAN,PKBM,Kec. Kedungpring,Kab. Lamongan,Prov. Jawa Timur,
AE3491,20506337,SMAS PERSATUAN KEDUNGPRING,SMA,Kec. Kedungpring,Kab. Lamongan,Prov. Jawa Timur,
AG2816,69944259,SMKS MAARIF NU KOTA BATAM,SMK,Kec. Sekupang,Kota Batam,Prov. Kepulauan Riau,
AA1890,20268414,SMKS AL FATMAH CIANJUR,SMK,Kec. Cilaku,Kab. Cianjur,Prov. Jawa Barat,
AA1890,20203878,SMP S PLUS AL FATMAH,SMP,Kec. Cilaku,Kab. Cianjur,Prov. Jawa Barat,
AG4395,20267932,SMKS AL KAUTSAR,SMK,Kec. Cireunghas,Kab. Sukabumi,Prov. Jawa Barat,
AK1668,20539813,SMKS AL BASTHOMI LOCERET,SMK,Kec. Loceret,Kab. Nganjuk,Prov. Jawa Timur,
AM9340,20229149,SMAS BUDI UTOMO SUKMAJAYA,SMA,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,
AM9340,20229201,SMKS BUDI UTOMO 2 DEPOK,SMK,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,
AM9340,20229202,SMKS 3 BUDI UTOMO DEPOK,SMK,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,
AM9340,20229014,SMP BUDI UTOMO,SMP,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,
AM9340,20229200,"SMK BUDI UTOMO 1, KOTA DEPOK",SMK,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,
AG6679,20253783,SMAS TERPADU LISDA,SMA,Kec. Bungursari,Kota Tasikmalaya,Prov. Jawa Barat,
AD4463,69873948,SMK ISLAM AS SYARIEF,SMK,Kec. Karangtengah,Kab. Garut,Prov. Jawa Barat,
AD4463,20209399,SMP ISLAM AS - SYARIEF KARANGTENGAH,SMP,Kec. Karangtengah,Kab. Garut,Prov. Jawa Barat,
AK2509,69936130,SMK DARUL ANWAR,SMK,Kec. Singojuruh,Kab. Banyuwangi,Prov. Jawa Timur,
AK2509,70011238,SMP UNGGULAN DARUL ANWAR,SMP,Kec. Singojuruh,Kab. Banyuwangi,Prov. Jawa Timur,
AF0938,10497506,SMAS ISLAM TERPADU ARRAHMA,SMA,Kec. Bagan Sinembah,Kab. Rokan Hilir,Prov. Riau,
AE6193,20551882,SMAS RAUDLATUL ULUM,SMA,Kec. Bluto,Kab. Sumenep,Prov. Jawa Timur,
AA7876,20338568,SMK WALISONGO,SMK,Kec. Kaliori,Kab. Rembang,Prov. Jawa Tengah,
AN6488,50309594,SMAS TARUNA MANDIRI FATUBENAO,SMA,Kec. Kota Atambua,Kab. Belu,Prov. Nusa Tenggara Timur,
AN6488,69838547,SMP TARUNA CITRA,SMP,Kec. Kota Atambua,Kab. Belu,Prov. Nusa Tenggara Timur,
AG8327,69892484,SMP ISLAM TERPADU WARUNGPRING,SMP,Kec. Warungpring,Kab. Pemalang,Prov. Jawa Tengah,
AG8327,69807336,TK MUSLIMAT SALAFIYAH MERENG,TK,Kec. Warungpring,Kab. Pemalang,Prov. Jawa Tengah,
AG8327,69888725,SMK ISLAM TERPADU WARUNGPRING,SMK,Kec. Warungpring,Kab. Pemalang,Prov. Jawa Tengah,
AG8327,69949847,SD IT ANNAHDLIYAH,SD,Kec. Warungpring,Kab. Pemalang,Prov. Jawa Tengah,
AF3250,10809303,SMKS ESA KENCANA GEDUNG AJI,SMK,Kec. Gedung AJI Baru,Kab. Tulang Bawang,Prov. Lampung,
AX2171,69899089,SMK MAARIF NU 01 BULAKAMBA,SMK,Kec. Bulakamba,Kab. Brebes,Prov. Jawa Tengah,
AF8552,69950689,SMP DARUSSALAM PLUS,SMP,Kec. Narmada,Kab. Lombok Barat,Prov. Nusa Tenggara Barat,
AF8552,60724614,SMKS DARUSSALAM PLUS,SMK,Kec. Narmada,Kab. Lombok Barat,Prov. Nusa Tenggara Barat,
AK1095,20503432,SMK KHOIRIYAH,SMK,Kec. Sumobito,Kab. Jombang,Prov. Jawa Timur,
AK1095,60717576,MIS KREATIF KHOIRIYAH,MI,Kec. Sumobito,Kab. Jombang,Prov. Jawa Timur,
AK1095,20503389,SMP KHOIRIYAH SUMOBITO,SMP,Kec. Sumobito,Kab. Jombang,Prov. Jawa Timur,
AH4512,10800472,SMKS YP SERDANG,SMK,Kec. Tanjung Bintang,Kab. Lampung Selatan,Prov. Lampung,
AK0363,69816963,KB KRISTEN PELITA NUSANTARA KASIH,KB,Kec. Jebres,Kota Surakarta,Prov. Jawa Tengah,
AK0363,20340947,SMAS PELITA NUSANTARA KASIH,SMA,Kec. Jebres,Kota Surakarta,Prov. Jawa Tengah,
AK0363,20340946,SMP KRISTEN PELITA NUSANTARA KASIH,SMP,Kec. Jebres,Kota Surakarta,Prov. Jawa Tengah,
AK0363,20340945,SD KRISTEN PELITA NUSANTARA KASIH,SD,Kec. Jebres,Kota Surakarta,Prov. Jawa Tengah,
AK0363,20340944,TK KRISTEN PELITA NUSANTARA KASIH,TK,Kec. Jebres,Kota Surakarta,Prov. Jawa Tengah,
AN8483,69949643,SMK PLUS IBNU HAJAR,SMK,Kec. Bantarkalong,Kab. Tasikmalaya,Prov. Jawa Barat,
AG6252,20257154,SMKS UNGGULAN TERPADU PGII,SMK,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,
AG6252,20219781,SMA PGII 2,SMA,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,
AG6252,20219477,SMP PGII 2,SMP,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,
AG6252,20219782,SMA PGII 1,SMA,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,
AG6252,20219478,SMP PGII 1,SMP,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,
AB1951,20511860,SMAS KADIRI KRAS,SMA,Kec. Kras,Kab. Kediri,Prov. Jawa Timur,
AB1951,20511979,SMKS KADIRI KRAS,SMK,Kec. Kras,Kab. Kediri,Prov. Jawa Timur,
AA1486,69734363,SMKS YAPANSA,SMK,Kec. Cigudeg,Kab. Bogor,Prov. Jawa Barat,
AI8397,10208518,SMKS KARYA PENDIDIK BALIGE,SMK,Kec. Balige,Kab. Toba,Prov. Sumatera Utara,
AE3826,20508476,SMAS MA ARIF NGAWI,SMA,Kec. Ngawi,Kab. Ngawi,Prov. Jawa Timur,
AC2328,30104478,SMAS PELITA NGABANG,SMA,Kec. Ngabang,Kab. Landak,Prov. Kalimantan Barat,
AC7669,69883592,SMK AL MUTHMAINNAH,SMK,Kec. Dompu,Kab. Dompu,Prov. Nusa Tenggara Barat,
AD0005,20615475,SMKS DARUTTAIBIN,SMK,Kec. Pabuaran,Kab. Serang,Prov. Banten,
AD7865,20224089,SMP TUTWURI HANDAYANI,SMP,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,
AD7865,20224102,SMK TUT WURI HANDAYANI,SMK,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,
AC7523,69953512,SMK DARUSSALAMAH NW PRAIDA KROYA,SMK,Kec. Suralaga,Kab. Lombok Timur,Prov. Nusa Tenggara Barat,
AA3010,20271672,SMKS BHAKTI PERTIWI MANONJAYA,SMK,Kec. Manonjaya,Kab. Tasikmalaya,Prov. Jawa Barat,
AC4998,40300250,SMP - IT TIGO PUTERA,SMP,Kec. Lau,Kab. Maros,Prov. Sulawesi Selatan,
AC4998,40300284,SMA - IT TIGO PUTERA,SMA,Kec. Lau,Kab. Maros,Prov. Sulawesi Selatan,
AX1127,69935862,SMK MIFTAHUL FALAH,SMK,Kec. Glenmore,Kab. Banyuwangi,Prov. Jawa Timur,
AM9141,20220309,SMKS BHAKTI INSANI BOGOR,SMK,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,
AM9141,20220520,SMAS BHAKTI INSANI,SMA,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,
AM9141,20220409,SMP BHAKTI INSANI BOGOR,SMP,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,
AD5578,20271103,SMK KESEHATAN 1 SUKRA,SMK,Kec. Sukra,Kab. Indramayu,Prov. Jawa Barat,
AA4062,60728703,SMKS PLUS ULUMUL QURAN KUNIR,SMK,Kec. Cipunagara,Kab. Subang,Prov. Jawa Barat,
AN5046,30405788,SMK PURWAJAYA LOA JANAN,SMK,Kec. Loa Janan,Kab. Kutai Kartanegara,Prov. Kalimantan Timur,
AN5046,30405799,SMP PURWAJAYA LOA JANAN,SMP,Kec. Loa Janan,Kab. Kutai Kartanegara,Prov. Kalimantan Timur,
AB9060,69822707,SMAS KARYA PRAJA,SMA,Kec. Tembilahan,Kab. Indragiri Hilir,Prov. Riau,
AI4733,69944549,KB ANGKASA,KB,Kec. Depok,Kab. Sleman,Prov. D.I. Yogyakarta,
AI4733,20401311,SMKS PENERBANGAN AAG ADISUTJIPTO,SMK,Kec. Depok,Kab. Sleman,Prov. D.I. Yogyakarta,
AI4733,20400865,SMAS ANGKASA ADISUCIPTO,SMA,Kec. Depok,Kab. Sleman,Prov. D.I. Yogyakarta,
AI4733,20404114,SMP ANGKASA ADISUTJIPTO DEPOK,SMP,Kec. Depok,Kab. Sleman,Prov. D.I. Yogyakarta,
AI4733,20407688,TK ANGKASA LANUD ADISUCIPTO,TK,Kec. Depok,Kab. Sleman,Prov. D.I. Yogyakarta,
AN9066,69788177,SMKS Inovasi Mandiri,SMK,Kec. Darmaraja,Kab. Sumedang,Prov. Jawa Barat,
AO1124,69830425,SMKS KESEHATAN BINA MITRA HUSADA,SMK,Kec. Ajung,Kab. Jember,Prov. Jawa Timur,
AD4996,20212908,SMK PERTIWI KUNINGAN,SMK,Kec. Kramatmulya,Kab. Kuningan,Prov. Jawa Barat,
AB2613,69978188,SD AL FITHRAH MALANG,SD,Kec. Kepanjen,Kab. Malang,Prov. Jawa Timur,
AB2613,69939308,KB AL - FITHRAH MALANG,KB,Kec. Kepanjen,Kab. Malang,Prov. Jawa Timur,
AB2613,69726599,SMP AL FITHRAH MALANG,SMP,Kec. Kepanjen,Kab. Malang,Prov. Jawa Timur,
AB2613,69946510,SMKS AL FITHRAH,SMK,Kec. Kepanjen,Kab. Malang,Prov. Jawa Timur,
AE9324,10210834,SMAS DHARMA BAKTI MEDAN,SMA,Kec. Medan Johor,Kota Medan,Prov. Sumatera Utara,
AF8610,69969108,TK ISLAM DARUNNADWAH,TK,Kec. Gerung,Kab. Lombok Barat,Prov. Nusa Tenggara Barat,
AF8610,50205411,SMAS DARUNNADWAH,SMA,Kec. Gerung,Kab. Lombok Barat,Prov. Nusa Tenggara Barat,
AF8610,50205730,SMKS ISLAM DARUNNADWAH,SMK,Kec. Gerung,Kab. Lombok Barat,Prov. Nusa Tenggara Barat,
AF8610,50205381,SMP ISLAM DARUNNADWAH,SMP,Kec. Gerung,Kab. Lombok Barat,Prov. Nusa Tenggara Barat,
AN1961,69943801,SMA ISLAM PLUS NURUL KAROMAH,SMA,Kec. Pademawu,Kab. Pamekasan,Prov. Jawa Timur,
AN1961,69943135,SMP ISLAM PLUS NURUL KAROMAH,SMP,Kec. Pademawu,Kab. Pamekasan,Prov. Jawa Timur,
AA0622,20103640,SMKS PGRI 28 JAKARTA,SMK,Kec. Pasar Rebo,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AA0622,20103738,SMKS PGRI 20 JAKARTA,SMK,Kec. Ciracas,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AA0622,20103171,SMAS PGRI 24 JAKARTA,SMA,Kec. Cipayung,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AA0622,20103182,SMAS PGRI 4 JAKARTA,SMA,Kec. Cipayung,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AA0622,20103742,SMKS PGRI 16 JAKARTA,SMK,Kec. Cipayung,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AA0622,20177923,SMKS PGRI 37 JAKARTA,SMK,Kec. Cilandak,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AA0622,20103169,SMAS PGRI 1 JAKARTA,SMA,Kec. Duren Sawit,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AA0622,20103542,SMKS PGRI 8 JAKARTA,SMK,Kec. Duren Sawit,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AA0622,20178282,SMKS PGRI 38 JAKARTA,SMK,Kec. Kelapa Gading,Kota Jakarta Utara,Prov. D.K.I. Jakarta,
AA0622,20100608,SMAS PGRI 12 JAKARTA,SMA,Kec. Kelapa Gading,Kota Jakarta Utara,Prov. D.K.I. Jakarta,
AA0622,20107450,SMKS PGRI 11 JAKARTA,SMK,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,
AA0622,20107451,SMKS PGRI 3 JAKARTA,SMK,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,
AA0622,20101510,SMKS PGRI 2 JAKARTA,SMK,Kec. Kembangan,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AA0622,20101476,SMKS PGRI 5 JAKARTA,SMK,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AA0622,20101478,SMKS PGRI 35 JAKARTA,SMK,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AA0622,20101477,SMKS PGRI 36,SMK,Kec. Kali Deres,Kota Jakarta Barat,Prov. D.K.I. Jakarta,
AA0622,20100151,SMKS PGRI 31 JAKARTA,SMK,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,
AA4518,20229773,SMKS 11 MARET CIKARANG BARAT,SMK,Kec. Cikarang Barat,Kab. Bekasi,Prov. Jawa Barat,
AA4518,20112463,SMKS 11 MARET,SMK,Kec. Kelapa Gading,Kota Jakarta Utara,Prov. D.K.I. Jakarta,
AO5052,40500459,SMKS ALMAMATER TELAGA,SMK,Kec. Telaga,Kab. Gorontalo,Prov. Gorontalo,
AJ2363,40203643,SD ALKHAIRAAT MAMBORO,SD,Kec. Palu Utara,Kota Palu,Prov. Sulawesi Tengah,
AJ2363,40203642,SD ALKHAIRAAT TONDO,SD,Kec. Mantikulore,Kota Palu,Prov. Sulawesi Tengah,
AJ2363,40203596,SMP ALKHAIRAAT 1 PALU,SMP,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,
AJ2363,40203645,SD ALKHAIRAAT 1 PALU,SD,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,
AJ2363,40203521,SMAS AL KHAIRAAT 1 PALU,SMA,Kec. Palu Barat,Kota Palu,Prov. Sulawesi Tengah,
AA2898,69753567,SMP PLUS ANWARUL HUDA,SMP,Kec. Pasirwangi,Kab. Garut,Prov. Jawa Barat,
AA2898,69767585,SMKS ANWARUL HUDA PASIRWANGI,SMK,Kec. Pasirwangi,Kab. Garut,Prov. Jawa Barat,
AA2898,69867362,KB. MUSLIHATUL HUDA,KB,Kec. Pasirwangi,Kab. Garut,Prov. Jawa Barat,
AH1875,69874080,SMA TERPADU AHLUSSUNNAH WALJAMAAH,SMA,Kec. Wih Pesam,Kab. Bener Meriah,Prov. Aceh,
AL3266,70010542,SDIT AS-SALAM,SD,Kec. Weru,Kab. Cirebon,Prov. Jawa Barat,
AL3266,20244690,SMKS NUSANTARA WERU CIREBON,SMK,Kec. Plered,Kab. Cirebon,Prov. Jawa Barat,
AX0354,40605310,SMKS ISLAM PONIANG,SMK,Kec. Sendana,Kab. Majene,Prov. Sulawesi Barat,
AX0354,69964079,SMP ISLAM DARUL HIKMAH,SMP,Kec. Sendana,Kab. Majene,Prov. Sulawesi Barat,
AX0354,69962418,SD ISLAM DARUL HIKMAH,SD,Kec. Sendana,Kab. Majene,Prov. Sulawesi Barat,
AI2881,20300687,SMK TAMANSISWA CILACAP,SMK,Kec. Cilacap Tengah,Kab. Cilacap,Prov. Jawa Tengah,
AI4344,20325281,SMAS DIPONEGORO LEBAKSIU,SMA,Kec. Lebaksiu,Kab. Tegal,Prov. Jawa Tengah,
AI4344,20325249,SMK DIPONEGORO LEBAKSIU,SMK,Kec. Lebaksiu,Kab. Tegal,Prov. Jawa Tengah,
AH7831,69755873,SMKS AL-IKHLAS MBOJO,SMK,Kec. Donggo,Kab. Bima,Prov. Nusa Tenggara Barat,
AE9529,10259371,SMAS METHODIST 3 MEDAN,SMA,Kec. Medan Timur,Kota Medan,Prov. Sumatera Utara,
AJ4073,50304051,SMP MANDA ELU,SMP,Kec. Kota Tambolaka,Kab. Sumba Barat Daya,Prov. Nusa Tenggara Timur,
AJ4073,50304063,SMAS MANDA ELU,SMA,Kec. Loura,Kab. Sumba Barat Daya,Prov. Nusa Tenggara Timur,
AE5130,20562424,SMAS ISLAM TERPADU ULIL ALBAB,SMA,Kec. Gending,Kab. Probolinggo,Prov. Jawa Timur,
AL3574,20255750,TK PUTRI JAYA,TK,Kec. Kotabaru,Kab. Karawang,Prov. Jawa Barat,
AL3574,20265291,SMKS PEMBANGUNAN GLOBAL,SMK,Kec. Kotabaru,Kab. Karawang,Prov. Jawa Barat,
AI9185,10306091,SMA S PLUS PEMBANGUNAN KINALI,SMA,Kec. Kinali,Kab. Pasaman Barat,Prov. Sumatera Barat,
AO0636,20554625,SMP MAARIF DARUS SHOLIKHIN,SMP,Kec. Karas,Kab. Magetan,Prov. Jawa Timur,
AO0636,69822410,SMK MAARIF DARUS SHOLIHIN,SMK,Kec. Karas,Kab. Magetan,Prov. Jawa Timur,
AB7875,10257889,SMKS ABDI NEGARA,SMK,Kec. Binjai Utara,Kota Binjai,Prov. Sumatera Utara,
AB7875,10211290,SMAS ABDI NEGARA,SMA,Kec. Binjai Utara,Kota Binjai,Prov. Sumatera Utara,
AB7875,10211400,SMP SWASTA ABDI NEGARA,SMP,Kec. Binjai Utara,Kota Binjai,Prov. Sumatera Utara,
AA3598,20244685,SMKS DELTA MUNDU CIREBON,SMK,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,
AN1573,20517786,SMAS AR ROHMAH DAU,SMA,Kec. Dau,Kab. Malang,Prov. Jawa Timur,
AN1573,20517417,SMP ARROHMAH BOARDING SCHOOL,SMP,Kec. Dau,Kab. Malang,Prov. Jawa Timur,
AN8384,69914688,KB BAITURRAHMAN,KB,Kec. Pakenjeng,Kab. Garut,Prov. Jawa Barat,
AN8384,70025246,KB AL-IKHLAS,KB,Kec. Pakenjeng,Kab. Garut,Prov. Jawa Barat,
AN8384,69830474,SMK CENDEKIA BAITURRAHMAN PAKENJENG,SMK,Kec. Pakenjeng,Kab. Garut,Prov. Jawa Barat,
AN8384,69849075,SMA AL-AMANAH PAKENJENG,SMA,Kec. Pakenjeng,Kab. Garut,Prov. Jawa Barat,
AK0159,20362563,SMK NU AL YAMAN LEBAKSIU,SMK,Kec. Lebaksiu,Kab. Tegal,Prov. Jawa Tengah,
AK4522,10258424,SMKS KRISTEN BNKP SIROMBU,SMK,Kec. Lahomi,Kab. Nias Barat,Prov. Sumatera Utara,
AK4522,70045149,TK SWASTA TEGUH,TK,Kec. Lahomi,Kab. Nias Barat,Prov. Sumatera Utara,
AK4522,70001758,TK SWASTA LAHUSA,TK,Kec. Sirombu,Kab. Nias Barat,Prov. Sumatera Utara,
AO0342,20540084,SMKS IKIP GEDANGAN,SMK,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,
AB6834,69772749,SMKS AL ASRI,SMK,Kec. Air Batu,Kab. Asahan,Prov. Sumatera Utara,
AB6834,69728729,SD Swasta Al-ASRI,SD,Kec. Air Batu,Kab. Asahan,Prov. Sumatera Utara,
AB6834,69728732,SMPS AL ASRI,SMP,Kec. Air Batu,Kab. Asahan,Prov. Sumatera Utara,
AB6834,10261834,TK S AYAH BUNDA,TK,Kec. Air Batu,Kab. Asahan,Prov. Sumatera Utara,
AL2072,70041321,SDIT AL MUCHTARI,SD,Kec. Caringin,Kab. Bogor,Prov. Jawa Barat,
AL2072,10648877,SMK FARMAKO MEDIKA PLUS,SMK,Kec. Caringin,Kab. Bogor,Prov. Jawa Barat,
AL3670,70031279,TK TUNAS BANGSA PEBAYURAN,TK,Kec. Pebayuran,Kab. Bekasi,Prov. Jawa Barat,
AL3670,20251802,SMAS TUNAS BANGSA PEBAYURAN,SMA,Kec. Pebayuran,Kab. Bekasi,Prov. Jawa Barat,
AB5289,20573920,SMKS CAHAYA SURYA,SMK,Kec. Kota Kediri,Kota Kediri,Prov. Jawa Timur,
AD4382,20275998,SMKS AL ILYAS MALANGBONG,SMK,Kec. Malangbong,Kab. Garut,Prov. Jawa Barat,
AD4382,20227415,SMP PLUS AL ILYAS MALANGBONG,SMP,Kec. Malangbong,Kab. Garut,Prov. Jawa Barat,
AD4382,20260255,TK PLUS AL-ILYAS,TK,Kec. Malangbong,Kab. Garut,Prov. Jawa Barat,
AB2649,69726604,SMKS ROUDLOTUL ULUM KROMENGAN,SMK,Kec. Kromengan,Kab. Malang,Prov. Jawa Timur,
AE2782,20582199,MTSS HASYIM ASY`ARI,MTs,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,
AE2782,20584604,MAS HASYIM ASY`ARI,MA,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,
AE2782,20540076,SMKS YAHARI SIDOARJO,SMK,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,
AE2782,60717060,"MIS HASYIM ASY,ARI",MI,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,
AJ1122,69965804,SMA RAUDLATUL-ULUM II,SMA,Kec. Sungai Ambawang,Kab. Kuburaya,Prov. Kalimantan Barat,
AK3246,69840125,KB BAITUL MAKMUR,KB,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AK3246,69906479,TK BAITUL MAKMUR,TK,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AK3246,20554959,SD ISLAM BAITUL MAKMUR,SD,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AK3246,69965379,SMP ISLAM BAITUL MAKMUR,SMP,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AK3246,20577372,SMKS BAITUL MAKMUR,SMK,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AK3246,70010544,MAS NASIONAL,MA,Kec. Kedungkandang,Kota Malang,Prov. Jawa Timur,
AM9129,69775446,SMKS TELEKOMEDIKA,SMK,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,
AJ9105,20330286,SMKS ASH SHIDDIQIYAH BALINGASAL,SMK,Kec. Padureso,Kab. Kebumen,Prov. Jawa Tengah,
AA3799,20271883,SMKS IBS TATHMAINUL QULUUB,SMK,Kec. Sindang,Kab. Indramayu,Prov. Jawa Barat,
AH1185,20532468,SMP PGRI 29 SURABAYA,SMP,Kec. Genteng,Kota Surabaya,Prov. Jawa Timur,
AH1185,20539226,SMP PGRI 8,SMP,Kec. Genteng,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532104,SMAS PGRI 3,SMA,Kec. Tambaksari,Kota Surabaya,Prov. Jawa Timur,
AH1185,20539251,SMKS PGRI 6 SURABAYA,SMK,Kec. Tambaksari,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532522,SMP PGRI 1 SURABAYA,SMP,Kec. Tambaksari,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532689,SMKS PGRI 7 SURABAYA,SMK,Kec. Lakarsantri,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532671,SMKS PGRI 10 SURABAYA,SMK,Kec. Sukomanunggal,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532524,SMP PGRI 13 SURABAYA,SMP,Kec. Sawahan,Kota Surabaya,Prov. Jawa Timur,
AH1185,20539250,SMKS PGRI 4 SURABAYA,SMK,Kec. Mulyorejo,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532688,SMKS PGRI 5 SURABAYA,SMK,Kec. Tegal Sari,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532454,SMP PGRI 61 SURABAYA,SMP,Kec. Gununganyar,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532686,SMKS PGRI 14 SURABAYA,SMK,Kec. Karang Pilang,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532538,SMP PGRI 17 SURABAYA,SMP,Kec. Jambangan,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532687,SMKS PGRI 3 SURABAYA,SMK,Kec. Jambangan,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532457,SMP PGRI 64,SMP,Kec. Gayungan,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532452,SMKS PGRI 1 SURABAYA,SMK,Kec. Wonocolo,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532685,SMKS PGRI 13 SURABAYA,SMK,Kec. Wonocolo,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532453,SMP PGRI 22 SURABAYA,SMP,Kec. Semampir,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532463,SMP PGRI 6,SMP,Kec. Semampir,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532458,SMP PGRI 7,SMP,Kec. Pabean Cantian,Kota Surabaya,Prov. Jawa Timur,
AH1185,20532464,SMP PGRI 5 SURABAYA,SMP,Kec. Krembangan,Kota Surabaya,Prov. Jawa Timur,
AM1774,69980131,SMK BHINNEKA TUNGGAL IKA,SMK,Kec. Belitang II,Kab. Ogan Komering Ulu Timur,Prov. Sumatera Selatan,
AL5260,69893901,SMK YASIMA BERBASIS PESANTREN,SMK,Kec. Godong,Kab. Grobogan,Prov. Jawa Tengah,
AN1362,20511970,SMKS TRIBAKTI KUNJANG,SMK,Kec. Kunjang,Kab. Kediri,Prov. Jawa Timur,
AL2153,20268832,SMKS PARIWISATA CITAYAM,SMK,Kec. Bojong Gede,Kab. Bogor,Prov. Jawa Barat,
AC0830,60705203,MIS DARUL AITAM,MI,Kec. Seberang Ulu II,Kota Palembang,Prov. Sumatera Selatan,
AC0830,10609507,SMP DAARUL AITAM PALEMBANG,SMP,Kec. Seberang Ulu II,Kota Palembang,Prov. Sumatera Selatan,
AC0830,10609636,SMA DAARUL AITAM PALEMBANG,SMA,Kec. Seberang Ulu II,Kota Palembang,Prov. Sumatera Selatan,
AN6933,10700642,SMKS S6 PERTIWI CURUP,SMK,Kec. Curup,Kab. Rejang Lebong,Prov. Bengkulu,
AH1197,69936536,TK Kartika IV - 81,TK,Kec. Lumajang,Kab. Lumajang,Prov. Jawa Timur,
AH1197,20558371,TK Kartika IV-70,TK,Kec. Lumajang,Kab. Lumajang,Prov. Jawa Timur,
AH1197,20552707,TK KARTIKA IV-68 PANDAAN,TK,Kec. Pandaan,Kab. Pasuruan,Prov. Jawa Timur,
AH1197,20557018,TK KARTIKA IV-40 TALUN,TK,Kec. Talun,Kab. Blitar,Prov. Jawa Timur,
AH1197,20556575,TK KARTIKA IV-35 NGLEGOK,TK,Kec. Nglegok,Kab. Blitar,Prov. Jawa Timur,
AH1197,20556957,TK KARTIKA IV-39 KESAMBEN,TK,Kec. Kesamben,Kab. Blitar,Prov. Jawa Timur,
AH1197,20532756,SMP KARTIKA IV-I0,SMP,Kec. Wonokromo,Kota Surabaya,Prov. Jawa Timur,
AH1197,20561889,TK KARTIKA IV-91,TK,Kec. Wonokromo,Kota Surabaya,Prov. Jawa Timur,
AH1197,20532714,SMP KARTIKA IV-11,SMP,Kec. Wonokromo,Kota Surabaya,Prov. Jawa Timur,
AH1197,20561887,TK KARTIKA IV-9,TK,Kec. Wonokromo,Kota Surabaya,Prov. Jawa Timur,
